SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,E_PACE
2024-25,pre-season,NYK,5,4,1,240,108.2,101.6,6.6,16.7,22.5,80.0,50.3,11.9,105.50
2024-25,pre-season,LAC,5,4,1,240,103.0,94.0,9.0,17.9,23.2,72.0,49.5,18.5,102.80
2024-25,pre-season,BOS,5,4,1,240,118.1,102.0,16.1,20.3,28.3,73.3,50.2,11.8,103.20
2024-25,pre-season,OKC,5,4,1,245,110.5,99.1,11.4,19.9,22.1,74.8,50.0,13.0,101.10
2024-25,pre-season,PHI,6,3,3,288,108.2,105.5,2.8,15.8,27.9,74.7,51.1,15.6,101.50
2024-25,pre-season,CHI,5,3,2,245,105.2,105.0,0.2,18.1,21.9,75.7,48.6,13.8,113.20
2024-25,pre-season,MEM,5,3,2,240,107.5,110.9,-3.4,19.8,32.3,76.1,53.9,19.9,105.70
2024-25,pre-season,TOR,5,3,2,240,106.8,104.9,1.9,20.9,30.3,79.0,55.0,17.2,106.00
2024-25,pre-season,PHX,5,3,2,245,102.2,103.7,-1.5,20.5,16.3,78.2,48.3,14.4,106.20
2024-25,pre-season,DET,5,3,2,240,102.6,94.6,8.0,20.6,22.7,80.3,51.0,16.2,102.70
2024-25,pre-season,HOU,4,3,1,197,109.4,99.9,9.5,17.5,28.9,76.2,53.3,16.1,107.40
2024-25,pre-season,POR,4,3,1,192,104.7,88.7,16.0,17.9,32.0,76.6,54.7,16.9,104.90
2024-25,pre-season,LAL,6,2,4,293,97.6,110.3,-12.8,17.1,24.0,79.6,50.3,16.2,105.30
2024-25,pre-season,MIN,5,2,3,240,110.7,108.1,2.6,18.2,23.9,82.2,51.0,14.1,109.20
2024-25,pre-season,WAS,5,2,3,240,97.2,110.4,-13.2,17.0,20.7,73.0,48.0,19.8,106.00
2024-25,pre-season,CHA,5,2,3,245,101.8,99.1,2.7,16.2,26.2,75.4,52.0,20.4,107.70
2024-25,pre-season,SAS,5,2,3,240,107.8,110.5,-2.7,20.9,21.8,74.5,47.9,15.7,104.60
2024-25,pre-season,IND,4,2,2,197,115.5,112.7,2.8,19.8,26.4,72.5,49.5,15.8,104.60
2024-25,pre-season,DEN,5,1,4,240,102.0,112.9,-10.8,19.5,23.3,76.6,50.9,18.7,107.20
2024-25,pre-season,ATL,4,1,3,192,100.0,106.5,-6.5,19.2,25.9,76.2,48.8,18.6,107.50
2024-25,pre-season,DAL,4,1,3,192,99.7,99.4,0.2,16.6,19.7,75.8,48.5,17.9,106.10
2024-25,pre-season,MIL,4,1,3,192,92.5,106.7,-14.2,18.7,19.0,74.5,47.1,17.3,103.80
2024-25,pre-season,BKN,4,1,3,192,106.2,105.2,1.0,19.3,24.4,70.7,46.8,14.8,104.50
2024-25,pre-season,NOP,3,1,2,144,97.4,103.8,-6.4,16.7,22.0,73.4,46.7,17.0,103.70
2024-25,pre-season,ORL,3,1,2,144,99.8,98.8,1.0,17.8,22.0,74.3,50.6,19.0,105.30
2024-25,pre-season,SAC,5,0,5,240,98.2,109.4,-11.2,17.9,29.4,82.4,51.6,17.0,103.40
2024-25,pre-season,CLE,4,0,4,197,101.5,109.0,-7.5,18.8,19.4,78.1,48.0,14.4,110.00
2024-25,pre-season,-,3,0,3,144,88.6,126.7,-38.2,13.8,23.4,66.1,42.3,17.7,97.80
2024-25,pre-season,-,1,0,1,48,103.4,114.8,-11.4,17.2,21.4,59.5,39.2,17.6,96.70
2024-25,regular-season,OKC,82,68,14,3941,117.3,104.8,12.5,19.2,24.2,74.6,50.0,11.4,102.60
2024-25,regular-season,CLE,82,64,18,3951,119.1,109.8,9.3,19.8,25.9,74.8,51.0,12.9,102.00
2024-25,regular-season,BOS,82,61,21,3966,117.5,108.3,9.2,19.2,25.7,76.0,50.9,12.0,98.20
2024-25,regular-season,HOU,82,52,30,3956,111.4,107.0,4.4,16.6,31.7,76.2,53.5,13.5,102.10
2024-25,regular-season,NYK,82,51,31,3976,115.0,110.9,4.1,19.8,26.0,74.5,50.5,13.2,99.70
2024-25,regular-season,DEN,82,50,32,3971,117.2,113.4,3.8,21.3,26.7,74.6,51.9,13.8,102.10
2024-25,regular-season,IND,82,50,32,3971,114.1,111.9,2.2,20.7,21.3,74.5,48.2,12.8,101.90
2024-25,regular-season,LAL,82,50,32,3946,113.4,112.2,1.2,19.2,23.3,74.5,49.7,14.0,99.70
2024-25,regular-season,LAC,82,50,32,3961,112.4,107.8,4.6,18.5,24.4,77.5,51.3,14.8,99.80
2024-25,regular-season,MIN,82,49,33,3966,113.6,108.7,5.0,19.0,25.8,75.1,50.8,14.4,99.80
2024-25,regular-season,MEM,82,48,34,3941,114.4,109.9,4.6,19.2,28.7,74.9,52.0,14.7,106.20
2024-25,regular-season,MIL,82,48,34,3951,113.6,111.2,2.4,18.8,19.3,76.2,48.9,13.2,101.30
2024-25,regular-season,GSW,82,48,34,3946,112.0,108.7,3.3,20.3,27.3,75.6,50.7,13.8,101.40
2024-25,regular-season,DET,82,44,38,3961,112.0,110.2,1.8,18.7,26.2,76.0,51.3,14.4,102.50
2024-25,regular-season,ORL,82,41,41,3946,106.5,106.6,-0.1,17.3,25.3,77.0,49.8,14.4,98.70
2024-25,regular-season,ATL,82,40,42,3956,111.9,112.9,-1.1,20.1,26.3,76.0,50.5,14.7,105.10
2024-25,regular-season,SAC,82,40,42,3976,113.8,113.3,0.5,19.0,25.4,76.9,51.1,13.1,100.70
2024-25,regular-season,CHI,82,39,43,3951,111.9,113.4,-1.5,20.1,22.3,76.6,49.9,13.9,104.90
2024-25,regular-season,DAL,82,39,43,3946,112.1,113.3,-1.2,18.4,23.3,73.1,48.7,13.8,101.60
2024-25,regular-season,MIA,82,37,45,3986,110.8,110.3,0.6,19.4,22.3,75.8,49.3,13.6,98.50
2024-25,regular-season,POR,82,36,46,3956,108.1,111.0,-2.9,17.0,29.2,72.5,50.3,15.6,102.10
2024-25,regular-season,PHX,82,36,46,3966,113.7,116.7,-3.0,20.2,22.6,74.1,49.0,14.1,99.20
2024-25,regular-season,SAS,82,34,48,3946,111.7,114.4,-2.7,20.2,24.3,73.0,48.6,13.6,101.70
2024-25,regular-season,TOR,82,30,52,3961,107.6,111.8,-4.2,19.8,27.3,73.9,50.1,14.9,102.30
2024-25,regular-season,BKN,82,26,56,3956,105.7,112.8,-7.1,18.6,24.5,75.0,48.6,15.3,99.00
2024-25,regular-season,PHI,82,24,58,3961,109.0,115.2,-6.2,17.3,23.4,71.8,46.6,13.5,99.90
2024-25,regular-season,NOP,82,21,61,3951,107.6,116.9,-9.2,18.5,26.3,72.7,48.8,14.4,101.70
2024-25,regular-season,CHA,82,19,63,3951,104.0,113.0,-9.0,17.7,26.5,74.5,50.0,15.3,100.70
2024-25,regular-season,WAS,82,18,64,3946,103.9,115.9,-12.0,18.0,22.7,71.9,47.2,15.0,103.70
2024-25,regular-season,UTA,82,17,65,3961,107.8,116.8,-9.0,18.1,26.9,74.1,50.7,16.6,103.10
2024-25,playoffs,OKC,23,16,7,1109,112.2,104.1,8.2,16.8,25.6,73.1,49.1,12.1,101.70
2024-25,playoffs,IND,23,15,8,1114,112.5,110.4,2.0,19.4,20.5,73.5,48.5,14.1,100.50
2024-25,playoffs,NYK,18,10,8,874,109.6,109.6,0.0,15.1,27.5,75.1,50.8,13.8,98.80
2024-25,playoffs,MIN,15,9,6,720,110.1,107.5,2.7,17.9,28.9,73.0,51.2,15.8,99.00
2024-25,playoffs,DEN,14,7,7,682,106.6,111.4,-4.8,16.7,27.9,75.6,52.0,15.7,98.90
2024-25,playoffs,BOS,11,6,5,533,110.9,105.1,5.8,15.9,26.0,72.3,49.9,13.8,94.40
2024-25,playoffs,GSW,12,5,7,576,106.4,109.5,-3.1,17.6,27.3,70.5,47.8,14.9,96.90
2024-25,playoffs,CLE,9,5,4,432,119.7,108.0,11.7,16.9,28.2,79.5,53.0,12.1,99.80
2024-25,playoffs,HOU,7,3,4,336,109.5,109.5,0.0,15.3,31.5,76.2,54.2,14.3,95.00
2024-25,playoffs,LAC,7,3,4,341,113.8,113.2,0.6,19.8,23.8,72.3,47.7,12.6,93.80
2024-25,playoffs,DET,6,2,4,288,106.2,107.6,-1.3,15.2,27.3,75.5,52.3,16.4,100.40
2024-25,playoffs,MIL,5,1,4,245,109.9,117.5,-7.6,17.7,23.0,83.4,51.3,13.0,98.20
2024-25,playoffs,LAL,5,1,4,240,107.8,115.3,-7.5,17.1,23.8,69.3,47.1,15.7,93.10
2024-25,playoffs,ORL,5,1,4,240,99.9,113.6,-13.7,15.0,25.4,76.3,48.5,12.4,93.70
2024-25,playoffs,MEM,4,0,4,192,95.9,114.5,-18.6,15.1,23.6,72.3,48.9,18.4,104.80
2024-25,playoffs,MIA,4,0,4,192,102.3,135.0,-32.7,17.1,23.3,72.7,46.3,17.1,93.30
2024-25,play-in,MIA,2,2,0,101,113.4,99.7,13.7,21.8,25.6,81.1,54.7,14.7,97.20
2024-25,play-in,MEM,2,1,1,96,116.4,112.0,4.4,18.1,36.8,77.3,57.1,15.8,101.40
2024-25,play-in,DAL,2,1,1,96,114.4,114.4,0.0,20.1,21.3,65.9,45.0,13.2,98.70
2024-25,play-in,ORL,1,1,0,48,119.0,94.2,24.8,20.4,26.7,82.4,56.3,9.9,100.90
2024-25,play-in,GSW,1,1,0,48,124.8,119.6,5.2,20.9,27.7,61.9,43.8,10.3,97.00
2024-25,play-in,ATL,2,0,2,101,102.3,119.0,-16.6,18.8,19.4,72.5,44.3,8.8,97.10
2024-25,play-in,CHI,1,0,1,48,88.7,107.4,-18.7,12.1,16.3,77.5,45.8,17.7,101.50
2024-25,play-in,SAC,1,0,1,48,107.5,121.7,-14.2,16.8,32.6,74.4,51.8,18.3,98.60
2025-26,pre-season,SAS,5,5,0,245,118.7,102.5,16.2,19.7,34.6,76.9,56.3,17.6,102.70
2025-26,pre-season,TOR,6,4,2,288,107.0,105.5,1.6,19.5,27.9,68.8,46.3,14.1,106.70
2025-26,pre-season,OKC,6,4,2,288,103.3,103.0,0.3,17.8,19.8,75.4,47.0,16.2,106.00
2025-26,pre-season,NYK,5,4,1,245,102.8,99.5,3.3,16.3,29.7,74.2,50.5,15.2,100.70
2025-26,pre-season,HOU,4,4,0,192,121.9,112.1,9.8,18.4,31.5,74.9,53.5,14.9,107.70
2025-26,pre-season,ORL,4,4,0,192,121.0,106.4,14.6,17.2,42.2,70.9,56.9,17.9,104.60
2025-26,pre-season,CHI,5,3,2,240,109.6,109.4,0.2,20.4,26.1,78.0,53.4,16.6,109.60
2025-26,pre-season,GSW,5,3,2,240,105.7,104.2,1.5,20.1,22.7,67.5,46.8,20.1,109.20
2025-26,pre-season,DEN,5,3,2,240,108.4,107.2,1.2,18.1,21.7,76.0,50.0,17.1,100.50
2025-26,pre-season,BOS,4,3,1,192,110.9,99.5,11.5,16.8,34.4,69.5,53.3,19.9,106.80
2025-26,pre-season,DAL,4,3,1,192,107.8,95.3,12.5,20.2,22.4,76.4,51.2,14.6,106.00
2025-26,pre-season,MIL,4,3,1,192,108.4,104.2,4.3,18.1,12.0,78.8,45.8,15.6,105.80
2025-26,pre-season,PHX,4,3,1,197,106.0,98.1,7.9,18.7,30.1,68.7,48.3,14.8,105.10
2025-26,pre-season,LAC,4,3,1,192,115.0,99.7,15.3,21.8,25.8,79.4,53.6,16.3,98.00
2025-26,pre-season,MIN,6,2,4,298,112.6,106.0,6.6,18.8,27.5,72.8,50.8,18.0,102.80
2025-26,pre-season,CHA,5,2,3,240,110.2,110.0,0.2,17.8,32.0,78.7,55.3,17.7,109.50
2025-26,pre-season,ATL,4,2,2,197,104.6,109.1,-4.5,18.0,25.4,70.5,47.7,15.6,109.20
2025-26,pre-season,IND,4,2,2,197,106.8,113.5,-6.7,18.8,30.6,74.1,52.4,20.8,105.60
2025-26,pre-season,NOP,4,2,2,192,115.5,106.9,8.5,17.1,31.6,68.1,50.8,14.9,105.40
2025-26,pre-season,DET,4,2,2,192,110.8,107.6,3.1,19.2,29.6,74.4,53.0,18.6,103.40
2025-26,pre-season,BKN,4,2,2,197,112.2,105.8,6.4,18.7,36.1,67.9,53.6,22.7,103.10
2025-26,pre-season,LAL,6,1,5,288,102.0,111.4,-9.3,16.4,25.1,78.1,50.5,18.0,101.90
2025-26,pre-season,MEM,5,1,4,240,109.3,119.2,-9.9,16.9,27.3,68.8,47.2,16.4,107.60
2025-26,pre-season,POR,4,1,3,192,108.5,111.9,-3.3,14.9,36.0,74.4,53.5,16.9,112.20
2025-26,pre-season,CLE,4,1,3,192,103.3,108.1,-4.8,18.2,27.0,68.7,45.7,16.2,109.90
2025-26,pre-season,PHI,4,1,3,192,96.8,105.7,-8.9,15.5,26.1,67.8,46.7,17.6,106.40
2025-26,pre-season,UTA,4,1,3,197,116.3,122.7,-6.4,19.8,22.9,66.0,45.4,14.5,102.70
2025-26,pre-season,SAC,4,1,3,192,108.7,115.0,-6.2,17.0,23.8,74.0,50.1,16.3,104.20
2025-26,pre-season,WAS,3,1,2,144,105.5,107.1,-1.6,16.6,30.3,76.9,53.8,17.3,104.30
2025-26,pre-season,MIA,6,0,6,293,100.7,109.2,-8.5,16.6,25.9,68.0,47.3,16.7,108.20
2025-26,pre-season,-,3,0,3,144,85.6,131.5,-46.0,13.3,15.3,60.6,34.8,21.0,100.10
2025-26,pre-season,-,1,0,1,48,92.6,102.1,-9.5,16.3,28.3,72.9,51.1,17.2,104.80
2025-26,pre-season,-,1,0,1,48,89.5,123.5,-34.0,16.3,34.5,64.7,45.7,10.7,102.80
2025-26,pre-season,-,1,0,1,48,92.4,129.1,-36.7,14.3,26.0,62.5,42.2,15.7,95.30
2025-26,regular-season,OKC,34,29,5,1652,117.8,103.7,14.1,18.7,22.1,75.9,50.3,12.2,102.40
2025-26,regular-season,DET,34,25,9,1642,113.7,107.9,5.8,18.4,31.8,73.4,52.9,15.2,103.90
2025-26,regular-season,SAS,33,24,9,1589,116.6,111.0,5.6,18.5,27.2,77.2,52.5,13.9,102.60
2025-26,regular-season,DEN,33,23,10,1599,122.1,115.2,7.0,20.6,25.4,74.8,51.5,13.0,101.50
2025-26,regular-season,NYK,33,23,10,1584,119.6,113.2,6.4,19.2,30.2,75.8,52.5,13.3,101.30
2025-26,regular-season,MIN,34,21,13,1647,114.8,110.8,4.0,18.8,25.8,73.8,50.1,13.8,102.50
2025-26,regular-season,BOS,33,21,12,1584,118.0,111.6,6.4,17.7,29.0,72.5,51.0,12.3,99.20
2025-26,regular-season,HOU,31,21,10,1518,118.9,110.0,8.9,18.0,38.0,74.5,56.6,16.0,99.40
2025-26,regular-season,TOR,35,20,15,1690,111.1,109.8,1.3,20.5,25.9,73.6,49.6,14.0,101.90
2025-26,regular-season,LAL,31,20,11,1488,115.6,116.0,-0.4,18.2,25.5,74.2,50.4,15.3,101.10
2025-26,regular-season,CLE,35,19,16,1690,114.1,111.7,2.4,19.1,26.8,73.1,49.5,13.3,104.20
2025-26,regular-season,MIA,34,19,15,1637,112.8,109.6,3.3,19.6,24.1,74.0,49.3,13.1,106.80
2025-26,regular-season,ORL,34,19,15,1642,112.5,110.9,1.6,18.4,26.9,75.0,50.8,13.5,103.00
2025-26,regular-season,PHX,33,19,14,1589,112.4,111.1,1.3,18.0,29.8,71.6,50.2,15.4,102.10
2025-26,regular-season,GSW,34,18,16,1642,112.0,109.9,2.1,19.7,26.0,72.8,49.3,15.7,102.50
2025-26,regular-season,PHI,32,18,14,1561,111.8,111.2,0.6,17.5,27.1,73.3,49.6,13.6,102.60
2025-26,regular-season,ATL,35,16,19,1690,112.9,113.7,-0.8,21.3,22.8,72.3,47.5,14.4,105.00
2025-26,regular-season,CHI,33,16,17,1594,112.4,115.8,-3.4,20.2,23.8,75.4,50.1,14.1,104.90
2025-26,regular-season,MEM,33,15,18,1594,109.9,110.6,-0.6,19.9,25.5,75.3,50.7,14.5,104.70
2025-26,regular-season,POR,34,14,20,1642,109.4,113.2,-3.8,17.0,30.8,72.3,50.9,16.5,105.50
2025-26,regular-season,MIL,34,14,20,1642,111.7,114.5,-2.8,19.2,20.3,73.7,47.4,14.8,100.60
2025-26,regular-season,DAL,35,12,23,1705,107.4,111.4,-4.1,17.9,22.3,73.0,48.3,14.5,104.20
2025-26,regular-season,UTA,33,12,21,1609,112.5,119.1,-6.6,20.2,26.7,74.1,50.0,14.9,104.80
2025-26,regular-season,LAC,33,12,21,1594,112.9,114.2,-1.3,17.7,24.0,73.3,49.1,15.4,98.80
2025-26,regular-season,CHA,33,11,22,1599,111.6,114.6,-3.0,18.6,28.3,75.6,52.2,15.2,102.80
2025-26,regular-season,BKN,31,10,21,1488,108.8,113.6,-4.9,18.7,24.9,73.8,48.2,15.8,100.40
2025-26,regular-season,NOP,35,8,27,1700,110.8,118.0,-7.2,17.4,27.4,71.3,48.6,13.7,103.10
2025-26,regular-season,SAC,34,8,26,1647,107.0,118.0,-11.0,18.3,22.9,72.5,46.8,13.8,102.70
2025-26,regular-season,WAS,32,8,24,1546,108.8,119.9,-11.0,18.1,24.8,70.0,47.6,14.7,103.30
2025-26,regular-season,IND,34,6,28,1642,106.3,115.0,-8.8,17.1,24.1,72.8,47.3,13.6,102.90
