SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,E_PACE
2017-18,playoffs,HOU,17,11,6,816,106.7,104.8,1.9,14.9,20.0,80.1,49.7,12.3,98.40
2017-18,playoffs,UTA,11,5,6,528,102.9,105.1,-2.2,15.7,20.8,80.8,50.5,15.6,99.50
2017-18,playoffs,PHI,10,5,5,485,106.5,102.7,3.8,18.3,29.1,80.8,54.6,14.3,101.10
2017-18,playoffs,NOP,9,5,4,432,105.4,106.1,-0.7,19.3,17.7,78.8,49.3,13.8,104.40
2017-18,playoffs,TOR,10,4,6,485,110.1,114.7,-4.5,16.9,23.2,79.1,50.6,14.4,96.40
2017-18,playoffs,MIL,7,3,4,341,107.7,108.3,-0.6,18.0,14.7,75.5,47.2,13.9,93.20
2017-18,playoffs,IND,7,3,4,336,107.4,101.3,6.1,17.2,21.6,77.7,50.8,14.0,93.60
2017-18,playoffs,OKC,6,2,4,288,100.7,105.0,-4.3,12.9,20.8,75.4,48.4,13.9,100.50
2017-18,playoffs,WAS,6,2,4,288,106.7,108.7,-2.0,17.6,21.2,78.1,49.7,13.4,100.40
2017-18,playoffs,MIA,5,1,4,240,101.6,112.2,-10.6,17.6,20.7,70.4,45.1,15.7,101.80
2017-18,playoffs,MIN,5,1,4,240,105.1,114.2,-9.1,17.6,20.1,80.3,51.1,13.0,96.60
2017-18,playoffs,SAS,5,1,4,240,100.3,109.4,-9.1,15.3,18.5,73.7,44.2,11.4,96.50
2017-18,playoffs,POR,4,0,4,192,104.3,113.2,-8.9,14.5,23.9,81.1,50.1,14.3,101.20
2017-18,all-star,-,1,1,0,48,116.9,114.5,2.4,22.6,18.5,61.9,41.9,11.1,126.60
2017-18,all-star,-,1,0,1,48,114.5,116.8,-2.4,18.8,38.1,81.5,58.1,13.4,126.70
2018-19,pre-season,UTA,5,5,0,240,112.5,84.7,27.8,20.2,21.4,80.1,54.2,17.1,110.10
2018-19,pre-season,LAC,5,5,0,240,107.1,85.4,21.6,18.9,27.0,79.1,54.3,15.7,107.20
2018-19,pre-season,TOR,5,4,1,240,106.0,90.9,15.1,13.8,21.8,75.9,49.6,15.6,110.20
2018-19,pre-season,CHA,5,4,1,240,104.7,100.3,4.4,17.7,13.4,79.5,48.5,15.2,109.10
2018-19,pre-season,WAS,5,4,1,245,108.6,99.5,9.1,18.8,25.0,81.0,53.5,17.0,107.20
2018-19,pre-season,DEN,5,4,1,240,101.3,96.4,4.9,18.0,23.3,81.9,52.2,18.6,105.40
2018-19,pre-season,HOU,5,4,1,240,112.2,96.8,15.5,17.9,24.3,78.1,51.2,18.1,104.80
2018-19,pre-season,LAL,6,3,3,288,100.0,100.9,-0.9,17.6,18.0,74.3,48.3,18.4,112.50
2018-19,pre-season,MIA,6,3,3,288,101.9,102.1,-0.2,14.6,24.0,84.4,51.9,16.9,110.60
2018-19,pre-season,NYK,5,3,2,245,97.1,97.8,-0.7,14.3,20.0,75.3,48.0,16.8,109.40
2018-19,pre-season,POR,5,3,2,240,108.0,102.5,5.5,18.2,23.6,77.8,52.7,16.4,104.60
2018-19,pre-season,SAS,5,3,2,240,105.2,99.6,5.6,18.0,19.9,77.2,50.4,14.4,102.80
2018-19,pre-season,MIL,4,3,1,197,112.0,96.3,15.7,18.4,23.2,74.5,51.9,15.0,108.50
2018-19,pre-season,PHI,4,3,1,192,107.1,100.3,6.8,19.2,28.2,82.7,55.0,19.3,106.50
2018-19,pre-season,OKC,4,3,1,197,100.5,93.8,6.7,14.0,31.8,81.8,55.5,15.4,105.70
2018-19,pre-season,SAC,6,2,4,288,102.1,108.1,-6.0,17.2,22.3,79.2,47.6,12.6,108.20
2018-19,pre-season,ATL,5,2,3,240,100.4,103.6,-3.2,16.4,22.0,75.8,49.3,19.6,112.10
2018-19,pre-season,CHI,5,2,3,240,94.8,98.1,-3.3,14.9,17.4,79.8,48.0,13.4,107.80
2018-19,pre-season,MEM,5,2,3,245,98.7,105.1,-6.5,16.0,15.1,73.0,44.9,18.5,105.80
2018-19,pre-season,ORL,5,2,3,240,97.7,92.5,5.2,18.1,16.6,83.5,50.5,13.7,103.40
2018-19,pre-season,PHX,5,2,3,240,97.2,106.4,-9.2,16.2,26.6,77.7,51.7,19.0,100.00
2018-19,pre-season,DET,5,2,3,245,102.4,103.6,-1.2,17.1,23.8,75.3,47.4,11.7,100.20
2018-19,pre-season,IND,4,2,2,197,95.2,95.4,-0.2,14.4,27.4,80.9,54.4,18.2,106.00
2018-19,pre-season,BKN,4,2,2,197,95.9,101.4,-5.5,15.7,26.4,75.0,51.3,20.7,105.70
2018-19,pre-season,DAL,4,2,2,192,109.8,99.1,10.7,18.7,25.5,75.8,52.2,17.1,105.40
2018-19,pre-season,CLE,4,2,2,192,104.3,106.7,-2.4,13.8,24.7,80.8,52.1,14.7,102.40
2018-19,pre-season,MIN,5,1,4,240,98.2,111.8,-13.5,12.1,21.1,75.7,46.4,15.3,110.80
2018-19,pre-season,GSW,5,1,4,240,103.0,104.5,-1.5,18.6,22.7,74.6,49.5,16.2,108.60
2018-19,pre-season,BOS,4,1,3,192,96.6,101.8,-5.2,14.0,21.0,78.2,48.7,12.0,105.80
2018-19,pre-season,NOP,5,0,5,240,97.6,107.8,-10.2,16.5,21.3,77.3,49.2,17.3,115.70
2018-19,pre-season,-,2,0,2,96,80.2,116.6,-36.4,12.7,21.2,66.7,41.7,19.1,109.70
2018-19,pre-season,-,2,0,2,96,77.1,108.9,-31.8,11.3,19.0,70.5,41.6,17.3,103.80
2018-19,pre-season,-,2,0,2,96,81.3,109.7,-28.4,10.7,21.8,73.4,44.4,19.6,102.10
2018-19,pre-season,-,1,0,1,48,87.1,113.6,-26.4,11.0,15.1,80.9,46.0,17.6,113.60
2018-19,pre-season,SAC,1,0,1,48,87.3,105.5,-18.2,14.3,23.8,78.3,52.3,24.9,104.20
2018-19,pre-season,-,1,0,1,48,82.9,123.4,-40.5,11.9,18.4,74.4,46.8,23.1,103.70
2018-19,pre-season,-,1,0,1,48,109.2,137.7,-28.5,16.2,26.1,61.1,41.5,17.7,101.70
2018-19,pre-season,-,1,0,1,48,84.1,88.9,-4.9,12.4,20.8,72.7,44.3,13.7,102.30
2018-19,pre-season,-,1,0,1,48,80.7,117.2,-36.4,12.6,17.6,85.3,44.7,15.8,101.60
2018-19,pre-season,-,1,0,1,48,69.5,128.0,-58.5,10.6,22.0,64.7,39.3,18.8,90.60
2018-19,playoffs,TOR,24,16,8,1162,107.9,102.4,5.5,17.4,18.9,77.7,48.3,12.2,97.90
2018-19,playoffs,GSW,22,14,8,1066,112.3,109.0,3.3,20.3,24.8,76.6,51.4,14.7,100.70
2018-19,playoffs,MIL,15,10,5,730,109.0,100.5,8.5,18.0,21.7,83.0,53.5,12.6,102.10
2018-19,playoffs,POR,16,8,8,793,106.7,108.0,-1.3,14.7,24.4,72.4,48.3,12.5,99.60
2018-19,playoffs,DEN,14,7,7,692,111.3,109.4,1.9,17.8,27.4,74.8,50.7,10.0,95.20
2018-19,playoffs,PHI,12,7,5,576,106.2,103.3,2.9,17.7,27.2,79.6,54.8,16.1,102.30
2018-19,playoffs,HOU,11,6,5,533,107.8,104.7,3.2,14.2,23.1,75.0,49.9,15.7,99.70
2018-19,playoffs,BOS,9,5,4,432,100.0,101.4,-1.4,16.4,16.6,82.1,50.8,14.5,102.10
2018-19,playoffs,SAS,7,3,4,336,111.1,113.1,-2.0,16.9,24.2,76.8,50.6,9.1,93.00
2018-19,playoffs,LAC,6,2,4,288,107.3,116.5,-9.2,17.8,21.9,74.5,46.6,14.0,106.90
2018-19,playoffs,BKN,5,1,4,240,103.9,114.1,-10.3,13.9,22.2,67.9,43.3,13.2,107.20
2018-19,playoffs,OKC,5,1,4,240,103.0,108.6,-5.7,16.7,22.7,75.7,48.8,14.9,102.20
2018-19,playoffs,UTA,5,1,4,240,96.8,105.9,-9.1,16.9,24.9,80.5,51.6,15.0,101.10
2018-19,playoffs,ORL,5,1,4,240,93.1,107.7,-14.6,14.9,20.3,82.8,49.3,15.8,98.80
2018-19,playoffs,DET,4,0,4,192,94.4,117.3,-22.9,16.7,19.8,76.4,44.2,10.1,103.80
2018-19,playoffs,IND,4,0,4,192,95.1,102.8,-7.8,16.6,16.6,81.1,45.7,12.4,96.50
2018-19,all-star,-,1,1,0,48,137.4,126.6,10.8,22.2,28.6,66.7,48.5,6.9,129.50
2018-19,all-star,-,1,0,1,48,124.2,134.8,-10.6,21.7,33.3,71.4,51.5,9.1,132.10
2019-20,pre-season,NOP,8,8,0,376,111.6,99.7,12.0,18.7,19.8,79.0,50.7,15.5,110.90
2019-20,pre-season,MIL,8,7,1,376,108.8,98.7,10.0,17.9,17.6,79.9,52.7,18.6,111.90
2019-20,pre-season,HOU,9,6,3,424,109.9,98.9,11.1,17.0,24.7,77.7,50.5,17.2,112.60
2019-20,pre-season,LAL,9,5,4,424,104.2,100.7,3.5,17.5,25.8,74.4,50.8,18.2,107.60
2019-20,pre-season,MIA,8,5,3,376,104.0,98.3,5.7,18.7,18.4,82.2,51.3,17.9,109.00
2019-20,pre-season,PHI,8,5,3,381,103.7,91.5,12.3,18.6,27.6,81.4,54.8,16.1,105.80
2019-20,pre-season,IND,7,5,2,333,103.0,98.1,4.9,18.0,21.6,82.0,52.6,17.4,111.60
2019-20,pre-season,DEN,7,5,2,328,99.7,95.7,4.1,16.8,23.4,79.0,53.0,20.6,108.00
2019-20,pre-season,BOS,7,5,2,328,102.7,93.2,9.5,16.9,22.6,79.3,51.1,18.3,107.70
2019-20,pre-season,OKC,7,5,2,328,103.3,99.3,4.0,15.9,19.1,77.8,49.0,16.1,106.10
2019-20,pre-season,ORL,9,4,5,424,98.2,99.2,-1.0,17.1,24.5,75.8,47.9,15.2,106.00
2019-20,pre-season,SAC,8,4,4,381,103.6,102.6,1.0,17.2,17.2,79.7,47.5,16.2,112.00
2019-20,pre-season,MEM,8,4,4,376,99.6,97.7,1.9,17.0,21.3,84.4,52.5,16.0,110.30
2019-20,pre-season,LAC,8,4,4,376,96.9,94.5,2.3,18.0,17.6,76.2,46.6,15.7,108.70
2019-20,pre-season,DAL,8,4,4,381,102.0,99.4,2.7,17.0,20.9,80.3,50.9,16.3,108.40
2019-20,pre-season,TOR,7,4,3,328,101.0,100.2,0.8,17.9,21.9,77.9,52.1,19.2,111.40
2019-20,pre-season,PHX,7,4,3,328,99.7,98.5,1.2,16.6,19.1,80.3,49.2,17.9,111.00
2019-20,pre-season,BKN,7,4,3,328,101.8,99.3,2.4,18.0,20.4,77.4,49.3,16.9,107.50
2019-20,pre-season,SAS,8,3,5,376,99.4,105.8,-6.4,17.4,18.9,79.4,49.5,17.2,109.60
2019-20,pre-season,UTA,8,3,5,376,106.6,107.8,-1.2,17.3,19.9,84.0,52.0,17.4,107.00
2019-20,pre-season,WAS,8,3,5,376,103.7,98.5,5.1,17.3,22.6,80.5,49.5,14.2,107.00
2019-20,pre-season,DET,5,3,2,240,97.8,102.9,-5.0,17.4,22.9,79.6,50.3,16.6,107.50
2019-20,pre-season,POR,8,2,6,376,102.8,103.9,-1.1,16.2,22.8,78.9,51.5,17.6,106.50
2019-20,pre-season,MIN,5,2,3,240,100.5,102.1,-1.6,16.9,25.7,80.6,51.2,17.1,114.40
2019-20,pre-season,GSW,5,2,3,240,102.1,105.7,-3.7,15.2,26.7,73.2,49.5,17.2,109.50
2019-20,pre-season,CHI,5,2,3,240,99.3,98.9,0.4,16.9,25.9,82.3,51.4,15.8,108.80
2019-20,pre-season,ATL,5,1,4,240,88.4,103.2,-14.8,16.1,20.9,76.1,48.5,20.6,107.90
2019-20,pre-season,CHA,5,1,4,240,97.0,99.4,-2.4,17.0,21.3,77.9,50.2,20.3,106.60
2019-20,pre-season,NYK,4,1,3,192,97.3,101.1,-3.8,16.4,19.7,77.6,49.2,16.4,106.60
2019-20,pre-season,CLE,4,1,3,192,94.5,104.6,-10.1,14.2,19.2,77.8,47.3,19.0,103.70
2019-20,pre-season,-,3,0,3,144,84.8,118.1,-33.3,14.2,15.5,66.9,39.2,17.8,101.00
2019-20,pre-season,-,2,0,2,96,72.8,123.1,-50.2,14.2,13.8,62.4,38.0,26.7,108.50
2019-20,pre-season,-,2,0,2,96,96.0,110.6,-14.6,15.1,25.6,78.8,50.6,19.7,109.40
2019-20,pre-season,-,2,0,2,96,85.8,105.1,-19.3,14.4,12.9,75.0,43.1,16.9,103.70
2019-20,pre-season,-,2,0,2,96,90.5,138.2,-47.7,10.9,11.4,68.5,41.7,21.6,101.70
2019-20,pre-season,-,1,0,1,48,73.7,121.1,-47.3,12.1,12.0,73.8,40.2,20.0,109.80
2019-20,pre-season,-,1,0,1,48,84.3,129.8,-45.5,18.6,16.7,64.9,37.6,19.9,105.50
2019-20,pre-season,-,1,0,1,48,86.4,116.6,-30.1,13.3,20.0,75.0,47.5,26.2,103.00
2019-20,regular-season,MIL,73,56,17,3519,110.5,101.1,9.4,18.1,20.7,81.6,53.0,14.1,107.00
2019-20,regular-season,TOR,72,53,19,3476,109.0,103.0,6.0,18.3,21.3,76.7,49.6,14.3,102.80
2019-20,regular-season,LAL,71,52,19,3418,109.6,104.0,5.6,18.2,24.5,78.8,52.0,14.7,103.20
2019-20,regular-season,LAC,72,49,23,3476,111.1,104.9,6.2,17.1,23.5,77.6,51.3,13.9,104.20
2019-20,regular-season,BOS,72,48,24,3486,110.4,104.3,6.1,16.8,23.9,77.4,51.0,13.4,102.00
2019-20,regular-season,DEN,73,46,27,3549,110.1,108.0,2.1,19.3,24.8,76.8,50.9,13.6,99.80
2019-20,regular-season,IND,73,45,28,3524,107.9,106.0,1.9,19.0,20.0,76.7,48.6,13.1,100.80
2019-20,regular-season,MIA,73,44,29,3549,110.0,107.1,2.9,19.0,20.3,79.5,51.1,14.6,100.60
2019-20,regular-season,HOU,72,44,28,3476,110.3,107.5,2.8,15.6,21.0,75.6,48.0,13.7,106.20
2019-20,regular-season,OKC,72,44,28,3486,108.4,106.4,1.9,16.5,19.3,76.8,48.9,13.4,101.00
2019-20,regular-season,UTA,72,44,28,3471,110.0,107.5,2.4,16.9,21.6,78.9,51.3,14.9,100.70
2019-20,regular-season,DAL,75,43,32,3635,113.7,108.9,4.8,17.8,23.2,77.7,50.8,12.3,101.90
2019-20,regular-season,PHI,73,43,30,3519,109.1,106.7,2.3,18.7,23.9,80.3,52.1,14.0,101.10
2019-20,regular-season,POR,74,35,39,3567,111.1,112.2,-1.1,15.3,22.4,75.3,49.1,12.4,103.10
2019-20,regular-season,BKN,72,35,37,3496,106.0,106.5,-0.5,17.4,23.2,77.8,51.1,14.5,104.30
2019-20,regular-season,MEM,73,34,39,3514,106.9,107.9,-1.0,18.9,23.0,77.8,50.9,14.5,105.10
2019-20,regular-season,PHX,73,34,39,3519,109.7,109.5,0.2,19.4,22.2,78.8,50.1,14.2,103.10
2019-20,regular-season,ORL,73,33,40,3514,106.1,107.1,-1.0,17.7,22.3,79.1,49.8,12.7,100.80
2019-20,regular-season,SAS,71,32,39,3443,110.4,111.4,-1.1,18.0,20.1,79.2,49.6,12.2,102.30
2019-20,regular-season,SAC,72,31,41,3491,107.8,109.8,-2.0,17.5,21.9,78.4,49.5,14.2,101.10
2019-20,regular-season,NOP,72,30,42,3486,108.0,109.2,-1.2,18.5,24.2,77.8,50.9,15.3,106.40
2019-20,regular-season,WAS,72,25,47,3471,108.2,112.7,-4.4,17.8,22.2,75.3,47.7,13.4,105.20
2019-20,regular-season,CHA,65,23,42,3150,103.9,110.7,-6.8,17.8,23.9,74.4,48.2,14.7,98.10
2019-20,regular-season,CHI,65,22,43,3135,104.1,107.1,-3.0,17.0,22.8,75.6,47.9,15.1,102.20
2019-20,regular-season,NYK,66,21,45,3193,103.8,110.1,-6.3,16.2,25.8,78.3,51.3,14.1,101.20
2019-20,regular-season,ATL,67,20,47,3256,104.3,111.7,-7.4,17.0,21.6,74.9,47.9,15.1,105.90
2019-20,regular-season,DET,66,20,46,3193,106.1,109.6,-3.5,17.8,22.6,75.9,48.9,15.1,100.30
2019-20,regular-season,CLE,65,19,46,3145,104.4,112.1,-7.7,16.9,24.6,77.4,50.8,16.1,101.60
2019-20,regular-season,MIN,64,19,45,3112,105.3,109.3,-4.0,16.8,22.1,77.2,48.6,14.2,106.20
2019-20,regular-season,GSW,65,15,50,3145,102.9,111.3,-8.4,18.4,21.5,76.4,48.0,14.4,102.50
2019-20,playoffs,LAL,21,16,5,1008,113.2,106.4,6.9,18.9,26.1,81.9,54.2,15.4,99.60
2019-20,playoffs,MIA,21,14,7,1018,111.0,109.0,2.0,18.9,19.1,77.3,49.2,13.3,98.10
2019-20,playoffs,BOS,17,10,7,831,108.5,103.5,5.0,17.1,21.0,80.5,52.0,13.8,99.00
2019-20,playoffs,DEN,19,9,10,917,111.2,113.5,-2.3,17.5,23.0,76.8,50.1,14.4,96.10
2019-20,playoffs,LAC,13,7,6,629,112.9,108.7,4.2,16.1,21.5,80.6,50.7,12.9,100.20
2019-20,playoffs,TOR,11,7,4,538,106.5,102.5,4.0,18.3,17.6,82.2,49.2,12.7,100.80
2019-20,playoffs,HOU,12,5,7,581,106.2,105.5,0.7,16.5,14.6,78.0,44.7,13.2,100.50
2019-20,playoffs,MIL,10,5,5,485,107.6,106.4,1.2,17.7,20.5,83.8,51.7,14.4,102.20
2019-20,playoffs,OKC,7,3,4,341,100.0,106.2,-6.2,13.6,20.1,84.6,53.5,16.3,102.50
2019-20,playoffs,UTA,7,3,4,341,119.6,116.0,3.6,17.1,22.8,75.1,49.5,12.7,93.40
2019-20,playoffs,DAL,6,2,4,293,110.6,119.7,-9.1,15.9,16.9,80.4,48.2,12.0,104.00
2019-20,playoffs,ORL,5,1,4,240,101.1,109.8,-8.7,17.5,13.5,82.0,46.0,13.8,105.80
2019-20,playoffs,POR,5,1,4,240,101.1,111.2,-10.1,13.4,21.4,72.7,46.9,15.2,105.40
2019-20,playoffs,BKN,4,0,4,192,98.6,117.7,-19.1,18.1,18.1,79.1,46.5,13.5,107.30
2019-20,playoffs,IND,4,0,4,192,102.1,112.8,-10.6,17.7,13.7,76.9,44.5,15.5,98.70
2019-20,playoffs,PHI,4,0,4,192,102.7,114.7,-12.0,13.7,26.8,77.6,51.5,12.3,97.80
2019-20,all-star,-,1,1,0,48,115.6,114.1,1.5,20.8,22.0,70.6,44.5,13.3,135.80
2019-20,all-star,-,1,0,1,48,112.8,114.3,-1.5,20.0,29.4,78.0,55.5,15.3,137.40
2019-20,play-in,POR,1,1,0,48,118.8,115.1,3.8,14.8,19.6,71.4,44.3,12.3,106.00
2019-20,play-in,MEM,1,0,1,48,113.3,117.0,-3.7,20.0,28.6,80.4,55.7,16.7,107.70
2020-21,pre-season,LAL,4,4,0,192,107.1,98.2,8.9,16.6,16.0,79.1,48.7,15.2,103.70
2020-21,pre-season,MEM,4,3,1,192,104.7,95.4,9.3,18.7,19.8,83.1,51.3,16.1,113.20
2020-21,pre-season,CHI,4,3,1,192,100.9,97.5,3.5,17.0,24.8,82.2,54.6,17.1,108.30
2020-21,pre-season,HOU,4,3,1,192,107.4,97.1,10.4,16.2,19.1,75.6,48.7,12.5,106.10
2020-21,pre-season,NYK,4,3,1,192,98.9,88.7,10.1,17.9,23.5,80.2,52.8,18.3,101.10
2020-21,pre-season,UTA,3,3,0,144,115.1,97.9,17.2,18.8,18.1,86.6,53.3,15.2,102.80
2020-21,pre-season,SAC,4,2,2,192,97.1,100.9,-3.7,16.3,18.6,80.4,48.7,15.6,113.80
2020-21,pre-season,ATL,4,2,2,192,101.0,104.6,-3.6,16.3,22.5,80.8,51.6,15.9,111.70
2020-21,pre-season,ORL,4,2,2,192,104.1,106.4,-2.3,16.8,21.4,75.4,48.5,13.4,110.00
2020-21,pre-season,DET,4,2,2,192,90.0,87.6,2.4,14.9,16.1,79.5,48.2,20.6,104.40
2020-21,pre-season,CLE,4,2,2,192,96.8,104.1,-7.3,16.2,24.1,83.8,54.4,23.3,103.10
2020-21,pre-season,GSW,3,2,1,144,100.6,97.9,2.7,17.1,16.8,80.8,49.7,15.4,110.40
2020-21,pre-season,TOR,3,2,1,144,98.0,97.4,0.6,17.9,13.4,83.5,45.6,17.0,111.60
2020-21,pre-season,DEN,3,2,1,144,112.5,93.1,19.4,19.8,31.3,81.7,57.8,16.6,106.70
2020-21,pre-season,DAL,3,2,1,149,111.2,103.9,7.3,17.7,19.2,80.6,49.2,11.2,106.30
2020-21,pre-season,BKN,2,2,0,96,107.1,93.7,13.4,17.6,15.5,77.1,49.7,16.6,108.30
2020-21,pre-season,PHI,2,2,0,96,104.4,97.3,7.1,16.6,25.7,68.9,50.8,20.3,105.90
2020-21,pre-season,NOP,2,2,0,96,121.1,103.0,18.1,16.4,33.3,79.1,56.4,12.6,99.50
2020-21,pre-season,CHA,4,1,3,192,101.8,103.8,-2.0,18.7,19.9,80.2,50.1,17.9,110.30
2020-21,pre-season,POR,4,1,3,192,98.4,111.0,-12.5,14.2,20.7,72.9,46.0,14.6,107.70
2020-21,pre-season,MIN,3,1,2,149,97.7,103.2,-5.5,14.6,19.6,82.7,51.3,18.2,111.40
2020-21,pre-season,OKC,3,1,2,144,99.3,102.4,-3.0,15.2,17.7,79.9,48.9,16.4,109.70
2020-21,pre-season,WAS,3,1,2,144,92.5,96.5,-4.0,16.3,17.6,86.5,50.0,17.9,107.80
2020-21,pre-season,MIA,2,1,1,96,104.1,109.1,-5.0,20.9,14.5,76.5,49.4,19.9,100.40
2020-21,pre-season,PHX,4,0,4,192,98.2,107.4,-9.2,16.4,17.8,84.1,49.6,16.7,106.20
2020-21,pre-season,SAS,3,0,3,144,96.9,112.1,-15.2,15.1,19.6,80.3,46.1,13.4,107.30
2020-21,pre-season,IND,3,0,3,144,98.0,103.9,-5.9,16.6,22.4,73.2,43.9,15.8,107.80
2020-21,pre-season,MIL,3,0,3,144,102.1,114.6,-12.5,17.5,19.6,75.5,47.9,14.4,106.70
2020-21,pre-season,LAC,3,0,3,144,95.7,112.4,-16.7,16.5,17.6,81.7,49.0,18.4,101.70
2020-21,pre-season,BOS,2,0,2,96,88.3,103.8,-15.5,13.6,23.0,78.8,48.6,19.7,106.50
2020-21,regular-season,UTA,72,52,20,3471,115.1,106.0,9.1,17.5,24.5,79.3,53.1,14.0,100.70
2020-21,regular-season,PHX,72,51,21,3496,114.9,109.1,5.8,19.8,20.8,78.5,50.1,12.5,99.20
2020-21,regular-season,PHI,72,49,23,3486,110.8,105.4,5.4,17.4,23.2,78.2,51.2,14.1,101.70
2020-21,regular-season,BKN,72,48,24,3481,116.3,111.9,4.4,19.5,21.4,77.3,50.8,13.3,101.20
2020-21,regular-season,DEN,72,47,25,3496,114.2,109.3,4.9,19.4,24.7,78.9,51.9,13.4,99.60
2020-21,regular-season,LAC,72,47,25,3456,115.2,109.0,6.2,18.4,22.7,79.1,51.7,13.3,98.90
2020-21,regular-season,MIL,72,46,26,3466,114.7,109.1,5.6,18.1,23.3,79.7,52.6,13.2,104.40
2020-21,regular-season,POR,72,42,30,3461,114.9,113.1,1.8,16.0,23.0,77.5,49.5,11.0,100.90
2020-21,regular-season,LAL,72,42,30,3491,107.5,104.8,2.7,18.1,22.5,79.7,51.3,14.9,100.90
2020-21,regular-season,DAL,72,42,30,3461,112.9,110.6,2.3,17.4,21.1,77.8,49.6,12.1,99.40
2020-21,regular-season,ATL,72,41,31,3481,113.0,110.7,2.3,17.8,24.4,77.8,51.7,13.2,99.90
2020-21,regular-season,NYK,72,41,31,3486,108.2,105.8,2.3,16.5,21.9,78.6,50.6,13.1,98.10
2020-21,regular-season,MIA,72,40,32,3476,109.1,109.1,0.0,19.7,19.4,77.9,49.2,14.2,98.50
2020-21,regular-season,GSW,72,39,33,3461,108.8,107.8,1.0,19.7,17.9,76.6,47.6,14.4,104.30
2020-21,regular-season,MEM,72,38,34,3481,109.7,108.7,1.0,19.0,24.2,78.3,51.0,12.9,102.60
2020-21,regular-season,BOS,72,36,36,3476,111.0,109.6,1.4,17.3,24.3,78.1,51.0,13.9,100.90
2020-21,regular-season,WAS,72,34,38,3481,108.9,110.6,-1.7,17.9,21.3,77.6,49.5,13.4,106.40
2020-21,regular-season,IND,72,34,38,3491,109.9,110.0,0.0,19.4,20.2,74.9,47.7,12.9,103.80
2020-21,regular-season,SAS,72,33,39,3496,108.6,110.3,-1.7,18.0,20.0,77.3,48.1,11.1,101.10
2020-21,regular-season,CHA,72,33,39,3471,108.1,110.0,-1.9,19.4,23.5,75.7,49.2,14.7,100.90
2020-21,regular-season,NOP,72,31,41,3486,110.8,111.1,-0.3,18.4,26.3,80.0,53.1,14.1,102.50
2020-21,regular-season,SAC,72,31,41,3461,111.1,114.7,-3.6,18.6,21.3,75.0,47.8,13.1,102.20
2020-21,regular-season,CHI,72,31,41,3476,108.7,109.6,-0.9,19.4,22.3,80.3,51.6,14.9,101.20
2020-21,regular-season,TOR,72,27,45,3461,109.3,109.7,-0.5,17.8,20.8,76.3,47.6,13.0,101.70
2020-21,regular-season,MIN,72,23,49,3481,107.0,112.3,-5.3,18.2,22.7,76.8,48.7,13.6,104.10
2020-21,regular-season,OKC,72,22,50,3471,101.3,111.6,-10.3,16.3,21.2,77.9,49.2,15.6,103.20
2020-21,regular-season,CLE,72,22,50,3486,103.1,111.5,-8.4,17.7,23.6,76.6,49.4,15.4,99.80
2020-21,regular-season,ORL,72,21,51,3466,102.9,112.1,-9.2,16.4,21.6,78.2,49.0,12.7,100.80
2020-21,regular-season,DET,72,20,52,3486,105.4,109.8,-4.4,17.9,21.9,76.9,49.1,14.8,100.30
2020-21,regular-season,HOU,72,17,55,3461,104.9,112.5,-7.6,17.3,19.8,77.1,47.2,14.2,103.60
2020-21,playoffs,MIL,23,16,7,1114,110.1,105.0,5.1,16.8,27.8,81.6,54.2,12.7,99.20
2020-21,playoffs,PHX,22,14,8,1056,112.2,107.6,4.6,18.1,19.6,76.1,49.5,12.3,97.20
2020-21,playoffs,LAC,19,10,9,912,118.3,114.0,4.3,16.8,21.5,76.9,49.6,11.3,94.30
2020-21,playoffs,ATL,18,10,8,864,107.0,108.5,-1.5,15.7,20.9,75.0,48.1,12.5,99.30
2020-21,playoffs,PHI,12,7,5,576,113.4,106.1,7.3,18.3,21.3,78.8,51.1,12.5,102.50
2020-21,playoffs,BKN,12,7,5,581,114.3,107.9,6.4,17.5,19.7,75.0,48.6,11.8,97.60
2020-21,playoffs,UTA,11,6,5,528,118.1,119.0,-0.8,15.3,23.7,76.7,51.3,13.6,99.00
2020-21,playoffs,DEN,10,4,6,490,113.8,119.2,-5.5,18.1,25.1,79.6,50.2,11.1,98.80
2020-21,playoffs,DAL,7,3,4,336,111.0,116.4,-5.4,16.4,23.7,77.4,49.1,11.5,95.50
2020-21,playoffs,POR,6,2,4,298,118.5,119.9,-1.3,17.2,22.2,73.5,48.4,11.7,97.40
2020-21,playoffs,LAL,6,2,4,288,100.4,107.1,-6.7,15.2,23.7,80.3,50.8,14.2,97.10
2020-21,playoffs,WAS,5,1,4,240,105.6,119.0,-13.4,16.3,23.1,77.4,49.2,12.9,104.20
2020-21,playoffs,MEM,5,1,4,240,112.1,120.3,-8.2,16.2,23.8,75.4,47.5,10.1,102.60
2020-21,playoffs,BOS,5,1,4,240,111.5,122.6,-11.1,15.6,28.8,73.5,49.9,12.9,100.70
2020-21,playoffs,NYK,5,1,4,240,100.6,107.9,-7.3,14.7,24.6,81.2,51.2,12.7,96.40
2020-21,playoffs,MIA,4,0,4,197,95.0,114.9,-19.9,16.1,17.1,68.6,41.7,13.6,100.50
