SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2024-25,IST,SAS,San Antonio Spurs,1,0,1,5.4,3.0,0.0,2.0,6.0,2.0,0.0,0.0,4.0
2024-25,IST,WAS,Washington Wizards,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-26,Pre+Season,CHI,Chicago Bulls,4,3,1,4.0,2.5,3.0,2.3,5.0,1.3,1.0,0.5,3.5
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,3,1,4.5,1.0,0.8,0.5,4.5,2.5,1.3,1.0,2.0
2025-26,Pre+Season,OKC,Oklahoma City Thunder,3,3,0,4.6,2.3,1.0,0.7,2.0,0.7,2.0,1.3,3.3
2025-26,Pre+Season,TOR,Toronto Raptors,5,3,2,3.4,1.6,0.4,0.6,3.6,1.6,0.0,0.8,1.6
2025-26,Pre+Season,ATL,Atlanta Hawks,3,2,1,4.1,2.0,4.0,0.0,2.7,0.0,2.7,0.0,6.0
2025-26,Pre+Season,DEN,Denver Nuggets,3,2,1,4.7,2.7,1.3,2.0,2.7,0.7,1.3,0.7,2.0
2025-26,Pre+Season,GSW,Golden State Warriors,3,2,1,2.9,2.3,1.3,0.7,4.7,1.7,2.0,0.0,3.3
2025-26,Pre+Season,HOU,Houston Rockets,2,2,0,2.1,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0
2025-26,Pre+Season,NYK,New York Knicks,2,2,0,4.4,1.5,2.5,1.5,2.0,0.0,0.0,0.0,1.0
2025-26,Pre+Season,PHX,Phoenix Suns,3,2,1,4.6,2.7,0.7,0.7,5.3,0.7,2.0,1.3,4.7
2025-26,Pre+Season,SAS,San Antonio Spurs,2,2,0,7.3,2.5,1.0,0.0,7.0,3.0,1.0,2.0,8.0
2025-26,Pre+Season,BOS,Boston Celtics,2,1,1,2.6,1.5,0.0,0.0,2.0,2.5,0.0,0.0,4.0
2025-26,Pre+Season,BKN,Brooklyn Nets,3,1,2,6.0,0.7,2.0,1.3,4.7,3.7,0.7,1.7,6.0
2025-26,Pre+Season,CHA,Charlotte Hornets,3,1,2,1.4,0.0,0.7,0.0,0.7,0.7,1.0,0.0,1.3
2025-26,Pre+Season,IND,Indiana Pacers,1,1,0,6.3,0.0,4.0,0.0,2.0,4.0,0.0,3.0,10.0
2025-26,Pre+Season,LAC,LA Clippers,2,1,1,4.0,1.0,2.0,0.0,4.0,2.5,3.5,1.0,4.0
2025-26,Pre+Season,NOP,New Orleans Pelicans,2,1,1,2.1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0
2025-26,Pre+Season,ORL,Orlando Magic,1,1,0,3.7,0.0,5.0,0.0,10.0,2.0,2.0,0.0,2.0
2025-26,Pre+Season,POR,Portland Trail Blazers,4,1,3,3.8,2.3,1.5,1.0,4.0,2.8,1.8,1.5,5.5
2025-26,Pre+Season,SAC,Sacramento Kings,2,1,1,4.9,3.0,6.5,1.0,11.0,1.0,2.0,1.0,5.0
2025-26,Pre+Season,UTA,Utah Jazz,2,1,1,7.2,3.0,2.5,3.0,7.0,3.0,1.0,1.0,10.0
2025-26,Pre+Season,CLE,Cleveland Cavaliers,2,0,2,4.6,2.5,1.0,1.0,3.0,2.0,4.5,2.0,8.0
2025-26,Pre+Season,DAL,Dallas Mavericks,1,0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Pre+Season,DET,Detroit Pistons,1,0,1,5.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,8.0
2025-26,Pre+Season,LAL,Los Angeles Lakers,2,0,2,2.9,0.0,1.0,0.0,3.0,2.0,4.5,0.0,8.0
2025-26,Pre+Season,Melbourne United,Melbourne United,1,0,1,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-26,Pre+Season,MEM,Memphis Grizzlies,1,0,1,2.3,0.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0
2025-26,Pre+Season,MIA,Miami Heat,4,0,4,5.1,1.5,2.3,0.5,6.0,2.3,3.0,0.0,4.0
2025-26,Pre+Season,MIN,Minnesota Timberwolves,3,0,3,5.6,1.3,0.7,1.0,5.3,3.0,3.7,2.0,2.7
2025-26,Pre+Season,WAS,Washington Wizards,1,0,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
2025-26,Regular+Season,DET,Detroit Pistons,23,16,7,3.7,1.1,1.7,1.0,4.7,1.4,1.1,1.0,2.9
2025-26,Regular+Season,CHI,Chicago Bulls,22,13,9,4.2,0.8,1.2,0.6,4.4,1.0,1.6,1.0,5.0
2025-26,Regular+Season,LAL,Los Angeles Lakers,13,13,0,2.3,1.0,1.2,0.4,2.6,1.0,0.6,0.2,1.5
2025-26,Regular+Season,ORL,Orlando Magic,21,13,8,4.4,1.3,2.0,0.9,5.0,0.7,1.1,0.8,4.0
2025-26,Regular+Season,PHI,Philadelphia 76ers,23,13,10,4.8,1.9,1.6,0.7,4.2,1.3,1.1,0.6,3.9
2025-26,Regular+Season,POR,Portland Trail Blazers,24,13,11,4.1,1.5,1.3,0.8,4.2,1.8,1.0,0.8,4.3
2025-26,Regular+Season,SAS,San Antonio Spurs,19,13,6,3.7,0.8,1.9,0.9,3.6,1.2,1.2,0.6,2.3
2025-26,Regular+Season,TOR,Toronto Raptors,19,13,6,3.5,0.9,1.1,0.4,2.8,0.2,0.9,0.6,2.9
2025-26,Regular+Season,DAL,Dallas Mavericks,28,12,16,4.3,0.8,1.4,1.0,4.0,1.1,1.1,0.8,4.4
2025-26,Regular+Season,OKC,Oklahoma City Thunder,15,11,4,5.3,2.9,2.0,0.5,4.7,0.5,1.5,0.5,4.5
2025-26,Regular+Season,MIL,Milwaukee Bucks,20,10,10,3.8,1.4,0.9,0.4,3.7,1.4,1.6,1.0,2.7
2025-26,Regular+Season,ATL,Atlanta Hawks,20,9,11,3.8,2.3,1.3,0.7,3.7,1.4,1.0,0.8,4.4
2025-26,Regular+Season,MEM,Memphis Grizzlies,22,9,13,3.6,1.2,1.1,0.8,3.1,1.4,1.1,0.8,3.1
2025-26,Regular+Season,MIA,Miami Heat,16,9,7,2.8,1.4,0.4,0.4,2.9,0.4,1.8,0.6,3.0
2025-26,Regular+Season,MIN,Minnesota Timberwolves,16,9,7,4.2,1.8,1.6,1.1,4.3,2.3,0.3,0.4,2.5
2025-26,Regular+Season,PHX,Phoenix Suns,16,9,7,3.8,1.7,1.1,0.9,4.1,1.4,1.3,0.4,3.5
2025-26,Regular+Season,UTA,Utah Jazz,16,9,7,4.6,1.8,1.8,1.3,4.0,1.4,1.8,0.9,4.5
2025-26,Regular+Season,BOS,Boston Celtics,18,8,10,2.5,0.5,0.4,0.4,2.2,0.7,1.6,0.2,2.0
2025-26,Regular+Season,CLE,Cleveland Cavaliers,21,8,13,3.3,1.0,1.6,0.6,3.0,1.2,1.3,0.7,3.3
2025-26,Regular+Season,DEN,Denver Nuggets,17,8,9,4.8,0.5,0.5,0.5,3.4,2.1,1.4,1.2,4.2
2025-26,Regular+Season,GSW,Golden State Warriors,20,8,12,3.5,1.4,0.9,0.3,3.1,1.4,1.8,0.5,3.5
2025-26,Regular+Season,NYK,New York Knicks,15,8,7,3.1,0.6,1.3,0.3,2.0,1.2,0.9,0.8,3.1
2025-26,Regular+Season,HOU,Houston Rockets,17,7,10,5.6,1.3,1.2,0.6,5.4,1.9,1.4,0.8,4.8
2025-26,Regular+Season,SAC,Sacramento Kings,15,7,8,4.3,2.3,1.0,0.9,3.2,1.4,1.9,0.5,5.1
2025-26,Regular+Season,WAS,Washington Wizards,12,6,6,4.2,0.7,1.6,0.6,3.0,2.1,1.5,0.8,3.2
2025-26,Regular+Season,NOP,New Orleans Pelicans,19,5,14,4.2,1.8,1.6,0.8,4.1,1.5,0.8,0.8,5.4
2025-26,Regular+Season,CHA,Charlotte Hornets,15,4,11,4.5,0.8,1.5,0.6,4.7,1.4,1.3,0.1,4.9
2025-26,Regular+Season,BKN,Brooklyn Nets,13,3,10,2.4,0.8,0.7,0.2,1.4,0.6,1.2,0.2,1.8
2025-26,Regular+Season,IND,Indiana Pacers,16,3,13,4.0,1.1,1.0,0.4,3.5,1.0,1.3,0.1,3.6
2025-26,Regular+Season,LAC,LA Clippers,13,3,10,4.0,0.8,0.6,0.7,3.1,2.1,1.6,0.9,4.0
2025-26,IST,ORL,Orlando Magic,3,3,0,3.5,0.7,2.3,1.0,2.7,0.7,0.0,1.7,3.3
2025-26,IST,SAS,San Antonio Spurs,5,3,2,3.8,1.4,3.2,0.4,3.2,1.0,0.4,0.2,2.4
2025-26,IST,TOR,Toronto Raptors,3,3,0,3.1,1.3,0.7,1.3,2.7,0.0,0.3,0.0,2.0
2025-26,IST,BOS,Boston Celtics,4,2,2,2.1,0.5,0.0,0.0,1.0,0.5,1.8,0.0,1.5
2025-26,IST,LAC,LA Clippers,3,2,1,5.6,1.7,0.7,0.7,4.7,2.7,1.7,1.3,6.7
2025-26,IST,MEM,Memphis Grizzlies,3,2,1,3.4,1.7,0.7,0.7,3.3,1.3,1.0,0.0,1.3
2025-26,IST,NYK,New York Knicks,3,2,1,3.1,0.7,0.3,0.0,1.3,0.7,0.3,0.0,2.0
2025-26,IST,OKC,Oklahoma City Thunder,3,2,1,4.8,2.0,0.0,1.7,2.7,0.0,2.3,0.7,2.7
2025-26,IST,POR,Portland Trail Blazers,2,2,0,4.8,4.5,1.0,2.0,5.0,1.0,1.0,0.0,2.0
2025-26,IST,ATL,Atlanta Hawks,2,1,1,2.6,2.0,2.5,3.5,4.0,0.0,0.0,2.0,3.0
2025-26,IST,BKN,Brooklyn Nets,2,1,1,2.9,1.0,0.0,1.0,4.0,0.0,2.5,1.5,1.0
2025-26,IST,CHA,Charlotte Hornets,2,1,1,4.3,0.5,1.5,1.0,6.0,1.5,0.0,0.0,5.0
2025-26,IST,CHI,Chicago Bulls,2,1,1,1.7,0.0,0.5,0.0,2.0,0.0,0.0,1.0,3.0
2025-26,IST,DAL,Dallas Mavericks,2,1,1,8.6,3.0,1.5,3.0,11.0,4.5,3.0,2.0,9.0
2025-26,IST,DEN,Denver Nuggets,3,1,2,4.8,0.7,0.3,0.0,2.0,4.0,2.0,0.7,4.7
2025-26,IST,DET,Detroit Pistons,3,1,2,3.5,0.7,2.3,1.0,2.0,1.3,0.7,0.0,3.3
2025-26,IST,GSW,Golden State Warriors,3,1,2,4.6,2.0,0.7,0.0,3.3,2.3,2.0,2.3,4.7
2025-26,IST,HOU,Houston Rockets,3,1,2,3.9,1.7,1.3,1.0,3.3,0.7,1.7,0.0,3.3
2025-26,IST,LAL,Los Angeles Lakers,1,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,IST,MIA,Miami Heat,1,1,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-26,IST,MIL,Milwaukee Bucks,3,1,2,4.2,1.0,0.0,0.0,4.7,1.0,1.3,0.0,2.7
2025-26,IST,PHX,Phoenix Suns,2,1,1,4.4,2.0,1.5,1.0,6.0,1.5,2.5,1.5,3.0
2025-26,IST,CLE,Cleveland Cavaliers,2,0,2,3.7,0.0,0.0,1.0,2.0,3.0,2.5,4.5,6.0
2025-26,IST,IND,Indiana Pacers,1,0,1,5.2,0.0,1.0,0.0,6.0,2.0,2.0,0.0,2.0
2025-26,IST,MIN,Minnesota Timberwolves,2,0,2,4.5,0.5,2.5,1.5,2.0,3.5,0.0,2.0,5.0
2025-26,IST,NOP,New Orleans Pelicans,3,0,3,6.0,3.3,3.0,0.7,4.7,1.7,0.7,1.3,6.0
2025-26,IST,PHI,Philadelphia 76ers,2,0,2,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
