SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,REB,REB_CONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Kenrich Williams,1629026,60,52,8,17.4,4.0,1.3,31.7,7.4,53.8,0.6,58.8,6.2
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Kentavious Caldwell-Pope,203484,71,35,36,30.0,2.4,0.7,30.2,4.5,53.5,0.5,60.4,9.8
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Keon Ellis,1631165,70,35,35,25.5,3.0,0.7,21.7,5.2,58.2,0.4,62.7,9.8
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Keon Johnson,1630553,75,24,51,24.9,4.0,0.9,21.9,7.4,53.8,0.7,59.3,8.0
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Keshad Johnson,1642352,10,6,4,8.4,2.8,1.0,35.7,4.8,58.3,0.3,62.2,6.0
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Kessler Edwards,1630556,29,10,19,20.5,4.0,1.4,36.5,7.7,51.6,0.6,55.8,5.4
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Kevin Durant,201142,62,33,29,36.5,6.0,1.6,27.3,9.0,67.0,0.5,71.0,7.4
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Kevin Huerter,1628989,63,36,27,25.4,3.3,0.7,21.0,5.7,56.6,0.4,61.2,8.3
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Kevin Knox II,1628995,11,8,3,7.2,1.5,0.4,23.5,2.5,63.0,0.0,63.0,7.6
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Kevin Love,201567,19,11,8,12.4,4.9,1.6,33.0,8.4,58.8,0.9,65.7,4.1
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Kevin McCullar Jr.,1641755,1,1,0,21.5,8.0,3.0,37.5,14.0,57.1,1.0,61.5,6.3
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kevin Porter Jr.,1629645,66,37,29,20.5,4.2,1.2,28.1,7.0,60.0,0.5,64.4,7.4
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Kevon Looney,1626172,75,45,30,15.2,6.2,2.8,45.7,10.6,58.1,0.8,63.1,4.9
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Keyonte George,1641718,67,13,54,31.5,3.8,0.6,14.6,7.0,53.7,0.7,59.3,8.8
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Khris Middleton,203114,36,18,18,22.7,3.8,0.7,17.5,6.1,62.6,0.4,66.5,7.3
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Killian Hayes,1630165,6,1,5,27.1,3.0,0.7,22.2,6.0,50.0,0.2,51.4,8.4
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Klay Thompson,202691,68,30,38,27.6,3.6,0.7,20.3,6.3,57.2,0.7,64.6,8.5
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Brown,1641738,26,16,10,8.7,2.5,0.9,35.4,3.9,64.4,0.3,69.1,6.7
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Kobe Bufkin,1641723,9,5,4,12.3,2.3,0.7,28.6,3.1,75.0,0.1,77.8,9.2
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kris Dunn,1627739,72,43,29,24.1,3.5,1.0,28.7,6.9,50.6,0.7,56.3,6.8
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Kris Murray,1631200,59,26,33,16.9,3.1,1.5,48.4,5.7,53.8,0.4,57.8,7.8
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Kristaps Porziņģis,204001,41,29,12,28.7,6.7,2.9,42.9,12.2,54.4,1.0,59.3,5.4
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Kyle Anderson,203937,57,29,28,17.3,3.6,1.2,32.5,6.2,58.7,0.5,64.2,6.7
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Filipowski,1642271,70,13,57,21.6,6.3,2.2,34.5,10.0,63.1,0.6,67.1,5.4
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kyle Kuzma,1628398,65,25,40,29.8,5.7,1.4,23.8,9.0,63.2,0.7,68.3,6.7
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kyle Lowry,200768,31,13,18,19.1,2.2,0.4,19.4,4.5,47.5,0.4,52.3,8.7
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Kylor Kelley,1630283,9,2,7,13.6,4.3,2.0,46.2,7.8,55.7,0.7,60.9,5.2
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Kyrie Irving,202681,50,28,22,36.1,4.8,0.8,17.5,8.5,56.7,0.7,62.0,9.8
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Kyshawn George,1642273,67,15,52,26.5,4.3,1.1,24.9,7.7,55.0,0.5,58.6,8.3
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,46,16,30,32.5,5.0,1.2,23.3,8.7,57.9,0.4,60.9,8.9
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Lamar Stevens,1630205,10,5,5,13.6,3.8,1.2,31.6,7.4,51.4,0.4,54.3,4.8
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Landry Shamet,1629013,34,21,13,17.1,1.8,0.5,27.9,3.6,50.4,0.2,53.0,11.2
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Larry Nance Jr.,1626204,23,10,13,19.8,4.5,1.2,27.2,8.3,54.2,0.7,59.2,6.4
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,47,9,38,31.4,5.9,2.0,33.5,9.9,59.8,0.8,65.1,6.9
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,69,43,26,35.0,7.9,2.1,26.6,12.3,64.5,0.7,68.3,6.7
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Leonard Miller,1631159,7,6,1,3.1,1.6,0.4,27.3,2.0,78.6,0.0,78.6,5.2
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Lester Quinones,1631311,9,1,8,18.2,2.1,0.4,21.1,4.7,45.2,0.4,50.0,7.4
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Liam Robbins,1641857,7,4,3,6.0,1.7,0.9,50.0,3.6,48.0,0.6,57.1,6.9
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Lindy Waters III,1630322,36,16,20,18.2,3.1,0.8,24.5,5.3,57.3,0.4,62.1,7.9
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Lonnie Walker IV,1629022,17,1,16,25.4,3.7,0.7,19.0,5.3,70.0,0.1,71.6,8.5
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Lonzo Ball,1628366,35,16,19,22.2,3.4,1.1,32.2,6.2,54.6,0.5,59.3,8.8
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Luguentz Dort,1629652,69,55,14,29.4,4.2,1.4,33.8,8.2,51.8,0.7,56.2,8.2
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Luka Dončić,1629029,50,31,19,35.4,8.2,1.9,23.7,13.3,61.3,1.0,66.5,6.3
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Luka Garza,1630568,24,15,9,6.8,2.3,1.4,63.0,4.0,56.8,0.3,60.7,4.7
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Luke Kennard,1628379,59,34,25,22.6,3.1,0.6,18.7,5.7,54.3,0.5,59.3,8.6
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Luke Kornet,1628436,71,52,19,18.9,5.4,3.1,57.1,10.6,51.3,0.9,55.8,4.9
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Luke Travers,1631247,8,7,1,10.0,2.5,0.8,30.0,4.3,58.8,0.3,62.5,4.8
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Mac McClung,1630644,1,0,1,4.9,1.0,0.0,0.0,2.0,50.0,0.0,50.0,4.0
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Malachi Flynn,1630201,2,2,0,16.7,3.5,1.0,28.6,7.0,50.0,0.5,53.8,13.0
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Malaki Branham,1631103,28,14,14,11.8,1.8,0.2,11.8,3.3,54.8,0.4,63.0,9.4
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Malcolm Brogdon,1627763,23,6,17,23.9,4.0,1.0,26.4,6.8,58.3,0.5,63.2,7.3
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Malevy Leons,1642502,3,3,0,3.5,1.0,0.3,33.3,1.3,75.0,0.0,75.0,3.9
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Malik Beasley,1627736,72,40,32,28.1,3.0,0.5,17.8,4.6,64.8,0.4,70.9,10.6
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Malik Monk,1628370,62,35,27,32.1,4.0,0.7,17.1,7.0,56.2,0.5,60.8,8.5
2024-25,Regular+Season,NYK,1610612752,New York Knicks,MarJon Beauchamp,1630699,22,11,11,5.8,2.0,0.5,22.7,2.5,80.0,0.0,81.5,7.3
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Marcus Bagley,1630542,10,1,9,25.3,7.0,1.6,22.9,11.8,59.3,0.9,64.2,4.7
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Marcus Garrett,1630585,4,1,3,19.8,1.5,0.8,50.0,4.5,33.3,0.8,40.0,6.6
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Marcus Sasser,1631204,36,17,19,15.7,1.9,0.3,15.9,3.1,62.7,0.1,65.1,13.8
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Marcus Smart,203935,30,14,16,20.6,2.4,0.7,29.2,4.5,52.9,0.3,56.7,10.2
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Mark Williams,1631109,44,9,35,26.6,10.2,4.3,42.1,16.5,61.7,1.0,65.6,5.0
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Markelle Fultz,1628365,13,6,7,10.5,1.5,0.7,45.0,2.7,57.1,0.2,62.5,10.3
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Markieff Morris,202693,10,5,5,13.7,2.2,0.9,40.9,3.8,57.9,0.2,61.1,4.8
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Marvin Bagley III,1628963,24,6,18,10.2,3.5,1.6,45.2,6.0,58.3,0.3,61.3,4.8
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Mason Jones,1630222,4,1,3,6.5,2.3,0.8,33.3,3.0,75.0,0.0,75.0,11.2
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Mason Plumlee,203486,72,33,39,17.9,6.3,2.5,38.9,11.2,56.3,0.9,61.5,4.7
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Matas Buzelis,1641824,74,35,39,19.8,3.8,1.1,29.9,6.9,54.8,0.6,59.8,6.7
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Matisse Thybulle,1629680,15,8,7,20.8,3.5,0.9,25.0,6.0,57.8,0.5,62.7,9.2
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Matt Ryan,1630346,8,5,3,3.6,1.0,0.3,25.0,1.0,100,0.0,100,4.5
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Max Christie,1631108,73,37,36,28.2,3.5,0.9,24.4,6.4,55.4,0.7,61.9,7.2
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Max Strus,1629622,49,38,11,25.6,4.4,1.0,23.5,7.7,57.3,0.7,62.5,8.0
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Maxi Kleber,1628467,31,17,14,19.0,3.1,1.4,44.2,6.4,48.2,0.7,54.6,6.9
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Maxwell Lewis,1641721,21,5,16,14.6,2.6,0.8,29.1,4.3,60.4,0.4,67.1,7.9
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Micah Potter,1630695,35,9,26,19.4,4.7,1.2,25.6,8.1,58.0,0.6,62.8,6.2
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Michael Porter Jr.,1629008,75,47,28,33.7,7.1,2.3,33.0,12.1,58.6,1.2,65.2,5.5
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Mikal Bridges,1628969,77,48,29,37.6,3.3,1.0,31.1,5.8,57.8,0.3,61.3,9.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Mike Conley,201144,63,40,23,25.2,2.9,0.5,15.9,5.0,58.0,0.4,63.4,11.0
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,64,16,48,31.7,7.5,2.3,30.6,12.0,62.7,0.8,67.1,6.1
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,55,33,22,25.7,2.9,0.8,26.8,6.3,45.2,0.6,49.7,10.2
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Miles Norris,1641936,3,2,1,11.6,3.0,1.3,44.4,6.0,50.0,0.7,56.3,7.2
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,16,9,7,17.4,6.0,3.4,57.3,10.1,59.3,0.4,61.5,4.5
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Mo Bamba,1628964,30,19,11,13.1,4.8,1.7,35.2,8.0,60.2,0.5,63.9,4.4
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Monte Morris,1628420,29,12,17,14.3,2.3,0.4,16.4,3.8,60.4,0.3,65.0,9.7
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Moritz Wagner,1629021,28,17,11,19.4,5.3,2.0,37.8,9.7,54.6,0.9,59.9,4.7
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Moses Brown,1629650,10,5,5,11.2,4.4,1.8,40.9,7.1,62.0,0.6,67.7,3.0
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,67,41,26,23.1,2.8,0.9,31.2,6.0,47.1,0.7,52.9,8.4
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Mouhamed Gueye,1631243,31,14,17,16.4,4.5,2.1,46.0,8.3,53.9,0.6,57.9,5.7
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Moussa Diabaté,1631217,68,14,54,18.1,6.4,3.0,47.0,13.2,48.8,1.2,53.6,4.7
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Myles Turner,1626167,71,43,28,30.5,6.6,3.0,44.6,13.6,48.8,1.4,54.3,5.1
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,N'Faly Dante,1642368,4,0,4,12.7,5.3,2.5,47.6,9.5,55.3,0.3,56.8,4.0
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Nae'Qwan Tomlin,1641772,5,4,1,12.7,4.2,2.4,57.1,6.6,63.6,0.2,65.6,4.4
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Naji Marshall,1630230,67,30,37,28.1,4.9,1.4,28.7,8.6,57.1,0.8,62.8,7.1
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Nate Williams,1631466,7,3,4,13.5,1.9,0.3,15.4,3.6,52.0,0.3,56.5,6.6
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,80,47,33,27.5,6.0,2.1,34.4,10.5,57.3,1.0,63.1,5.9
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Neemias Queta,1629674,52,39,13,16.0,4.5,2.3,49.6,9.5,48.0,0.8,52.2,4.8
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,70,20,50,26.9,7.4,3.1,41.7,13.7,53.5,1.0,57.5,4.4
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Nick Richards,1630208,57,17,40,22.0,8.2,3.5,43.3,15.4,53.0,1.3,57.9,4.3
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Nick Smith Jr.,1641733,50,12,38,25.0,2.6,0.2,8.6,4.9,51.8,0.5,57.4,7.9
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Nickeil Alexander-Walker,1629638,79,47,32,25.3,3.4,0.9,27.5,6.5,51.7,0.5,55.8,9.6
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,70,44,26,18.4,3.1,1.0,32.1,5.3,58.4,0.5,64.3,7.5
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,70,46,24,36.7,12.7,5.4,42.5,20.2,62.9,1.7,68.6,4.7
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Nikola Jović,1631107,46,21,25,25.1,3.9,1.1,28.9,7.2,54.7,0.6,59.8,6.6
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,73,34,39,31.2,10.1,4.1,40.8,15.6,64.6,1.0,68.9,5.2
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Noah Clowney,1641730,46,11,35,22.7,3.9,1.5,37.0,7.2,54.8,0.8,61.4,6.7
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Norman Powell,1626181,59,38,21,32.8,3.2,0.9,27.9,5.6,57.4,0.4,62.1,8.6
2024-25,Regular+Season,NYK,1610612752,New York Knicks,OG Anunoby,1628384,72,44,28,36.7,4.9,1.8,37.2,9.7,51.0,0.9,56.3,7.0
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Obi Toppin,1630167,77,46,31,19.8,4.1,1.1,25.8,7.1,57.9,0.5,62.6,5.6
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Ochai Agbaji,1630534,59,18,41,28.1,4.1,1.0,24.0,7.8,52.7,0.7,57.6,8.8
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Olivier-Maxence Prosper,1641765,44,23,21,12.7,2.9,1.0,34.9,5.7,50.6,0.5,55.3,7.4
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,74,35,39,27.9,8.9,3.6,40.3,14.7,60.6,0.9,64.7,5.0
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Orlando Robinson,1631115,39,21,18,19.4,5.6,2.7,48.6,12.4,45.5,0.9,49.3,5.1
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Oscar Tshiebwe,1631131,14,3,11,18.2,8.7,3.6,41.0,15.1,57.8,0.9,61.3,4.7
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Oshae Brissett,1629052,6,1,5,23.7,3.7,1.5,40.9,8.2,44.9,0.2,45.8,5.1
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Oso Ighodaro,1642345,57,25,32,18.1,3.9,1.3,34.2,7.5,52.2,0.7,57.8,6.3
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ousmane Dieng,1631172,32,25,7,11.9,2.5,0.6,24.7,4.4,57.0,0.3,61.8,8.0
2024-25,Regular+Season,NYK,1610612752,New York Knicks,P.J. Tucker,200782,2,1,1,28.0,4.0,1.5,37.5,10.0,40.0,0.5,42.1,9.5
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,P.J. Washington,1629023,57,31,26,32.2,7.8,2.6,33.0,12.3,62.9,0.7,66.8,6.3
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,PJ Dozier,1628408,3,2,1,4.3,1.7,0.3,20.0,1.7,100,0.0,100,8.9
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,PJ Hall,1641790,13,9,4,3.8,1.7,0.8,45.5,2.7,62.9,0.1,64.7,4.6
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Pacôme Dadiet,1642359,10,8,2,9.2,1.8,0.7,38.9,3.4,52.9,0.2,56.3,7.3
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Paolo Banchero,1631094,45,20,25,34.5,7.7,1.7,22.0,12.5,61.5,0.9,66.2,5.7
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Pascal Siakam,1627783,78,47,31,32.7,6.9,2.3,33.7,11.7,59.4,0.7,63.4,6.5
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pat Connaughton,1626192,31,15,16,16.6,3.5,1.0,29.4,5.0,69.9,0.3,74.7,6.0
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Pat Spencer,1630311,21,11,10,9.2,2.2,0.6,26.1,3.9,56.8,0.2,59.7,8.7
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Patrick Baldwin Jr.,1631116,13,2,11,5.9,1.9,0.7,36.0,2.3,83.3,0.2,89.3,5.8
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Patrick Williams,1630172,60,30,30,25.2,4.0,1.1,28.7,7.4,53.6,0.7,58.8,7.1
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Patty Mills,201988,16,4,12,15.3,1.4,0.3,18.2,2.8,50.0,0.3,55.0,15.7
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul George,202331,41,15,26,32.5,5.3,1.4,26.9,9.5,56.4,0.8,61.7,6.4
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Paul Reed,1630194,36,18,18,10.7,3.4,1.6,47.2,6.9,49.6,0.7,55.2,4.9
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Payton Pritchard,1630202,76,56,20,28.6,4.0,1.0,25.0,7.7,51.8,0.6,56.1,9.7
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Pelle Larsson,1641796,32,13,19,19.0,2.9,0.8,29.3,4.8,59.7,0.4,64.8,7.3
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Pete Nance,1631250,7,4,3,16.7,3.0,1.0,33.3,5.7,52.5,0.3,55.3,7.4
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Peyton Watson,1631212,63,39,24,24.7,3.6,0.9,24.9,7.1,50.9,0.8,57.1,7.2
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Phillip Wheeler,1630762,5,0,5,8.9,1.6,0.2,12.5,3.0,53.3,0.4,61.5,7.3
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Precious Achiuwa,1630173,55,34,21,21.1,5.7,2.5,42.7,10.9,52.9,1.1,59.1,5.5
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Quentin Grimes,1629656,72,28,44,27.2,4.5,1.3,28.1,7.5,59.8,0.6,65.3,7.5
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Quenton Jackson,1631245,19,8,11,18.0,2.3,0.5,23.3,4.5,50.0,0.4,55.1,8.6
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Quinten Post,1642366,38,25,13,17.4,3.9,1.6,39.9,8.1,48.2,0.8,53.2,4.7
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,RJ Barrett,1629628,58,23,35,32.2,6.3,1.3,21.0,10.5,60.1,0.6,63.4,6.9
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,RayJ Dennis,1642484,6,3,3,10.4,2.0,0.3,16.7,3.5,57.1,0.0,57.1,10.7
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Rayan Rupert,1641712,31,13,18,12.8,2.3,0.6,25.7,4.2,54.3,0.2,57.4,10.8
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Reece Beekman,1641736,20,5,15,18.4,2.0,0.7,33.3,3.2,61.9,0.2,65.0,11.2
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Reed Sheppard,1642263,36,21,15,14.4,2.2,0.4,16.7,3.4,62.9,0.2,67.2,9.2
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Reggie Jackson,202704,21,8,13,13.9,2.0,0.5,23.8,3.0,65.6,0.2,70.0,9.6
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Richaun Holmes,1626158,29,8,21,18.2,6.1,3.2,52.5,12.1,50.4,0.9,54.3,4.4
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Ricky Council IV,1641741,57,14,43,19.8,3.7,1.1,29.1,6.5,57.6,0.4,61.4,7.7
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Riley Minix,1642434,1,0,1,6.8,2.0,1.0,50.0,4.0,50.0,0.0,50.0,5.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rob Dillingham,1642265,22,12,10,14.0,2.3,0.4,18.0,3.5,65.8,0.3,71.4,10.1
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Robert Williams III,1629057,20,7,13,17.6,5.9,2.5,42.4,10.1,58.7,0.7,62.8,5.7
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Ron Harper Jr.,1631199,1,0,1,17.0,7.0,2.0,28.6,8.0,87.5,0.0,87.5,5.8
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Ronald Holland II,1641842,74,41,33,15.9,2.9,0.6,21.6,4.9,60.4,0.4,65.1,7.2
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Royce O'Neale,1626220,75,33,42,24.5,4.7,1.1,23.8,7.4,63.2,0.6,68.4,6.8
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rudy Gobert,203497,72,43,29,33.2,10.9,4.1,37.5,19.4,56.2,1.4,60.6,4.4
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Rui Hachimura,1629060,58,36,22,31.6,5.1,1.6,31.2,9.4,54.2,0.9,59.7,7.2
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Russell Westbrook,201566,71,40,31,28.0,5.1,1.7,32.7,8.5,60.2,0.5,64.0,7.3
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Ryan Dunn,1642346,69,32,37,19.9,3.9,1.2,32.2,6.8,57.2,0.6,62.5,7.0
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Ryan Rollins,1631157,39,23,16,18.4,2.8,0.7,25.0,5.3,52.2,0.5,57.1,8.6
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Sam Hauser,1630573,67,49,18,21.9,3.3,0.8,24.3,6.0,55.4,0.6,62.0,8.2
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Sam Merrill,1630241,64,49,15,20.0,2.5,0.7,29.9,4.9,50.3,0.5,55.7,8.6
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Sandro Mamukelashvili,1630572,51,21,30,12.1,3.7,1.4,36.9,6.2,59.2,0.3,62.5,6.4
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,64,38,26,25.6,6.4,1.3,20.2,9.6,66.7,0.5,70.1,6.7
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Scoot Henderson,1630703,61,28,33,27.0,3.2,0.7,22.2,7.2,45.3,0.6,49.3,9.3
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,65,26,39,32.8,7.7,2.3,29.3,12.6,61.2,0.9,66.1,6.5
