SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2022-23,all-star,-,02/17/2023,W,12,62.9,0.097,26.3,28.6,50.0,0.143,27.0,18.8,0
2022-23,all-star,-,02/17/2023,L,12,50.0,0.143,27.0,18.8,62.9,0.097,26.3,28.6,0
2022-23,all-star,-,02/17/2023,W,12,54.5,0.182,6.9,50.0,46.3,0.000,13.8,12.5,0
2022-23,all-star,-,02/17/2023,L,12,46.3,0.000,13.8,12.5,54.5,0.182,6.9,50.0,0
2022-23,all-star,-,02/17/2023,W,8,67.6,0.235,15.0,25.0,53.3,0.400,15.8,22.2,0
2022-23,all-star,-,02/17/2023,L,8,53.3,0.400,15.8,22.2,67.6,0.235,15.0,25.0,0
2022-23,play-in,-,04/14/2023,W,48,47.4,0.410,13.8,28.6,48.8,0.183,12.0,12.8,0
2022-23,play-in,-,04/14/2023,L,48,43.3,0.225,17.5,29.3,59.6,0.313,16.7,23.8,0
2022-23,play-in,-,04/14/2023,L,48,48.8,0.183,12.0,12.8,47.4,0.410,13.8,28.6,0
2022-23,play-in,-,04/14/2023,W,48,59.6,0.313,16.7,23.8,43.3,0.225,17.5,29.3,0
2022-23,play-in,-,04/12/2023,L,48,50.0,0.414,16.5,44.6,52.9,0.256,11.5,24.4,0
2022-23,play-in,-,04/12/2023,L,48,53.4,0.345,11.5,38.3,51.6,0.348,7.3,33.3,0
2022-23,play-in,-,04/12/2023,W,48,51.6,0.348,7.3,33.3,53.4,0.345,11.5,38.3,0
2022-23,play-in,-,04/12/2023,W,48,52.9,0.256,11.5,24.4,50.0,0.414,16.5,44.6,0
2022-23,play-in,-,04/11/2023,W,53,46.7,0.261,19.6,33.9,53.0,0.181,22.6,23.4,0
2022-23,play-in,-,04/11/2023,L,53,53.0,0.181,22.6,23.4,46.7,0.261,19.6,33.9,0
2022-23,play-in,-,04/11/2023,W,48,52.1,0.281,12.2,39.0,48.9,0.220,8.1,22.2,0
2022-23,play-in,-,04/11/2023,L,48,48.9,0.220,8.1,22.2,52.1,0.281,12.2,39.0,0
2023-24,pre-season,-,10/20/2023,L,48,46.6,0.157,14.2,33.3,52.2,0.253,12.4,16.7,0
2023-24,pre-season,-,10/20/2023,W,48,51.8,0.333,23.4,27.1,48.4,0.217,17.1,17.9,0
2023-24,pre-season,-,10/20/2023,W,48,48.3,0.315,16.0,25.0,51.9,0.367,20.0,19.1,0
2023-24,pre-season,-,10/20/2023,W,48,60.0,0.284,15.2,36.0,42.2,0.229,9.5,20.6,0
2023-24,pre-season,-,10/20/2023,L,48,52.4,0.337,23.1,33.3,61.9,0.350,19.2,23.8,0
2023-24,pre-season,-,10/20/2023,L,48,51.9,0.367,20.0,19.1,48.3,0.315,16.0,25.0,0
2023-24,pre-season,-,10/20/2023,L,48,48.4,0.217,17.1,17.9,51.8,0.333,23.4,27.1,0
2023-24,pre-season,-,10/20/2023,L,48,47.9,0.139,29.0,29.5,58.2,0.411,17.0,29.3,0
2023-24,pre-season,-,10/20/2023,W,48,55.6,0.255,13.5,34.5,56.2,0.270,17.3,29.4,0
2023-24,pre-season,-,10/20/2023,W,48,58.2,0.411,17.0,29.3,47.9,0.139,29.0,29.5,0
2023-24,pre-season,-,10/20/2023,W,48,61.9,0.350,19.2,23.8,52.4,0.337,23.1,33.3,0
2023-24,pre-season,-,10/20/2023,W,48,52.2,0.253,12.4,16.7,46.6,0.157,14.2,33.3,0
2023-24,pre-season,-,10/20/2023,L,48,56.2,0.270,17.3,29.4,55.6,0.255,13.5,34.5,0
2023-24,pre-season,-,10/20/2023,L,48,52.7,0.269,17.3,37.7,52.5,0.238,11.5,34.5,0
2023-24,pre-season,-,10/20/2023,L,48,42.2,0.229,9.5,20.6,60.0,0.284,15.2,36.0,0
2023-24,pre-season,-,10/20/2023,W,48,52.5,0.238,11.5,34.5,52.7,0.269,17.3,37.7,0
2023-24,pre-season,-,10/19/2023,L,48,52.8,0.356,12.3,19.2,53.8,0.488,18.8,17.0,0
2023-24,pre-season,-,10/19/2023,W,48,54.3,0.323,17.3,39.6,53.3,0.355,21.0,17.4,0
2023-24,pre-season,-,10/19/2023,W,48,61.7,0.286,22.8,25.0,50.0,0.333,13.7,19.1,0
2023-24,pre-season,-,10/19/2023,W,48,53.8,0.488,18.8,17.0,52.8,0.356,12.3,19.2,0
2023-24,pre-season,-,10/19/2023,L,48,50.0,0.333,13.7,19.1,61.7,0.286,22.8,25.0,0
2023-24,pre-season,-,10/19/2023,L,48,43.0,0.302,17.0,30.4,50.6,0.274,17.0,26.5,0
2023-24,pre-season,-,10/19/2023,W,48,55.2,0.162,13.8,30.5,44.3,0.295,22.2,27.3,0
2023-24,pre-season,-,10/19/2023,L,48,51.0,0.255,14.4,34.4,53.7,0.179,13.5,27.8,0
2023-24,pre-season,-,10/19/2023,W,48,50.6,0.274,17.0,26.5,43.0,0.302,17.0,30.4,0
2023-24,pre-season,-,10/19/2023,L,48,44.3,0.295,22.2,27.3,55.2,0.162,13.8,30.5,0
2023-24,pre-season,-,10/19/2023,W,48,53.7,0.179,13.5,27.8,51.0,0.255,14.4,34.4,0
2023-24,pre-season,-,10/19/2023,L,48,53.3,0.355,21.0,17.4,54.3,0.323,17.3,39.6,0
2023-24,pre-season,-,10/18/2023,L,48,51.1,0.228,14.3,25.9,61.8,0.258,13.5,22.7,0
2023-24,pre-season,-,10/18/2023,W,48,60.2,0.170,20.8,26.1,52.7,0.258,12.3,23.6,0
2023-24,pre-season,-,10/18/2023,W,48,61.8,0.258,13.5,22.7,51.1,0.228,14.3,25.9,0
2023-24,pre-season,-,10/18/2023,L,48,52.7,0.258,12.3,23.6,60.2,0.170,20.8,26.1,0
2023-24,pre-season,-,10/18/2023,L,48,47.4,0.133,15.8,37.9,50.0,0.306,16.0,26.9,0
2023-24,pre-season,-,10/18/2023,L,48,39.1,0.365,14.5,31.3,54.8,0.410,20.9,28.6,0
2023-24,pre-season,-,10/18/2023,W,48,54.8,0.410,20.9,28.6,39.1,0.365,14.5,31.3,0
2023-24,pre-season,-,10/18/2023,W,48,50.0,0.306,16.0,26.9,47.4,0.133,15.8,37.9,0
2023-24,pre-season,-,10/17/2023,L,48,49.5,0.174,16.0,20.3,67.1,0.200,18.1,14.6,0
2023-24,pre-season,-,10/17/2023,W,48,67.1,0.200,18.1,14.6,49.5,0.174,16.0,20.3,0
2023-24,pre-season,-,10/17/2023,W,48,53.4,0.172,19.2,34.8,49.4,0.179,19.2,26.4,0
2023-24,pre-season,-,10/17/2023,L,48,47.7,0.273,14.4,27.8,62.2,0.244,16.2,26.8,0
2023-24,pre-season,-,10/17/2023,W,48,62.2,0.244,16.2,26.8,47.7,0.273,14.4,27.8,0
2023-24,pre-season,-,10/17/2023,L,48,48.9,0.116,21.9,36.4,48.7,0.481,19.2,29.2,0
2023-24,pre-season,-,10/17/2023,W,48,58.8,0.220,15.5,37.3,54.0,0.227,14.4,30.2,0
2023-24,pre-season,-,10/17/2023,W,48,65.8,0.250,14.0,37.0,49.5,0.275,14.1,34.5,0
2023-24,pre-season,-,10/17/2023,L,48,49.4,0.179,19.2,26.4,53.4,0.172,19.2,34.8,0
2023-24,pre-season,-,10/17/2023,W,48,48.7,0.481,19.2,29.2,48.9,0.116,21.9,36.4,0
2023-24,pre-season,-,10/17/2023,L,48,49.5,0.275,14.1,34.5,65.8,0.250,14.0,37.0,0
2023-24,pre-season,-,10/17/2023,L,48,54.0,0.227,14.4,30.2,58.8,0.220,15.5,37.3,0
2023-24,pre-season,-,10/16/2023,W,48,57.7,0.262,18.4,31.0,45.9,0.392,18.6,13.0,0
2023-24,pre-season,-,10/16/2023,L,48,55.4,0.325,17.2,30.4,59.3,0.209,13.1,20.5,0
2023-24,regular-season,-,04/14/2024,W,53,57.1,0.231,20.0,39.6,52.5,0.158,11.5,29.6,0
2023-24,regular-season,-,04/14/2024,L,53,52.5,0.158,11.5,29.6,57.1,0.231,20.0,39.6,0
2023-24,regular-season,-,04/14/2024,W,48,50.0,0.156,14.0,32.8,44.0,0.205,13.1,11.3,0
2023-24,regular-season,-,04/14/2024,W,48,55.9,0.224,14.9,34.1,44.7,0.307,17.9,20.0,0
2023-24,regular-season,-,04/14/2024,L,48,56.4,0.163,18.6,23.4,61.5,0.207,14.9,23.1,0
2023-24,regular-season,-,04/14/2024,W,48,61.5,0.207,14.9,23.1,56.4,0.163,18.6,23.4,0
2023-24,regular-season,-,04/14/2024,W,48,62.9,0.165,14.2,31.1,37.1,0.175,14.3,23.5,0
2023-24,regular-season,-,04/14/2024,L,48,55.9,0.097,14.4,26.9,61.0,0.121,10.3,24.4,0
2023-24,regular-season,-,04/14/2024,W,48,74.5,0.100,15.0,33.3,50.6,0.303,15.9,25.5,0
2023-24,regular-season,-,04/14/2024,W,48,66.3,0.236,16.0,28.6,54.4,0.097,11.4,25.9,0
2023-24,regular-season,-,04/14/2024,W,48,61.0,0.121,10.3,24.4,55.9,0.097,14.4,26.9,0
2023-24,regular-season,-,04/14/2024,L,48,43.5,0.217,13.9,27.6,62.1,0.154,14.0,27.3,0
2023-24,regular-season,-,04/14/2024,W,48,62.1,0.154,14.0,27.3,43.5,0.217,13.9,27.6,0
2023-24,regular-season,-,04/14/2024,L,48,54.4,0.097,11.4,25.9,66.3,0.236,16.0,28.6,0
2023-24,regular-season,-,04/14/2024,W,48,53.9,0.136,16.8,36.2,43.3,0.163,11.2,28.6,0
2023-24,regular-season,-,04/14/2024,L,48,59.6,0.180,20.0,33.3,55.3,0.245,9.0,29.4,0
2023-24,regular-season,-,04/14/2024,L,48,37.1,0.175,14.3,23.5,62.9,0.165,14.2,31.1,0
2023-24,regular-season,-,04/14/2024,L,48,35.2,0.173,18.2,41.2,56.9,0.310,14.1,31.9,0
2023-24,regular-season,-,04/14/2024,L,48,44.0,0.205,13.1,11.3,50.0,0.156,14.0,32.8,0
2023-24,regular-season,-,04/14/2024,W,48,55.3,0.245,9.0,29.4,59.6,0.180,20.0,33.3,0
2023-24,regular-season,-,04/14/2024,L,48,47.2,0.233,19.2,35.2,58.0,0.218,18.8,33.3,0
2023-24,regular-season,-,04/14/2024,L,48,50.6,0.303,15.9,25.5,74.5,0.100,15.0,33.3,0
2023-24,regular-season,-,04/14/2024,W,48,58.4,0.292,17.5,39.1,49.0,0.180,12.6,33.3,0
2023-24,regular-season,-,04/14/2024,L,48,44.7,0.307,17.9,20.0,55.9,0.224,14.9,34.1,0
2023-24,regular-season,-,04/14/2024,W,48,58.0,0.218,18.8,33.3,47.2,0.233,19.2,35.2,0
2023-24,regular-season,-,04/14/2024,L,48,43.3,0.163,11.2,28.6,53.9,0.136,16.8,36.2,0
2023-24,regular-season,-,04/14/2024,L,48,57.9,0.443,25.8,40.0,64.0,0.209,13.8,36.6,0
2023-24,regular-season,-,04/14/2024,L,48,49.0,0.180,12.6,33.3,58.4,0.292,17.5,39.1,0
2023-24,regular-season,-,04/14/2024,W,48,64.0,0.209,13.8,36.6,57.9,0.443,25.8,40.0,0
2023-24,regular-season,-,04/14/2024,W,48,56.9,0.310,14.1,31.9,35.2,0.173,18.2,41.2,0
2023-24,regular-season,-,04/12/2024,L,48,54.1,0.244,15.8,24.5,57.8,0.178,8.8,12.0,0
2023-24,regular-season,-,04/12/2024,W,48,58.7,0.125,5.9,35.3,52.0,0.289,20.0,12.8,0
2023-24,regular-season,-,04/12/2024,W,48,56.1,0.286,12.1,34.5,62.8,0.337,11.4,12.8,0
2023-24,regular-season,-,04/12/2024,L,48,48.2,0.145,20.0,22.9,52.6,0.095,7.0,14.0,0
2023-24,regular-season,-,04/12/2024,L,48,49.4,0.278,14.9,27.8,54.4,0.367,13.6,17.8,0
2023-24,regular-season,-,04/12/2024,W,48,62.2,0.267,7.1,20.5,54.5,0.286,17.5,19.5,0
2023-24,regular-season,-,04/12/2024,W,48,61.8,0.271,18.0,34.1,57.2,0.103,9.1,20.4,0
2023-24,regular-season,-,04/12/2024,L,48,54.5,0.286,17.5,19.5,62.2,0.267,7.1,20.5,0
2023-24,regular-season,-,04/12/2024,L,48,55.9,0.153,19.0,25.6,60.1,0.225,9.9,20.9,0
2023-24,regular-season,-,04/12/2024,L,48,49.5,0.263,10.6,27.3,58.0,0.318,12.6,22.4,0
2023-24,regular-season,-,04/12/2024,W,48,52.6,0.095,7.0,14.0,48.2,0.145,20.0,22.9,0
2023-24,regular-season,-,04/12/2024,W,48,60.5,0.224,20.2,25.0,51.6,0.154,7.4,23.5,0
2023-24,regular-season,-,04/12/2024,W,48,57.8,0.178,8.8,12.0,54.1,0.244,15.8,24.5,0
2023-24,regular-season,-,04/12/2024,L,48,51.6,0.154,7.4,23.5,60.5,0.224,20.2,25.0,0
2023-24,regular-season,-,04/12/2024,W,48,60.1,0.225,9.9,20.9,55.9,0.153,19.0,25.6,0
2023-24,regular-season,-,04/12/2024,W,48,59.5,0.242,10.8,29.2,56.7,0.247,13.6,27.3,0
2023-24,regular-season,-,04/12/2024,W,48,58.0,0.318,12.6,22.4,49.5,0.263,10.6,27.3,0
2023-24,regular-season,-,04/12/2024,W,48,54.4,0.367,13.6,17.8,49.4,0.278,14.9,27.8,0
2023-24,regular-season,-,04/12/2024,L,48,56.7,0.232,15.7,40.5,54.2,0.301,5.6,28.3,0
2023-24,regular-season,-,04/12/2024,L,48,45.3,0.305,7.1,32.2,53.8,0.217,9.2,28.6,0
2023-24,playoffs,-,06/17/2024,W,48,50.0,0.225,10.1,36.5,51.9,0.167,14.6,19.6,0
2023-24,playoffs,-,06/17/2024,L,48,51.9,0.167,14.6,19.6,50.0,0.225,10.1,36.5,0
2023-24,playoffs,-,06/14/2024,W,48,58.8,0.242,9.4,31.9,45.0,0.163,14.6,11.8,0
2023-24,playoffs,-,06/14/2024,L,48,45.0,0.163,14.6,11.8,58.8,0.242,9.4,31.9,0
2023-24,playoffs,-,06/12/2024,L,48,49.4,0.186,9.7,25.0,56.7,0.171,9.8,13.6,0
2023-24,playoffs,-,06/12/2024,W,48,56.7,0.171,9.8,13.6,49.4,0.186,9.7,25.0,0
2023-24,playoffs,-,06/09/2024,L,48,51.3,0.300,16.1,28.9,51.2,0.238,11.6,23.4,0
2023-24,playoffs,-,06/09/2024,W,48,51.2,0.238,11.6,23.4,51.3,0.300,16.1,28.9,0
2023-24,playoffs,-,06/06/2024,W,48,57.3,0.232,15.1,27.7,45.8,0.226,11.7,24.5,0
2023-24,playoffs,-,06/06/2024,L,48,45.8,0.226,11.7,24.5,57.3,0.232,15.1,27.7,0
2023-24,playoffs,-,05/30/2024,L,48,48.3,0.236,14.3,30.2,63.7,0.274,13.4,27.5,0
2023-24,playoffs,-,05/30/2024,W,48,63.7,0.274,13.4,27.5,48.3,0.236,14.3,30.2,0
2023-24,playoffs,-,05/28/2024,L,48,50.6,0.259,15.1,26.5,60.1,0.338,16.1,20.0,0
2023-24,playoffs,-,05/28/2024,W,48,60.1,0.338,16.1,20.0,50.6,0.259,15.1,26.5,0
2023-24,playoffs,-,05/27/2024,W,48,52.8,0.157,13.8,32.0,51.7,0.184,14.9,30.0,0
2023-24,playoffs,-,05/27/2024,L,48,51.7,0.184,14.9,30.0,52.8,0.157,13.8,32.0,0
2023-24,playoffs,-,05/26/2024,L,48,55.9,0.200,11.0,32.6,66.2,0.456,15.4,21.2,0
2023-24,playoffs,-,05/26/2024,W,48,66.2,0.456,15.4,21.2,55.9,0.200,11.0,32.6,0
2023-24,playoffs,-,05/25/2024,L,48,53.3,0.154,11.6,31.1,56.6,0.313,8.5,23.9,0
2023-24,playoffs,-,05/25/2024,W,48,56.6,0.313,8.5,23.9,53.3,0.154,11.6,31.1,0
2023-24,playoffs,-,05/24/2024,L,48,48.2,0.376,9.6,32.1,56.0,0.262,10.5,28.3,0
2023-24,playoffs,-,05/24/2024,W,48,56.0,0.262,10.5,28.3,48.2,0.376,9.6,32.1,0
2023-24,playoffs,-,05/23/2024,W,48,61.9,0.227,12.8,39.5,58.9,0.190,17.2,34.9,0
2023-24,playoffs,-,05/23/2024,L,48,58.9,0.190,17.2,34.9,61.9,0.227,12.8,39.5,0
2023-24,playoffs,-,05/22/2024,W,48,52.9,0.195,13.7,29.5,52.8,0.202,10.5,25.0,0
2023-24,playoffs,-,05/22/2024,L,48,52.8,0.202,10.5,25.0,52.9,0.195,13.7,29.5,0
2023-24,playoffs,-,05/21/2024,L,53,60.1,0.101,19.8,31.9,55.1,0.303,13.3,30.9,0
2023-24,playoffs,-,05/21/2024,W,53,55.1,0.303,13.3,30.9,60.1,0.101,19.8,31.9,0
2023-24,playoffs,-,05/19/2024,W,48,45.6,0.380,10.1,32.0,45.8,0.193,11.4,26.5,0
2023-24,playoffs,-,05/19/2024,L,48,45.8,0.193,11.4,26.5,45.6,0.380,10.1,32.0,0
2023-24,playoffs,-,05/19/2024,L,48,50.0,0.318,10.9,34.0,75.3,0.203,15.2,32.1,0
2023-24,playoffs,-,05/19/2024,W,48,75.3,0.203,15.2,32.1,50.0,0.318,10.9,34.0,0
2023-24,playoffs,-,05/18/2024,W,48,61.0,0.293,18.9,38.6,56.0,0.185,10.4,30.6,0
2023-24,playoffs,-,05/18/2024,L,48,56.0,0.185,10.4,30.6,61.0,0.293,18.9,38.6,0
2023-24,playoffs,-,05/17/2024,W,48,58.8,0.143,10.1,42.2,51.8,0.317,10.2,32.0,0
2023-24,playoffs,-,05/17/2024,L,48,51.8,0.317,10.2,32.0,58.8,0.143,10.1,42.2,0
2023-24,playoffs,-,05/16/2024,W,48,55.2,0.279,6.4,27.1,34.3,0.163,13.0,17.7,0
2023-24,playoffs,-,05/16/2024,L,48,34.3,0.163,13.0,17.7,55.2,0.279,6.4,27.1,0
2023-24,playoffs,-,05/15/2024,W,48,64.4,0.150,16.1,38.5,56.3,0.152,11.5,18.6,0
2023-24,playoffs,-,05/15/2024,W,48,61.8,0.171,15.7,27.0,48.3,0.115,8.0,22.0,0
2023-24,playoffs,-,05/15/2024,L,48,48.3,0.115,8.0,22.0,61.8,0.171,15.7,27.0,0
2023-24,playoffs,-,05/15/2024,L,48,56.3,0.152,11.5,18.6,64.4,0.150,16.1,38.5,0
2023-24,playoffs,-,05/14/2024,W,48,52.5,0.188,9.6,50.0,51.4,0.306,19.6,16.3,0
2023-24,playoffs,-,05/14/2024,W,48,60.6,0.225,13.0,26.3,53.8,0.244,15.4,22.7,0
2023-24,playoffs,-,05/14/2024,L,48,53.8,0.244,15.4,22.7,60.6,0.225,13.0,26.3,0
2023-24,playoffs,-,05/14/2024,L,48,51.4,0.306,19.6,16.3,52.5,0.188,9.6,50.0,0
2023-24,playoffs,-,05/13/2024,W,48,56.4,0.308,16.3,33.3,51.6,0.074,8.7,22.2,0
2023-24,playoffs,-,05/13/2024,L,48,47.7,0.261,14.7,33.3,41.8,0.261,8.2,31.0,0
2023-24,playoffs,-,05/13/2024,L,48,51.6,0.074,8.7,22.2,56.4,0.308,16.3,33.3,0
2023-24,playoffs,-,05/13/2024,W,48,41.8,0.261,8.2,31.0,47.7,0.261,14.7,33.3,0
2023-24,all-star,-,02/18/2024,W,48,71.2,0.027,10.2,39.1,64.7,0.007,7.9,30.2,0
2023-24,all-star,-,02/18/2024,L,48,64.7,0.007,7.9,30.2,71.2,0.027,10.2,39.1,0
2023-24,all-star,-,02/16/2024,W,48,52.8,0.157,17.3,37.0,47.7,0.149,14.8,34.0,0
2023-24,all-star,-,02/16/2024,L,48,47.7,0.149,14.8,34.0,52.8,0.157,17.3,37.0,0
2023-24,all-star,-,02/16/2024,W,14,48.8,0.125,20.6,58.3,54.7,0.031,17.6,25.0,0
2023-24,all-star,-,02/16/2024,L,14,54.7,0.031,17.6,25.0,48.8,0.125,20.6,58.3,0
2023-24,all-star,-,02/16/2024,W,13,68.5,0.259,25.0,23.1,48.5,0.088,8.6,15.8,0
2023-24,all-star,-,02/16/2024,L,13,48.5,0.088,8.6,15.8,68.5,0.259,25.0,23.1,0
2023-24,all-star,-,02/16/2024,W,7,73.3,0.267,17.6,60.0,43.3,0.000,31.3,44.4,0
2023-24,all-star,-,02/16/2024,L,7,43.3,0.000,31.3,44.4,73.3,0.267,17.6,60.0,0
2023-24,play-in,-,04/19/2024,W,48,54.9,0.293,15.6,28.9,45.1,0.109,12.4,26.3,0
2023-24,play-in,-,04/19/2024,L,48,45.1,0.109,12.4,26.3,54.9,0.293,15.6,28.9,0
2023-24,play-in,-,04/19/2024,L,48,47.2,0.250,15.8,34.5,55.9,0.153,16.7,31.0,0
2023-24,play-in,-,04/19/2024,W,48,55.9,0.153,16.7,31.0,47.2,0.250,15.8,34.5,0
2023-24,play-in,-,04/17/2024,W,48,62.6,0.158,10.0,31.7,51.1,0.308,10.9,28.3,0
2023-24,play-in,-,04/17/2024,L,48,51.1,0.308,10.9,28.3,62.6,0.158,10.0,31.7,0
2023-24,play-in,-,04/17/2024,W,48,48.8,0.267,17.0,40.4,50.0,0.211,14.0,34.5,0
2023-24,play-in,-,04/17/2024,L,48,50.0,0.211,14.0,34.5,48.8,0.267,17.0,40.4,0
2023-24,play-in,-,04/16/2024,L,48,51.1,0.161,13.0,27.5,50.0,0.345,8.0,16.3,0
2023-24,play-in,-,04/16/2024,W,48,53.1,0.153,8.3,33.9,47.5,0.288,16.3,25.0,0
2023-24,play-in,-,04/16/2024,W,48,50.0,0.345,8.0,16.3,51.1,0.161,13.0,27.5,0
2023-24,play-in,-,04/16/2024,L,48,47.5,0.288,16.3,25.0,53.1,0.153,8.3,33.9,0
2023-24,ist,-,12/09/2023,W,48,54.5,0.398,18.7,42.2,42.1,0.347,8.5,23.0,0
2023-24,ist,-,12/09/2023,L,48,42.1,0.347,8.5,23.0,54.5,0.398,18.7,42.2,0
2023-24,ist,-,12/07/2023,W,48,64.5,0.337,14.4,29.5,39.5,0.211,11.7,23.4,0
2023-24,ist,-,12/07/2023,L,48,39.5,0.211,11.7,23.4,64.5,0.337,14.4,29.5,0
2023-24,ist,-,12/07/2023,W,48,52.5,0.245,9.5,33.9,51.0,0.292,11.3,31.6,0
2023-24,ist,-,12/07/2023,L,48,51.0,0.292,11.3,31.6,52.5,0.245,9.5,33.9,0
2023-24,ist,-,12/05/2023,W,48,41.7,0.245,10.3,39.4,57.3,0.280,22.4,30.8,0
2023-24,ist,-,12/05/2023,L,48,53.4,0.379,16.7,38.3,73.1,0.209,11.8,31.6,0
2023-24,ist,-,12/05/2023,W,48,73.1,0.209,11.8,31.6,53.4,0.379,16.7,38.3,0
2023-24,ist,-,12/05/2023,L,48,57.3,0.280,22.4,30.8,41.7,0.245,10.3,39.4,0
2023-24,ist,-,12/04/2023,L,48,53.6,0.124,17.5,37.0,55.9,0.223,5.9,15.1,0
2023-24,ist,-,12/04/2023,L,48,52.9,0.388,14.3,35.4,62.1,0.264,14.0,33.3,0
2023-24,ist,-,12/04/2023,W,48,62.1,0.264,14.0,33.3,52.9,0.388,14.3,35.4,0
2023-24,ist,-,12/04/2023,W,48,55.9,0.223,5.9,15.1,53.6,0.124,17.5,37.0,0
2023-24,ist,-,11/28/2023,W,48,60.8,0.307,8.9,23.8,58.5,0.223,6.0,19.6,0
2023-24,ist,-,11/28/2023,W,48,63.9,0.133,16.7,35.6,48.3,0.200,8.2,21.4,0
2023-24,ist,-,11/28/2023,W,48,53.3,0.462,9.5,23.7,58.4,0.361,18.9,21.7,0
2023-24,ist,-,11/28/2023,W,48,51.3,0.410,20.0,33.3,47.2,0.256,10.0,21.8,0
2023-24,ist,-,11/28/2023,L,48,58.4,0.361,18.9,21.7,53.3,0.462,9.5,23.7,0
2023-24,ist,-,11/28/2023,L,48,58.5,0.223,6.0,19.6,60.8,0.307,8.9,23.8,0
2023-24,ist,-,11/28/2023,W,48,52.2,0.292,15.0,35.3,45.0,0.188,7.1,27.0,0
2023-24,ist,-,11/28/2023,W,48,55.1,0.227,16.7,38.8,48.9,0.079,17.9,27.8,0
2023-24,ist,-,11/28/2023,L,48,54.1,0.341,12.4,33.3,53.9,0.326,7.3,28.6,0
2023-24,ist,-,11/28/2023,W,48,60.8,0.183,16.5,31.8,41.1,0.238,10.7,31.3,0
2023-24,ist,-,11/28/2023,L,48,41.1,0.238,10.7,31.3,60.8,0.183,16.5,31.8,0
2023-24,ist,-,11/28/2023,L,48,47.2,0.256,10.0,21.8,51.3,0.410,20.0,33.3,0
2023-24,ist,-,11/28/2023,W,48,53.9,0.326,7.3,28.6,54.1,0.341,12.4,33.3,0
2023-24,ist,-,11/28/2023,L,48,45.0,0.188,7.1,27.0,52.2,0.292,15.0,35.3,0
2023-24,ist,-,11/28/2023,L,48,48.3,0.200,8.2,21.4,63.9,0.133,16.7,35.6,0
2023-24,ist,-,11/28/2023,L,48,48.9,0.079,17.9,27.8,55.1,0.227,16.7,38.8,0
2023-24,ist,-,11/24/2023,W,48,57.1,0.259,17.8,31.1,45.4,0.487,15.0,16.7,0
2023-24,ist,-,11/24/2023,W,48,58.6,0.368,14.0,24.4,51.9,0.125,16.1,17.8,0
2023-24,ist,-,11/24/2023,L,48,37.8,0.223,15.5,30.3,56.1,0.183,14.1,19.0,0
2023-24,ist,-,11/24/2023,L,48,44.8,0.241,11.1,20.8,54.3,0.222,19.4,20.0,0
2023-24,ist,-,11/24/2023,W,48,54.3,0.222,19.4,20.0,44.8,0.241,11.1,20.8,0
2023-24,ist,-,11/24/2023,W,48,54.5,0.307,15.0,31.3,51.6,0.185,10.9,23.1,0
2023-24,ist,-,11/24/2023,W,48,57.1,0.359,8.6,24.5,55.5,0.210,8.7,24.1,0
2023-24,ist,-,11/24/2023,L,48,51.9,0.125,16.1,17.8,58.6,0.368,14.0,24.4,0
2023-24,ist,-,11/24/2023,L,48,55.5,0.210,8.7,24.1,57.1,0.359,8.6,24.5,0
2023-24,ist,-,11/24/2023,L,48,51.0,0.120,18.7,36.4,61.1,0.296,22.4,25.6,0
2023-24,ist,-,11/24/2023,W,48,57.5,0.110,12.9,34.0,51.2,0.354,17.8,28.3,0
2023-24,ist,-,11/24/2023,W,48,56.1,0.183,14.1,19.0,37.8,0.223,15.5,30.3,0
2023-24,ist,-,11/24/2023,W,48,60.8,0.325,15.1,31.8,58.5,0.232,14.0,31.0,0
2023-24,ist,-,11/24/2023,L,48,45.4,0.487,15.0,16.7,57.1,0.259,17.8,31.1,0
2023-24,ist,-,11/24/2023,L,48,51.6,0.185,10.9,23.1,54.5,0.307,15.0,31.3,0
2023-24,ist,-,11/24/2023,L,48,58.5,0.232,14.0,31.0,60.8,0.325,15.1,31.8,0
2023-24,ist,-,11/24/2023,L,48,51.2,0.354,17.8,28.3,57.5,0.110,12.9,34.0,0
2023-24,ist,-,11/24/2023,W,48,61.1,0.296,22.4,25.6,51.0,0.120,18.7,36.4,0
2023-24,ist,-,11/24/2023,W,48,55.9,0.235,9.1,43.6,51.7,0.267,14.1,37.5,0
2023-24,ist,-,11/24/2023,L,48,51.7,0.267,14.1,37.5,55.9,0.235,9.1,43.6,0
2024-25,pre-season,-,10/18/2024,W,53,54.3,0.183,15.4,32.8,51.4,0.349,12.1,26.2,0
2024-25,pre-season,-,10/18/2024,L,53,51.4,0.349,12.1,26.2,54.3,0.183,15.4,32.8,0
2024-25,pre-season,-,10/18/2024,L,48,51.8,0.458,15.4,24.5,60.8,0.182,15.1,20.9,0
2024-25,pre-season,-,10/18/2024,L,48,41.9,0.395,17.5,35.1,55.8,0.256,16.5,22.2,0
2024-25,pre-season,-,10/18/2024,W,48,60.8,0.182,15.1,20.9,51.8,0.458,15.4,24.5,0
