SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,TOUCHES,ELBOW_TOUCHES,ELBOW_TOUCH_FGM,ELBOW_TOUCH_FGA,ELBOW_TOUCH_FG_PCT,ELBOW_TOUCH_FTM,ELBOW_TOUCH_FTA,ELBOW_TOUCH_FT_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_PTS_PCT,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCH_FOULS,ELBOW_TOUCH_FOULS_PCT
2017-18,playoffs,-,5,4,240.0,408.2,10.2,1.8,4.9,36.4,0.4,0.7,66.7,4.0,39.1,2.0,19.6,0.4,4.3,0.7,6.5,0.3,3.3,0
2017-18,playoffs,-,2,4,240.0,347.2,7.3,2.5,5.5,45.5,0.0,0.0,0.0,5.0,68.2,0.8,11.4,0.2,2.3,0.5,6.8,0.0,0.0,0
2017-18,playoffs,-,5,5,242.5,449.8,14.0,2.7,6.6,40.9,1.9,2.0,95.0,7.5,53.6,2.5,17.9,0.8,5.7,0.7,5.0,1.0,7.1,0
2017-18,playoffs,-,0,4,240.0,392.0,9.3,2.3,5.0,45.0,0.0,0.0,0.0,4.5,48.6,2.3,24.3,0.5,5.4,0.5,5.4,0.0,0.0,0
2017-18,playoffs,-,1,4,240.0,415.8,24.2,4.0,9.0,44.4,2.2,2.4,91.7,10.4,43.0,9.0,37.2,1.6,6.6,0.6,2.5,1.2,5.0,0
2017-18,playoffs,-,4,6,242.5,389.8,5.0,0.9,2.3,39.1,0.4,0.6,66.7,2.3,46.0,1.0,20.0,0.3,6.0,0.2,4.0,0.3,6.0,0
2017-18,playoffs,-,5,6,240.0,391.7,2.8,0.2,1.0,18.2,0.2,0.2,100,0.5,19.4,0.9,32.3,0.1,3.2,0.2,6.5,0.1,3.2,0
2017-18,playoffs,-,2,4,240.0,372.8,4.8,1.3,2.5,53.3,0.0,0.0,0.0,2.7,55.2,1.5,31.0,0.2,3.4,0.2,3.4,0.0,0.0,0
2018-19,regular-season,-,29,53,242.1,431.7,4.5,1.2,2.4,47.5,0.5,0.6,75.5,2.9,64.3,1.3,27.8,0.3,6.2,0.3,7.0,0.3,7.3,0
2018-19,regular-season,-,49,33,241.2,419.4,10.1,2.5,4.7,51.9,1.0,1.3,75.5,6.0,59.1,3.5,34.9,0.9,8.9,0.6,6.1,0.6,5.9,0
2018-19,regular-season,-,42,40,243.7,436.3,2.2,0.3,0.8,40.6,0.2,0.3,63.0,0.9,40.7,0.9,43.5,0.2,9.6,0.1,5.6,0.2,7.3,0
2018-19,regular-season,-,39,43,241.8,412.2,3.7,0.8,1.5,52.8,0.4,0.5,75.6,2.0,53.4,1.6,42.7,0.2,5.9,0.2,5.5,0.2,6.5,0
2018-19,regular-season,-,22,59,242.8,406.0,10.7,2.5,5.4,47.1,0.9,1.1,81.1,6.0,56.5,3.4,31.4,0.5,4.7,0.8,7.3,0.5,5.0,0
2018-19,regular-season,-,19,63,240.9,404.9,9.3,1.3,3.6,37.0,0.9,1.2,72.9,3.6,38.3,3.8,41.3,0.7,7.9,0.7,7.5,0.6,6.2,0
2018-19,regular-season,-,33,49,241.2,437.5,8.9,1.9,4.2,46.4,1.2,1.6,75.6,5.2,58.5,2.8,31.0,0.5,5.3,0.6,7.2,0.8,9.1,0
2018-19,regular-season,-,54,28,240.6,436.3,15.7,3.2,6.6,48.0,1.5,2.0,74.1,7.9,50.3,6.3,40.1,1.6,10.2,0.9,5.6,1.0,6.4,0
2018-19,regular-season,-,41,41,242.1,431.0,13.1,2.5,5.7,43.5,1.2,1.8,68.5,6.3,48.0,4.6,35.0,0.9,6.6,1.0,7.7,0.9,6.8,0
2018-19,regular-season,-,57,25,241.5,444.8,17.4,2.6,5.0,52.5,1.1,1.3,80.7,6.5,37.3,9.9,56.8,2.9,16.6,0.9,5.0,0.6,3.6,0
2018-19,regular-season,-,53,29,241.8,366.7,3.9,1.0,1.8,51.7,0.2,0.3,69.6,2.3,58.9,1.6,41.1,0.4,9.7,0.2,5.3,0.1,3.1,0
2018-19,regular-season,-,48,34,240.3,428.4,13.8,2.7,5.6,48.8,1.3,1.7,77.7,6.8,49.4,5.5,39.6,1.2,8.7,1.0,7.5,0.8,5.9,0
2018-19,regular-season,-,48,34,241.8,429.2,11.2,2.6,5.6,47.6,1.2,1.7,72.1,6.6,59.0,3.4,30.6,0.7,6.4,0.7,6.5,0.8,7.4,0
2018-19,regular-season,-,37,45,241.2,404.2,8.2,1.8,3.8,48.2,0.6,0.8,72.1,4.3,52.6,2.9,34.8,0.7,8.4,0.6,7.7,0.4,4.7,0
2018-19,regular-season,-,33,49,242.4,449.9,13.8,3.0,6.2,48.6,1.3,1.7,74.5,7.5,54.2,4.7,33.7,1.0,7.3,1.1,7.7,0.9,6.2,0
2018-19,regular-season,-,39,43,240.6,425.2,7.9,1.5,3.3,44.3,0.5,0.8,60.6,3.5,44.3,3.1,39.7,0.7,8.8,0.6,7.4,0.4,4.8,0
2018-19,regular-season,-,60,22,241.2,410.2,8.3,1.8,3.7,49.8,0.9,1.1,76.9,4.6,55.1,2.7,32.2,0.6,7.3,0.6,7.3,0.5,6.6,0
2018-19,regular-season,-,36,46,241.8,417.3,19.7,4.3,8.7,49.1,1.9,2.3,83.2,10.6,53.9,6.8,34.6,1.4,7.2,1.5,7.7,1.1,5.8,0
2018-19,regular-season,-,33,49,240.9,439.0,14.0,2.9,6.3,46.3,1.9,2.5,74.9,7.9,55.9,4.8,33.9,1.0,6.9,0.9,6.6,1.2,8.6,0
2018-19,regular-season,-,17,64,241.2,418.3,9.0,1.7,3.8,45.8,0.8,1.0,74.7,4.3,47.7,3.2,36.3,0.7,7.9,0.8,8.6,0.5,5.4,0
2018-19,regular-season,-,48,33,242.2,372.3,10.3,2.6,5.2,50.5,0.9,1.4,60.3,6.2,60.1,3.0,29.0,0.6,6.0,0.7,7.2,0.7,6.6,0
2018-19,regular-season,-,40,40,241.3,405.5,13.4,2.8,6.3,45.2,0.8,1.1,72.6,6.6,49.3,5.3,39.2,1.1,8.2,0.8,5.7,0.5,3.9,0
2018-19,regular-season,-,51,30,241.5,443.0,15.7,3.2,6.8,47.6,2.5,3.2,78.8,9.2,58.4,5.1,32.7,1.2,7.8,1.1,7.2,1.6,10.1,0
2018-19,regular-season,-,19,63,242.4,429.6,8.2,2.1,4.0,51.7,0.8,1.0,76.7,5.0,61.2,2.7,32.7,0.6,7.6,0.5,6.3,0.5,6.3,0
2018-19,regular-season,-,53,29,242.1,407.0,11.7,2.8,5.6,50.0,1.1,1.5,73.6,6.8,57.8,3.8,32.5,0.8,6.8,0.9,7.4,0.8,6.4,0
2018-19,regular-season,-,39,43,240.6,420.0,13.3,2.7,6.3,43.0,1.5,2.2,71.2,7.0,52.5,4.5,33.5,1.1,8.2,0.9,6.8,1.0,7.8,0
2018-19,regular-season,-,48,34,241.5,400.2,19.1,4.5,9.5,47.6,2.1,2.7,77.7,11.4,59.7,6.2,32.7,1.4,7.2,0.9,4.5,1.3,7.0,0
2018-19,regular-season,-,58,24,242.4,422.2,11.3,2.5,5.1,49.4,1.2,1.4,81.2,6.4,56.4,3.8,33.9,1.0,8.7,0.9,7.8,0.7,6.1,0
2018-19,regular-season,-,50,31,240.9,434.5,2.5,0.4,0.9,47.9,0.2,0.3,76.2,1.1,42.4,1.1,44.8,0.2,6.9,0.2,6.4,0.1,4.9,0
2018-19,regular-season,-,31,50,243.1,418.1,7.0,1.5,3.2,46.3,0.7,0.8,80.3,3.7,52.6,2.4,34.6,0.5,7.2,0.5,7.1,0.4,5.6,0
2018-19,playoffs,-,5,4,240.0,393.9,7.7,1.4,3.2,44.8,0.9,1.2,72.7,3.8,49.3,2.6,33.3,0.3,4.3,0.9,11.6,0.6,7.2,0
2018-19,playoffs,-,1,4,240.0,380.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-19,playoffs,-,7,7,247.1,433.4,12.6,2.6,5.8,45.7,1.0,1.3,77.8,6.3,50.0,4.5,35.8,1.0,8.0,0.8,6.3,0.6,4.5,0
2018-19,playoffs,-,0,4,240.0,405.3,6.0,0.5,2.3,22.2,0.3,0.3,100,1.3,20.8,2.3,37.5,1.0,16.7,0.8,12.5,0.0,0.0,0
2018-19,playoffs,-,14,8,242.3,434.2,15.9,2.2,4.9,44.9,0.6,0.8,76.5,5.0,31.7,9.0,56.6,2.0,12.3,1.1,6.9,0.3,2.0,0
2018-19,playoffs,-,6,5,242.3,355.4,1.4,0.2,0.6,28.6,0.0,0.2,0.0,0.4,26.7,0.5,33.3,0.0,0.0,0.0,0.0,0.1,6.7,0
2018-19,playoffs,-,0,4,240.0,394.8,13.5,2.3,4.3,52.9,0.8,1.5,50.0,5.3,38.9,7.3,53.7,1.3,9.3,0.8,5.6,0.8,5.6,0
2018-19,playoffs,-,2,4,240.0,441.8,11.0,1.7,4.7,35.7,1.2,1.5,77.8,4.5,40.9,3.5,31.8,1.0,9.1,0.8,7.6,0.5,4.5,0
2018-19,playoffs,-,10,5,243.3,403.4,6.1,1.0,2.3,44.1,0.9,1.1,76.5,2.9,47.8,2.5,40.2,0.3,5.4,0.4,6.5,0.5,7.6,0
2018-19,playoffs,-,1,4,240.0,349.2,12.6,2.2,5.4,40.7,1.8,2.4,75.0,6.2,49.2,3.6,28.6,0.6,4.8,1.0,7.9,1.2,9.5,0
2018-19,playoffs,-,1,4,240.0,399.8,9.8,1.0,3.0,33.3,0.8,0.8,100,2.8,28.6,4.2,42.9,1.0,10.2,1.4,14.3,0.4,4.1,0
2018-19,playoffs,-,7,5,240.0,411.4,15.5,2.6,5.8,44.9,1.9,2.3,85.2,7.1,45.7,6.7,43.0,2.2,14.0,1.2,7.5,1.0,6.5,0
2018-19,playoffs,-,8,8,247.8,373.2,7.9,1.3,3.6,36.2,0.6,0.8,75.0,3.2,40.2,2.6,32.3,0.6,7.9,0.6,7.9,0.3,3.9,0
2018-19,playoffs,-,3,4,240.0,368.4,14.7,2.0,6.9,29.2,1.6,2.0,78.6,5.6,37.9,5.4,36.9,1.3,8.7,0.1,1.0,1.0,6.8,0
2018-19,playoffs,-,16,8,242.1,415.2,9.4,1.8,3.8,46.2,1.3,1.4,91.2,4.8,50.4,3.6,38.1,0.4,4.0,0.8,8.8,0.6,6.6,0
2018-19,playoffs,-,1,4,240.0,395.8,3.2,0.6,1.2,50.0,0.0,0.4,0.0,1.2,37.5,1.2,37.5,0.2,6.3,0.4,12.5,0.2,6.3,0
2019-20,regular-season,-,20,47,243.0,398.7,3.7,1.1,1.9,58.1,0.4,0.6,72.5,2.7,71.8,0.9,23.4,0.2,5.2,0.4,10.9,0.3,8.1,0
2019-20,regular-season,-,48,24,242.1,406.0,6.3,1.4,3.0,45.8,0.8,1.0,79.7,3.6,57.3,2.0,31.9,0.5,8.1,0.5,7.5,0.5,7.5,0
2019-20,regular-season,-,35,37,242.8,402.2,1.6,0.2,0.4,48.3,0.1,0.2,71.4,0.6,35.7,0.9,59.8,0.2,12.5,0.1,5.4,0.1,6.3,0
2019-20,regular-season,-,23,41,242.3,427.8,8.9,1.9,3.7,50.2,0.7,1.0,69.4,4.6,51.0,3.6,40.6,0.7,7.7,0.6,6.3,0.5,5.4,0
2019-20,regular-season,-,22,43,241.2,408.3,4.6,0.9,2.0,47.7,0.5,0.6,73.8,2.4,51.9,1.7,36.4,0.2,5.1,0.4,8.4,0.3,7.1,0
2019-20,regular-season,-,19,46,241.9,412.9,11.3,2.3,4.7,48.2,1.0,1.3,76.8,5.7,50.2,4.4,38.7,1.0,9.0,1.0,8.5,0.6,5.6,0
2019-20,regular-season,-,41,32,242.1,413.4,5.4,1.3,3.0,43.4,0.6,0.8,71.0,3.4,62.0,1.4,25.1,0.3,5.3,0.3,6.1,0.4,7.8,0
2019-20,regular-season,-,46,27,243.1,427.3,13.8,2.8,5.5,51.5,1.4,1.8,75.6,7.3,52.6,5.3,38.2,1.3,9.4,1.0,7.3,0.9,6.5,0
2019-20,regular-season,-,20,45,241.9,409.6,7.6,2.0,3.8,52.8,1.0,1.3,77.1,5.2,68.2,1.9,24.7,0.4,4.8,0.9,11.7,0.6,8.2,0
2019-20,regular-season,-,15,50,241.9,456.5,11.5,1.9,4.1,47.3,0.6,0.9,75.0,4.7,40.5,5.6,48.5,1.0,8.9,0.7,6.4,0.4,3.9,0
2019-20,regular-season,-,44,28,241.4,369.0,2.2,0.4,0.9,38.8,0.2,0.3,70.8,1.0,45.6,0.7,33.1,0.1,5.6,0.2,10.6,0.2,7.5,0
2019-20,regular-season,-,45,28,241.4,416.0,8.4,1.8,3.8,47.5,0.5,0.7,80.0,4.3,51.1,2.7,31.7,0.8,9.1,0.9,10.7,0.3,4.1,0
2019-20,regular-season,-,49,23,241.4,396.7,10.4,2.4,5.2,45.9,1.3,1.6,81.7,6.3,60.7,3.1,29.5,0.6,6.1,0.7,7.1,0.8,7.9,0
2019-20,regular-season,-,52,19,240.7,407.4,14.3,2.6,5.6,47.1,1.3,1.7,79.2,6.7,47.0,6.2,43.1,1.6,10.9,0.9,6.2,0.9,6.0,0
2019-20,regular-season,-,34,39,240.7,431.0,8.2,2.1,4.2,49.7,0.9,1.1,81.3,5.2,62.8,2.3,27.4,0.4,4.8,0.7,8.8,0.6,7.0,0
2019-20,regular-season,-,44,28,243.1,413.5,8.1,1.1,2.3,48.2,0.8,1.0,79.7,3.1,38.2,4.3,52.9,1.1,13.2,0.4,5.5,0.5,5.8,0
2019-20,regular-season,-,55,17,241.0,406.9,10.7,3.0,5.7,52.3,0.9,1.2,73.0,7.0,65.4,2.8,25.9,0.7,6.4,0.9,8.6,0.6,5.9,0
2019-20,regular-season,-,19,45,243.1,433.3,7.4,1.4,3.0,46.7,0.8,1.1,70.6,3.7,50.2,2.9,38.7,0.7,9.7,0.7,8.8,0.5,7.4,0
2019-20,regular-season,-,30,41,241.8,446.2,6.5,1.3,2.6,49.2,0.5,0.8,61.7,3.1,47.6,2.7,40.7,0.6,8.8,0.5,7.1,0.4,6.5,0
2019-20,regular-season,-,21,45,241.9,422.6,11.4,2.7,5.4,50.6,1.1,1.4,75.5,6.7,58.8,3.6,31.4,0.7,6.2,1.1,9.3,0.7,6.2,0
2019-20,regular-season,-,44,28,242.1,407.5,7.1,1.4,3.1,46.4,1.0,1.4,71.4,3.9,55.0,2.5,34.8,0.3,4.9,0.4,6.3,0.7,9.4,0
2019-20,regular-season,-,33,40,240.7,392.7,11.4,2.2,5.0,45.1,0.5,0.8,67.2,5.2,45.4,4.9,43.4,1.1,9.9,0.5,4.7,0.4,3.5,0
2019-20,regular-season,-,43,30,241.0,421.8,17.0,4.1,8.0,50.9,2.2,2.8,80.8,10.7,62.9,5.6,32.7,1.3,7.6,1.1,6.7,1.4,8.1,0
2019-20,regular-season,-,34,38,240.7,416.1,8.6,2.1,4.0,51.2,0.7,0.8,86.2,5.0,57.9,3.2,37.0,0.6,7.1,0.5,6.3,0.4,4.7,0
2019-20,regular-season,-,34,39,241.0,366.9,9.1,2.3,5.1,45.2,1.2,1.5,82.6,5.9,65.4,1.8,20.3,0.4,3.9,0.8,8.9,0.7,8.1,0
2019-20,regular-season,-,31,40,242.5,405.9,9.8,1.7,3.6,47.0,0.8,1.0,81.9,4.3,43.7,4.5,45.8,1.2,11.8,0.6,6.6,0.5,5.0,0
2019-20,regular-season,-,31,39,242.1,401.0,11.8,2.5,5.3,46.6,1.2,1.5,80.8,6.3,53.6,4.5,38.3,1.0,8.1,0.5,4.2,0.7,6.3,0
2019-20,regular-season,-,52,19,241.4,415.9,8.3,1.6,3.5,45.1,0.6,0.8,78.9,3.8,46.0,3.4,40.8,0.7,8.3,0.6,7.6,0.4,4.9,0
2019-20,regular-season,-,44,28,241.0,417.2,2.4,0.4,0.9,47.7,0.5,0.6,90.0,1.4,58.4,0.8,32.4,0.1,5.2,0.3,11.6,0.3,11.6,0
2019-20,regular-season,-,25,47,241.0,433.0,3.3,0.7,1.6,44.8,0.3,0.3,72.0,1.7,52.3,1.2,35.0,0.3,7.6,0.2,5.5,0.2,5.1,0
2019-20,playoffs,-,10,7,244.4,394.8,4.1,1.4,2.4,60.0,0.4,0.5,75.0,3.2,79.7,1.1,27.5,0.2,4.3,0.2,5.8,0.2,5.8,0
2019-20,playoffs,-,0,4,240.0,421.8,1.8,0.5,0.5,100,0.0,0.0,0.0,1.3,71.4,1.0,57.1,0.0,0.0,0.3,14.3,0.0,0.0,0
2019-20,playoffs,-,2,4,244.2,402.0,5.0,1.2,2.3,50.0,1.7,2.3,71.4,4.0,80.0,0.8,16.7,0.2,3.3,0.3,6.7,1.2,23.3,0
2019-20,playoffs,-,9,10,241.3,401.7,11.6,2.0,4.1,48.7,1.3,1.7,75.0,5.3,45.5,5.0,43.2,0.8,7.3,1.1,9.5,0.8,6.8,0
2019-20,playoffs,-,5,7,242.1,372.9,3.5,0.6,1.1,53.8,0.3,0.3,100,1.7,47.6,1.8,50.0,0.5,14.3,0.2,4.8,0.2,4.8,0
2019-20,playoffs,-,0,4,240.0,384.0,3.0,0.3,1.0,25.0,0.0,0.5,0.0,0.5,16.7,1.3,41.7,0.0,0.0,0.0,0.0,0.3,8.3,0
2019-20,playoffs,-,7,6,241.9,381.8,8.5,2.2,4.3,50.0,1.0,1.1,92.9,5.5,64.9,2.3,27.0,0.5,5.4,0.5,6.3,0.7,8.1,0
2019-20,playoffs,-,16,5,240.0,395.3,12.5,2.5,4.8,51.5,0.9,1.2,72.0,6.0,48.5,5.7,45.4,1.0,8.4,0.9,6.9,0.6,5.0,0
2019-20,playoffs,-,14,7,242.4,410.0,8.5,0.9,2.2,40.4,1.2,1.4,83.3,3.1,36.5,4.6,54.5,0.8,9.6,0.5,6.2,0.7,8.4,0
2019-20,playoffs,-,5,5,242.5,388.5,7.2,1.4,3.4,41.2,0.2,0.8,25.0,3.1,43.1,2.2,30.6,0.5,6.9,0.7,9.7,0.4,5.6,0
2019-20,playoffs,-,3,4,243.6,399.6,8.3,1.7,3.1,54.5,0.6,0.9,66.7,4.0,48.3,3.3,39.7,0.6,6.9,0.3,3.4,0.4,5.2,0
2019-20,playoffs,-,1,4,240.0,402.2,9.6,2.2,4.2,52.4,0.0,0.0,0.0,4.4,45.8,4.4,45.8,0.4,4.2,0.8,8.3,0.0,0.0,0
2019-20,playoffs,-,0,4,240.0,400.8,21.8,5.3,9.8,53.8,4.5,5.5,81.8,15.5,71.3,7.3,33.3,1.5,6.9,1.3,5.7,2.8,12.6,0
2019-20,playoffs,-,1,4,240.0,362.6,9.6,2.0,5.2,38.5,1.0,1.2,83.3,5.2,54.2,2.6,27.1,1.0,10.4,1.2,12.5,0.6,6.3,0
2019-20,playoffs,-,7,4,244.5,408.9,10.2,3.1,5.1,60.7,0.5,0.8,55.6,6.9,67.9,3.5,34.8,0.9,8.9,0.9,8.9,0.4,3.6,0
2019-20,playoffs,-,3,4,243.6,391.0,1.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,60.0,0.1,10.0,0.0,0.0,0.0,0.0,0
2019-20,play-in,-,0,1,240.0,401.0,7.0,2.0,3.0,66.7,2.0,2.0,100,6.0,85.7,0.0,0.0,0.0,0.0,2.0,28.6,1.0,14.3,0
2019-20,play-in,-,1,0,240.0,381.0,11.0,3.0,5.0,60.0,5.0,6.0,83.3,11.0,100,2.0,18.2,0.0,0.0,0.0,0.0,3.0,27.3,0
2019-20,ist,-,0,1,265.0,502.0,6.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,33.3,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2019-20,ist,-,1,0,265.0,527.0,10.0,2.0,8.0,25.0,2.0,2.0,100,6.0,60.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0
2020-21,regular-season,-,41,31,241.7,396.3,7.7,2.0,4.2,47.5,0.7,0.9,74.2,4.7,61.0,2.0,25.5,0.3,4.1,0.6,8.3,0.5,6.1,0
2020-21,regular-season,-,36,36,241.4,406.8,6.7,1.4,3.0,45.0,0.6,0.8,75.0,3.5,52.0,2.3,34.2,0.6,8.3,0.5,7.9,0.4,6.2,0
2020-21,regular-season,-,48,24,241.7,397.8,5.2,1.0,2.0,49.3,0.7,0.8,83.1,2.8,54.4,2.3,44.5,0.5,9.9,0.3,4.8,0.4,8.0,0
2020-21,regular-season,-,33,39,241.0,426.6,4.8,0.9,1.6,53.0,0.2,0.2,78.6,1.9,40.7,2.5,52.0,0.4,8.4,0.4,7.6,0.1,2.0,0
2020-21,regular-season,-,31,41,241.4,412.8,11.3,2.6,5.0,52.2,0.6,0.8,81.5,5.9,52.6,4.6,40.9,1.1,10.1,0.7,6.5,0.4,3.3,0
2020-21,regular-season,-,22,50,242.1,424.3,8.6,1.5,3.7,39.9,0.7,1.1,66.3,3.8,43.9,3.2,36.5,0.5,6.3,0.7,7.9,0.6,6.4,0
2020-21,regular-season,-,42,30,240.3,392.1,5.9,1.5,2.9,50.7,1.0,1.3,81.5,4.0,67.8,1.7,28.5,0.3,4.9,0.4,6.8,0.6,10.7,0
2020-21,regular-season,-,47,25,242.8,416.4,13.0,3.0,5.6,54.2,1.3,1.7,80.8,7.7,58.7,5.0,38.3,1.2,9.3,1.0,7.4,0.8,6.3,0
2020-21,regular-season,-,20,52,242.1,407.5,8.2,1.4,3.2,45.2,1.1,1.5,71.7,4.0,48.6,3.4,40.9,0.5,6.3,0.4,5.2,0.8,9.1,0
2020-21,regular-season,-,39,33,240.3,428.9,8.9,1.4,3.0,46.6,0.3,0.5,58.3,3.3,37.1,4.7,52.7,1.2,12.9,0.5,5.6,0.3,2.8,0
2020-21,regular-season,-,17,55,240.3,398.1,5.3,1.1,2.2,49.0,0.7,0.9,76.6,2.9,54.5,2.0,37.4,0.4,8.1,0.5,8.6,0.4,8.4,0
2020-21,regular-season,-,34,38,242.4,431.3,7.8,1.3,2.8,47.1,0.6,0.8,69.0,3.3,42.2,3.5,44.7,0.9,11.6,0.6,8.2,0.4,5.2,0
2020-21,regular-season,-,47,25,240.0,398.9,11.0,2.6,5.0,51.0,0.9,1.1,82.5,6.1,55.7,4.1,37.2,0.8,7.2,0.7,6.1,0.6,5.0,0
2020-21,regular-season,-,42,30,242.4,424.8,15.2,3.4,7.0,49.1,1.2,1.5,80.9,8.3,54.5,5.5,36.2,1.1,7.0,1.2,7.8,0.8,5.0,0
2020-21,regular-season,-,38,34,241.7,401.1,6.5,1.6,2.9,55.7,0.7,0.9,81.0,4.1,62.7,2.0,31.5,0.3,5.4,0.6,9.4,0.4,6.6,0
2020-21,regular-season,-,40,32,241.4,403.2,9.5,1.3,2.6,50.8,0.7,0.8,80.0,3.4,35.8,5.6,58.2,1.5,16.2,0.5,5.7,0.4,4.4,0
2020-21,regular-season,-,46,26,240.7,380.1,9.8,2.4,5.0,48.6,1.0,1.4,69.3,6.1,61.8,2.7,27.8,0.5,5.0,0.8,7.8,0.7,7.2,0
2020-21,regular-season,-,23,49,241.7,420.9,8.5,1.6,3.5,46.8,0.9,1.3,74.4,4.3,50.2,3.3,39.5,0.7,8.4,0.7,7.9,0.6,7.2,0
2020-21,regular-season,-,31,41,242.1,416.3,7.2,1.7,3.0,57.2,0.9,1.3,63.9,4.4,60.8,2.8,38.5,0.5,6.5,0.4,5.6,0.7,9.4,0
2020-21,regular-season,-,41,31,242.1,394.4,6.4,1.3,2.5,51.7,0.7,0.8,86.0,3.4,52.9,2.9,44.9,0.7,10.4,0.3,5.4,0.4,6.1,0
2020-21,regular-season,-,22,50,241.0,408.8,4.0,0.9,1.8,49.6,0.3,0.3,81.8,2.1,52.8,1.4,34.1,0.3,6.2,0.3,7.6,0.2,3.8,0
2020-21,regular-season,-,21,51,240.7,392.2,11.1,1.9,4.4,44.6,0.8,1.1,72.0,4.8,43.3,5.0,45.6,1.0,9.3,0.6,5.0,0.6,5.2,0
2020-21,regular-season,-,49,23,242.1,430.7,14.9,3.5,6.4,54.9,2.3,2.8,80.8,9.6,64.3,5.3,35.4,0.9,5.8,1.0,6.4,1.4,9.5,0
2020-21,regular-season,-,51,21,242.8,402.6,8.9,2.2,4.6,47.9,0.8,0.9,85.9,5.3,59.3,3.0,33.6,0.6,6.4,0.5,5.6,0.4,5.0,0
2020-21,regular-season,-,42,30,240.3,364.6,8.0,2.2,4.5,47.7,0.8,0.9,79.4,5.2,65.1,1.9,23.5,0.4,5.5,0.5,6.6,0.5,5.9,0
2020-21,regular-season,-,31,41,240.3,399.4,6.7,1.4,2.9,50.0,0.8,0.9,80.9,3.7,55.8,2.4,35.8,0.4,5.6,0.5,7.7,0.5,7.3,0
2020-21,regular-season,-,33,39,242.8,380.7,5.0,1.0,2.1,49.7,0.7,0.9,72.1,2.9,57.3,2.0,39.1,0.5,9.4,0.3,5.5,0.5,9.4,0
2020-21,regular-season,-,27,45,240.3,412.3,5.2,0.8,1.9,39.3,0.6,0.7,82.7,2.2,41.5,2.3,44.1,0.6,10.6,0.4,7.2,0.4,6.9,0
2020-21,regular-season,-,52,20,241.0,411.2,2.6,0.5,1.1,41.8,0.4,0.4,87.5,1.3,50.5,0.9,34.2,0.2,7.4,0.2,7.4,0.2,8.4,0
2020-21,regular-season,-,34,38,241.7,391.8,7.8,2.1,3.9,55.0,0.7,0.9,71.6,5.0,65.1,2.3,29.7,0.4,5.0,0.7,8.4,0.5,5.9,0
2020-21,playoffs,-,10,8,240.0,364.9,7.6,2.5,4.4,56.3,0.7,0.9,75.0,5.8,76.6,1.6,21.2,0.1,1.5,0.4,5.8,0.4,5.8,0
2020-21,playoffs,-,1,4,240.0,369.4,7.4,1.0,2.6,38.5,1.2,1.2,100,3.4,45.9,2.8,37.8,0.4,5.4,0.6,8.1,0.6,8.1,0
2020-21,playoffs,-,7,5,242.1,390.7,6.8,1.5,3.3,46.2,1.2,1.2,100,4.3,62.2,2.3,34.1,0.7,9.8,0.3,3.7,0.6,8.5,0
2020-21,playoffs,-,3,4,240.0,363.9,7.0,1.4,3.6,40.0,1.1,1.4,80.0,4.1,59.2,1.6,22.4,0.1,2.0,0.6,8.2,0.7,10.2,0
2020-21,playoffs,-,4,6,245.0,403.2,12.3,2.5,6.1,41.0,0.5,0.8,62.5,5.6,45.5,4.1,33.3,1.3,10.6,0.9,7.3,0.4,3.3,0
2020-21,playoffs,-,10,9,240.0,373.2,7.2,1.7,3.3,52.4,0.5,0.6,75.0,3.9,54.7,3.1,43.1,0.6,8.0,0.3,3.6,0.3,4.4,0
2020-21,playoffs,-,2,4,240.0,404.0,11.5,1.2,3.5,33.3,1.2,1.7,70.0,3.7,31.9,5.2,44.9,0.8,7.2,1.2,10.1,0.7,5.8,0
2020-21,playoffs,-,1,4,240.0,360.6,6.8,1.8,3.4,52.9,0.4,0.4,100,4.0,58.8,2.0,29.4,0.6,8.8,0.6,8.8,0.2,2.9,0
2020-21,playoffs,-,0,4,246.2,415.8,8.5,1.3,3.3,38.5,0.3,1.0,25.0,3.0,35.3,4.3,50.0,0.5,5.9,0.3,2.9,0.5,5.9,0
2020-21,playoffs,-,16,7,242.2,362.7,9.5,2.1,4.7,44.4,1.3,1.8,70.7,5.4,57.3,2.3,24.8,0.5,5.5,0.6,6.4,0.9,9.6,0
2020-21,playoffs,-,1,4,240.0,381.4,3.0,0.2,0.6,33.3,0.0,0.0,0.0,0.4,13.3,2.0,66.7,0.6,20.0,0.0,0.0,0.0,0.0,0
