SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2018-19,pre-season,LAL,3,2,1,66.7,3.6,10.7,4.0,6.0,66.7,0.7,1.7,40.0,2.0,3.7,54.5,1.0,1.7,2.7,1.3,1.0,0.7,0.3,0.3,1.0,2.3,2.3
2018-19,pre-season,WAS,3,2,1,66.7,6.3,17.0,7.0,11.0,63.6,0.7,3.7,18.2,2.3,4.3,53.8,0.3,5.7,6.0,4.3,3.3,1.3,1.3,0.0,3.3,3.0,3.3
2018-19,pre-season,ATL,2,1,1,50.0,4.3,10.0,4.5,9.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.5,3.5,4.0,1.0,0.5,0.5,1.0,0.5,2.0,0.5,-3.5
2018-19,pre-season,MIA,4,2,2,50.0,3.4,7.3,2.0,5.5,36.4,0.8,2.8,27.3,2.5,3.5,71.4,0.8,3.0,3.8,0.8,1.5,0.5,0.5,0.5,1.0,1.3,-0.5
2018-19,pre-season,OKC,2,1,1,50.0,6.7,14.5,3.5,12.5,28.0,2.5,5.0,50.0,5.0,7.5,66.7,3.5,5.0,8.5,3.0,2.5,2.0,1.0,0.0,3.5,4.5,-0.5
2018-19,pre-season,PHI,2,1,1,50.0,3.0,7.0,3.0,6.0,50.0,0.5,3.0,16.7,0.5,1.0,50.0,1.0,2.0,3.0,0.5,1.5,0.0,0.5,0.0,2.5,1.0,-2.5
2018-19,pre-season,PHX,2,1,1,50.0,2.8,8.0,2.5,5.0,50.0,0.0,2.0,0.0,3.0,4.5,66.7,1.0,2.5,3.5,0.5,1.5,0.5,1.0,0.5,4.0,3.5,-1.0
2018-19,pre-season,POR,2,1,1,50.0,3.4,7.5,3.0,6.5,46.2,0.0,2.5,0.0,1.5,2.5,60.0,1.5,2.5,4.0,0.5,2.0,0.5,0.0,0.0,2.0,2.0,-5.0
2018-19,pre-season,SAS,2,1,1,50.0,2.9,10.5,4.0,5.5,72.7,0.5,1.0,50.0,2.0,2.5,80.0,0.0,1.5,1.5,2.5,0.5,1.0,0.0,0.0,0.0,1.5,1.5
2018-19,pre-season,BOS,3,1,2,33.3,2.6,6.0,2.7,5.0,53.3,0.0,0.7,0.0,0.7,1.0,66.7,0.7,2.3,3.0,1.3,0.7,0.3,0.7,0.0,1.7,1.3,-1.0
2018-19,pre-season,DAL,3,1,2,33.3,3.7,11.3,3.7,5.7,64.7,0.7,1.3,50.0,3.3,6.3,52.6,0.3,2.0,2.3,1.7,0.7,1.7,0.3,0.3,2.3,3.0,0.0
2018-19,pre-season,DET,3,1,2,33.3,6.5,12.7,4.7,12.7,36.8,1.0,5.3,18.8,2.3,3.7,63.6,2.3,5.0,7.3,3.0,2.0,1.7,0.3,1.0,2.3,2.3,1.0
2018-19,pre-season,SAC,3,1,2,33.3,4.9,13.7,3.3,9.0,37.0,1.3,3.7,36.4,5.7,7.3,77.3,1.3,3.3,4.7,1.7,1.3,0.7,0.3,0.3,4.0,4.0,0.0
2018-19,pre-season,CHI,2,0,2,0.0,2.9,3.5,1.0,4.5,22.2,0.5,2.5,20.0,1.0,1.0,100,0.5,3.0,3.5,0.5,1.0,0.5,0.5,0.5,3.0,1.0,-4.0
2018-19,pre-season,GSW,2,0,2,0.0,2.7,2.0,1.0,5.0,20.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,-2.5
2018-19,pre-season,IND,1,0,1,0.0,9.9,13.0,4.0,17.0,23.5,1.0,5.0,20.0,4.0,4.0,100,3.0,9.0,12.0,2.0,7.0,1.0,4.0,2.0,6.0,3.0,-7.0
2018-19,pre-season,MIL,1,0,1,0.0,8.7,20.0,6.0,16.0,37.5,4.0,9.0,44.4,4.0,5.0,80.0,2.0,6.0,8.0,3.0,4.0,0.0,0.0,2.0,7.0,4.0,-5.0
2018-19,pre-season,NOP,1,0,1,0.0,1.3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,100,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0
2018-19,pre-season,-,1,0,1,0.0,1.2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,-3.0
2018-19,pre-season,ORL,1,0,1,0.0,5.2,5.0,2.0,8.0,25.0,1.0,3.0,33.3,0.0,2.0,0.0,1.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
2018-19,regular-season,DEN,46,31,15,67.4,3.3,7.8,2.7,5.9,45.2,0.6,1.8,33.3,1.8,2.5,73.3,1.0,2.2,3.2,1.6,1.1,0.4,0.3,0.4,1.6,2.0,1.2
2018-19,regular-season,PHI,45,30,15,66.7,3.7,9.2,2.7,6.0,44.8,0.8,2.4,34.9,3.0,4.0,75.0,0.9,2.7,3.6,1.5,1.2,0.5,0.6,0.3,1.9,2.6,0.9
2018-19,regular-season,LAC,43,27,16,62.8,3.6,9.3,2.8,5.8,47.8,0.8,2.1,38.2,2.9,3.5,83.2,0.6,2.6,3.2,1.4,1.0,0.5,0.4,0.4,1.6,2.4,1.6
2018-19,regular-season,MIL,36,22,14,61.1,3.8,9.5,3.3,6.9,46.8,0.9,2.7,35.1,2.0,2.9,69.5,1.1,2.6,3.7,1.8,1.2,0.7,0.5,0.4,2.0,2.0,0.4
2018-19,regular-season,TOR,38,23,15,60.5,4.6,10.3,3.5,8.2,43.2,1.0,3.2,30.8,2.3,2.7,82.7,1.1,2.7,3.9,1.8,1.0,0.6,0.6,0.3,2.6,2.3,1.1
2018-19,regular-season,SAS,40,24,16,60.0,4.0,9.6,3.3,7.0,47.1,0.8,2.0,41.0,2.2,2.6,84.5,0.6,2.7,3.3,1.6,0.8,0.5,0.4,0.5,1.6,1.9,0.8
2018-19,regular-season,POR,42,25,17,59.5,3.4,8.7,2.8,6.7,42.3,0.8,2.4,31.7,2.3,3.0,77.4,1.1,2.5,3.6,1.4,0.7,0.4,0.4,0.4,2.1,2.1,0.8
2018-19,regular-season,HOU,41,24,17,58.5,3.6,8.3,2.2,5.8,38.7,0.9,3.3,27.4,2.9,3.7,80.0,1.0,2.2,3.2,0.9,0.8,0.4,0.5,0.3,2.1,2.4,0.2
2018-19,regular-season,GSW,35,20,15,57.1,3.9,9.2,2.9,6.7,43.3,1.1,2.9,40.0,2.3,2.7,84.4,0.8,3.0,3.8,1.6,1.0,0.4,0.5,0.4,2.3,2.2,0.4
2018-19,regular-season,IND,41,23,18,56.1,3.0,7.1,2.5,5.0,49.5,0.7,1.7,40.0,1.4,1.8,80.6,0.6,2.1,2.7,1.3,0.9,0.4,0.4,0.3,1.4,1.5,0.8
2018-19,regular-season,BOS,42,23,19,54.8,3.5,9.5,3.1,6.2,50.0,0.9,2.4,37.6,2.4,2.8,87.1,0.7,2.2,2.9,1.5,0.8,0.4,0.4,0.2,1.9,2.0,0.7
2018-19,regular-season,BKN,44,24,20,54.5,4.2,9.8,3.3,7.3,44.3,1.1,2.9,38.8,2.2,3.1,70.3,1.1,2.8,3.8,1.6,1.1,0.4,0.5,0.6,2.6,2.4,0.0
2018-19,regular-season,SAC,49,24,25,49.0,3.3,7.7,2.5,6.0,41.0,0.7,2.0,33.3,2.1,2.8,75.7,0.8,2.2,2.9,1.3,0.6,0.6,0.3,0.6,1.8,1.9,-0.4
2018-19,regular-season,LAL,43,21,22,48.8,3.3,8.3,2.7,6.0,44.8,0.7,2.4,28.6,2.2,2.9,76.8,1.0,2.4,3.3,1.4,0.9,0.5,0.4,0.5,2.1,2.2,0.2
2018-19,regular-season,ATL,41,20,21,48.8,4.0,9.3,3.1,6.9,45.6,0.8,2.6,31.5,2.2,3.0,72.4,0.8,2.8,3.7,1.7,1.1,0.7,0.6,0.3,2.4,2.3,0.4
2018-19,regular-season,OKC,46,22,24,47.8,3.8,8.9,2.6,6.9,38.2,0.8,3.1,26.8,2.8,3.5,79.1,1.2,2.6,3.7,1.3,0.9,0.7,0.5,0.5,2.2,2.5,0.1
2018-19,regular-season,DET,42,20,22,47.6,4.1,9.6,3.1,7.0,44.4,1.0,2.4,40.0,2.4,2.9,83.6,1.1,2.6,3.7,1.4,1.1,0.5,0.3,0.5,2.3,2.0,-0.1
2018-19,regular-season,ORL,47,22,25,46.8,3.5,7.4,2.6,6.2,41.0,0.6,2.3,24.5,1.7,2.3,75.7,0.8,2.6,3.4,1.5,1.1,0.4,0.3,0.4,1.7,2.0,0.1
2018-19,regular-season,MIA,45,21,24,46.7,3.5,7.1,2.4,6.3,38.9,0.5,2.5,21.2,1.7,2.5,66.4,1.1,2.5,3.6,1.4,1.1,0.7,0.3,0.4,2.0,1.9,-0.4
2018-19,regular-season,CHA,39,18,21,46.2,4.1,9.4,3.0,7.6,39.7,1.1,3.6,30.2,2.3,3.0,76.3,1.0,2.9,4.0,1.5,0.7,0.3,0.5,0.6,2.1,2.3,-0.2
2018-19,regular-season,UTA,33,15,18,45.5,3.3,8.3,2.6,6.0,42.7,0.6,2.2,27.0,2.6,3.2,80.2,1.1,2.4,3.5,1.1,1.1,0.5,0.5,0.5,2.1,2.2,0.4
2018-19,regular-season,DAL,46,20,26,43.5,3.7,8.2,2.7,6.7,39.5,0.8,3.0,25.9,2.1,2.9,71.1,1.0,2.5,3.5,1.1,0.7,0.3,0.3,0.3,2.0,2.1,-0.6
2018-19,regular-season,MIN,45,19,26,42.2,3.8,7.6,2.7,6.7,39.7,0.6,2.5,24.1,1.7,2.6,65.3,1.2,2.4,3.7,1.4,1.0,0.5,0.5,0.5,2.1,2.0,-1.1
2018-19,regular-season,MEM,47,19,28,40.4,4.1,8.5,2.7,6.6,41.6,0.8,2.5,32.2,2.2,3.0,75.0,0.8,2.5,3.2,1.3,0.9,0.6,0.5,0.4,2.7,2.4,-1.2
2018-19,regular-season,CHI,39,15,24,38.5,4.2,8.4,2.9,6.7,43.0,0.8,2.2,37.9,1.7,2.3,74.4,0.9,2.7,3.6,1.3,1.4,0.5,0.6,0.5,2.2,2.0,-1.2
2018-19,regular-season,WAS,39,15,24,38.5,4.6,10.6,3.6,8.5,42.4,0.9,3.4,27.8,2.5,3.2,78.9,1.4,2.7,4.2,2.2,1.4,0.8,0.5,0.5,2.9,2.5,-0.8
2018-19,regular-season,CLE,34,13,21,38.2,3.0,6.2,2.2,5.5,39.4,0.7,2.0,33.8,1.2,1.7,69.0,0.9,2.3,3.2,0.8,0.6,0.3,0.2,0.6,1.9,1.4,-1.1
2018-19,regular-season,NOP,45,17,28,37.8,3.2,7.2,2.4,6.0,40.9,0.5,2.1,24.0,1.8,2.4,72.7,0.8,2.2,3.0,1.2,0.7,0.4,0.4,0.5,2.4,1.8,-0.9
2018-19,regular-season,PHX,33,12,21,36.4,4.5,10.4,3.7,7.8,47.1,0.8,2.7,30.7,2.2,2.6,83.5,1.0,2.8,3.8,1.8,1.4,0.7,0.8,0.5,3.4,2.3,-1.3
2018-19,regular-season,NYK,34,11,23,32.4,3.8,8.5,2.5,6.3,40.4,0.7,2.4,30.5,2.7,3.5,76.5,1.0,2.7,3.7,1.3,1.0,0.6,0.5,0.4,2.1,1.9,-1.0
2018-19,playoffs,LAC,2,2,0,100,4.3,12.5,4.0,5.5,72.7,1.0,2.0,50.0,3.5,4.5,77.8,0.5,2.0,2.5,1.5,1.5,1.5,0.5,0.5,2.0,4.0,4.0
2018-19,playoffs,BOS,4,3,1,75.0,1.9,6.3,2.5,4.0,62.5,0.8,1.8,42.9,0.5,0.8,66.7,0.3,1.3,1.5,1.5,0.0,0.3,0.3,0.0,0.5,0.8,3.8
2018-19,playoffs,GSW,13,8,5,61.5,4.5,9.8,3.1,7.9,38.8,1.3,3.5,37.0,2.4,2.8,86.1,1.7,2.9,4.6,2.2,1.4,0.5,0.6,0.5,2.1,2.2,0.9
2018-19,playoffs,TOR,12,7,5,58.3,4.8,11.0,3.3,7.9,42.1,1.1,3.7,29.5,3.3,4.3,76.5,1.7,2.3,3.9,1.3,1.3,0.8,0.3,0.4,2.0,3.2,1.6
2018-19,playoffs,POR,9,5,4,55.6,5.9,13.0,4.8,12.0,39.8,1.2,4.1,29.7,2.2,2.6,87.0,1.8,2.6,4.3,1.6,0.6,1.4,0.9,1.2,1.9,2.3,0.8
2018-19,playoffs,HOU,8,4,4,50.0,4.3,8.4,2.3,6.4,35.3,0.9,2.6,33.3,3.0,3.8,80.0,1.3,3.4,4.6,1.0,1.5,0.4,0.4,0.6,2.1,2.8,-1.9
2018-19,playoffs,ORL,2,1,1,50.0,3.1,7.5,3.0,6.0,50.0,1.5,3.0,50.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0
2018-19,playoffs,PHI,4,2,2,50.0,4.4,10.8,3.0,6.5,46.2,1.0,2.8,36.4,3.8,4.3,88.2,1.3,2.3,3.5,2.3,1.8,1.0,0.0,0.3,2.3,2.8,2.5
2018-19,playoffs,DEN,7,3,4,42.9,6.3,12.6,4.3,10.0,42.9,1.0,3.7,26.9,3.0,3.4,87.5,1.7,4.3,6.0,2.4,2.3,0.4,1.1,0.6,2.7,2.6,-0.9
2018-19,playoffs,MIL,5,2,3,40.0,5.8,10.6,3.6,9.0,40.0,1.0,3.2,31.3,2.4,3.4,70.6,1.8,4.2,6.0,2.2,1.8,0.8,0.6,0.6,4.6,2.0,-2.2
2018-19,playoffs,OKC,3,1,2,33.3,1.7,4.3,1.7,3.0,55.6,0.7,1.0,66.7,0.3,0.3,100,0.3,0.7,1.0,1.3,0.7,0.0,0.3,0.0,1.7,0.0,-3.0
2018-19,playoffs,SAS,3,1,2,33.3,3.5,6.0,1.7,4.7,35.7,0.3,1.0,33.3,2.3,2.7,87.5,0.7,2.0,2.7,1.0,0.7,0.7,0.0,0.7,1.7,1.7,-0.3
2018-19,playoffs,BKN,1,0,1,0.0,5.1,7.0,3.0,8.0,37.5,1.0,2.0,50.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,-9.0
2018-19,playoffs,IND,3,0,3,0.0,2.6,3.0,1.0,3.0,33.3,1.0,1.7,60.0,0.0,0.0,0.0,0.0,1.7,1.7,0.7,0.7,0.0,0.0,0.3,1.0,0.3,-5.3
2018-19,playoffs,UTA,2,0,2,0.0,4.7,9.0,3.5,9.5,36.8,1.0,4.0,25.0,1.0,1.0,100,0.5,3.5,4.0,0.5,1.0,0.5,1.5,1.0,4.5,1.0,-2.0
2018-19,all-star,-,1,1,0,100,0.9,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
2018-19,all-star,-,1,0,1,0.0,0.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0
2019-20,pre-season,ATL,1,1,0,100,5.2,9.0,1.0,6.0,16.7,1.0,3.0,33.3,6.0,8.0,75.0,1.0,5.0,6.0,1.0,3.0,2.0,0.0,2.0,3.0,4.0,2.0
2019-20,pre-season,BOS,1,1,0,100,1.9,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,-3.0
2019-20,pre-season,DET,2,2,0,100,1.6,7.5,2.0,3.0,66.7,0.5,1.0,50.0,3.0,4.0,75.0,0.5,2.5,3.0,1.5,0.5,0.0,0.5,0.0,0.5,2.5,6.0
2019-20,pre-season,MIL,3,3,0,100,2.6,8.0,3.0,5.0,60.0,1.0,1.7,60.0,1.0,1.0,100,0.3,2.0,2.3,2.3,1.3,0.0,0.3,0.7,2.0,1.3,5.3
2019-20,pre-season,NOP,3,3,0,100,4.1,8.3,2.7,6.7,40.0,1.0,2.3,42.9,2.0,4.0,50.0,0.7,3.0,3.7,1.3,1.7,0.7,0.7,0.7,2.0,2.0,0.0
2019-20,pre-season,DEN,5,4,1,80.0,1.8,4.4,1.2,3.0,40.0,0.4,1.0,40.0,1.6,2.0,80.0,0.4,1.6,2.0,0.8,0.4,0.4,0.2,0.2,0.6,1.2,1.2
2019-20,pre-season,BKN,3,2,1,66.7,4.4,11.7,3.7,6.7,55.0,1.7,3.7,45.5,2.7,4.7,57.1,0.3,3.7,4.0,2.3,1.7,0.7,1.0,1.3,3.0,3.0,3.3
2019-20,pre-season,HOU,3,2,1,66.7,3.7,9.3,3.0,8.3,36.0,1.0,4.3,23.1,2.3,3.3,70.0,2.0,2.3,4.3,2.3,2.7,1.7,0.3,0.7,2.3,3.3,1.0
2019-20,pre-season,LAC,3,2,1,66.7,3.3,9.3,2.7,5.7,47.1,1.0,2.7,37.5,3.0,5.7,52.9,0.7,3.0,3.7,1.3,0.7,0.3,0.3,0.0,2.3,3.3,2.7
2019-20,pre-season,TOR,3,2,1,66.7,3.4,10.0,3.0,6.7,45.0,0.3,2.0,16.7,3.7,5.0,73.3,1.7,2.3,4.0,1.7,2.0,2.3,0.7,0.3,3.3,2.7,2.3
2019-20,pre-season,IND,5,3,2,60.0,2.5,6.0,2.2,4.0,55.0,0.6,1.0,60.0,1.0,1.2,83.3,0.6,2.6,3.2,1.0,2.0,0.2,0.2,0.0,1.8,0.8,-0.8
2019-20,pre-season,LAL,5,3,2,60.0,2.0,5.6,2.0,4.6,43.5,0.8,1.4,57.1,0.8,0.8,100,0.4,1.4,1.8,1.4,0.4,0.6,0.4,1.0,1.6,1.6,1.6
2019-20,pre-season,DAL,4,2,2,50.0,4.0,10.8,4.0,7.5,53.3,1.3,2.8,45.5,1.5,3.3,46.2,0.8,2.3,3.0,2.3,0.8,0.8,0.5,0.8,3.0,2.0,-1.0
2019-20,pre-season,MIA,2,1,1,50.0,4.5,14.5,5.0,10.5,47.6,1.0,5.0,20.0,3.5,4.0,87.5,1.5,2.5,4.0,2.5,1.5,1.0,0.0,0.5,2.5,2.0,5.0
2019-20,pre-season,MIN,2,1,1,50.0,0.6,1.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,-0.5
2019-20,pre-season,OKC,2,1,1,50.0,2.5,7.5,2.5,5.5,45.5,2.0,4.0,50.0,0.5,2.0,25.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0
2019-20,pre-season,PHX,2,1,1,50.0,1.1,3.0,1.0,2.5,40.0,0.0,1.0,0.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.5,0.5,0.0
2019-20,pre-season,SAS,2,1,1,50.0,2.8,5.5,1.5,3.5,42.9,0.0,0.5,0.0,2.5,2.5,100,0.0,2.5,2.5,0.5,2.0,0.0,1.0,0.0,2.0,2.0,-2.5
2019-20,pre-season,UTA,4,2,2,50.0,3.7,9.3,3.5,6.5,53.8,0.8,2.3,33.3,1.5,2.0,75.0,0.8,3.0,3.8,2.0,1.8,1.0,0.5,0.3,0.8,2.0,0.8
2019-20,pre-season,MEM,3,1,2,33.3,1.1,2.0,0.3,2.3,14.3,0.0,1.0,0.0,1.3,1.3,100,0.7,1.0,1.7,0.0,1.0,0.0,0.0,0.3,0.7,0.7,-1.0
2019-20,pre-season,NYK,3,1,2,33.3,2.9,5.0,1.3,5.3,25.0,0.0,3.0,0.0,2.3,3.0,77.8,0.7,2.7,3.3,0.7,1.3,0.7,1.0,0.3,3.0,2.3,0.3
2019-20,pre-season,ORL,3,1,2,33.3,1.7,3.3,0.7,2.0,33.3,0.0,0.7,0.0,2.0,2.7,75.0,0.0,1.3,1.3,0.7,0.7,0.0,0.3,0.0,1.7,2.0,-1.0
2019-20,pre-season,PHI,3,1,2,33.3,5.2,11.3,4.0,10.0,40.0,0.3,3.3,10.0,3.0,4.0,75.0,1.7,3.0,4.7,1.7,1.0,0.3,1.0,0.0,1.3,3.0,-3.3
2019-20,pre-season,SAC,3,1,2,33.3,5.5,14.0,4.0,8.7,46.2,1.7,3.7,45.5,4.3,6.0,72.2,0.3,2.7,3.0,2.0,1.7,0.0,0.0,0.3,2.0,3.7,-1.7
2019-20,pre-season,POR,5,1,4,20.0,0.6,1.6,0.4,1.0,40.0,0.2,0.6,33.3,0.6,0.8,75.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.4,-0.4
2019-20,pre-season,CHA,2,0,2,0.0,1.1,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.0,0.0,0.0,4.0,0.5,0.0
2019-20,pre-season,CHI,2,0,2,0.0,2.7,4.0,1.0,5.0,20.0,0.5,1.5,33.3,1.5,2.0,75.0,1.5,1.5,3.0,0.5,1.0,0.0,0.0,0.0,1.5,1.0,-3.5
2019-20,pre-season,CLE,1,0,1,0.0,2.7,3.0,1.0,6.0,16.7,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-9.0
2019-20,pre-season,GSW,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
2019-20,pre-season,WAS,5,0,5,0.0,3.3,3.6,1.4,6.4,21.9,0.0,3.0,0.0,0.8,1.4,57.1,1.8,2.2,4.0,0.4,1.2,0.4,0.4,0.2,2.8,1.6,-6.2
2019-20,regular-season,MIL,24,17,7,70.8,3.1,8.3,2.8,6.5,42.3,0.6,2.2,28.3,2.2,2.7,81.3,1.4,2.4,3.8,1.4,1.0,0.5,0.5,0.3,1.9,2.1,1.8
2019-20,regular-season,UTA,41,28,13,68.3,3.5,9.0,2.7,6.4,42.9,0.9,2.5,34.3,2.6,3.4,77.7,0.8,2.8,3.6,1.4,0.7,0.4,0.4,0.3,1.9,2.5,1.0
2019-20,regular-season,TOR,37,25,12,67.6,3.5,9.4,2.8,5.7,48.1,1.0,2.4,41.6,2.9,3.7,78.8,0.6,2.5,3.1,1.5,0.9,0.7,0.2,0.4,1.9,2.4,2.0
2019-20,regular-season,LAL,30,20,10,66.7,3.8,8.9,2.8,6.8,41.0,1.0,3.3,31.3,2.3,3.3,69.0,1.0,2.4,3.4,1.5,0.7,0.7,0.5,0.2,2.1,2.2,1.0
2019-20,regular-season,OKC,45,30,15,66.7,4.3,11.0,3.4,6.9,49.2,0.9,2.4,37.4,3.3,3.9,84.2,0.7,2.9,3.6,1.3,1.1,0.8,0.5,0.2,1.8,2.9,2.3
2019-20,regular-season,DEN,45,29,16,64.4,3.9,9.5,3.1,6.7,46.0,0.7,2.0,36.7,2.6,3.3,78.7,1.1,2.6,3.6,1.8,0.8,0.4,0.2,0.4,1.8,2.7,1.2
2019-20,regular-season,IND,36,22,14,61.1,4.2,9.3,3.1,7.0,44.2,1.0,2.6,38.3,2.1,2.6,81.5,0.9,2.5,3.5,1.5,1.3,0.6,0.5,0.4,2.3,2.2,1.2
2019-20,regular-season,POR,37,22,15,59.5,3.6,9.4,3.1,6.6,47.2,1.1,2.7,40.0,2.0,2.5,79.8,0.6,2.4,3.1,1.4,0.5,0.5,0.6,0.4,1.6,1.9,0.6
2019-20,regular-season,HOU,32,19,13,59.4,3.5,9.2,2.7,6.4,42.2,1.0,3.1,33.7,2.8,3.2,87.4,1.1,2.7,3.8,1.4,0.9,0.6,0.5,0.3,1.8,2.2,1.8
2019-20,regular-season,LAC,32,19,13,59.4,4.0,10.1,3.2,6.7,47.9,1.2,2.8,41.1,2.6,3.4,74.5,1.2,2.6,3.8,1.7,1.2,0.4,0.4,0.2,2.3,2.2,0.7
2019-20,regular-season,PHI,44,26,18,59.1,3.1,7.3,2.1,5.0,42.5,0.6,1.9,33.3,2.4,2.8,86.3,0.7,2.1,2.8,1.2,1.0,0.5,0.4,0.2,2.0,2.0,0.5
2019-20,regular-season,BOS,42,23,19,54.8,3.4,8.7,2.8,6.3,43.8,0.9,2.5,36.4,2.2,2.8,79.7,0.9,2.5,3.4,1.7,1.0,0.4,0.4,0.4,2.2,2.1,0.6
2019-20,regular-season,BKN,40,20,20,50.0,4.4,10.5,3.4,8.0,43.1,0.9,2.9,29.3,2.8,3.6,77.6,1.3,3.1,4.4,1.6,1.2,0.4,0.4,0.6,2.4,2.5,0.7
2019-20,regular-season,CHA,34,17,17,50.0,4.4,10.6,3.3,6.6,49.6,1.3,3.0,42.6,2.7,3.5,77.5,0.9,2.8,3.6,1.8,1.2,0.4,0.5,0.2,2.2,2.6,0.9
2019-20,regular-season,MIA,36,18,18,50.0,4.3,9.1,2.7,7.1,37.7,0.9,3.3,27.7,2.8,3.8,72.3,0.8,2.6,3.4,1.7,0.8,0.4,0.6,0.2,2.1,2.7,-1.1
2019-20,regular-season,SAC,39,19,20,48.7,3.6,8.4,2.8,6.8,42.0,0.9,3.0,30.5,1.8,2.2,81.6,0.8,2.0,2.8,1.3,0.7,0.5,0.4,0.4,2.5,2.0,-0.3
2019-20,regular-season,CLE,29,13,16,44.8,4.6,9.8,3.2,7.9,40.9,1.1,2.7,40.3,2.2,2.9,78.3,1.4,3.2,4.7,1.8,1.4,0.3,0.6,0.7,2.1,2.2,-0.3
2019-20,regular-season,MEM,30,13,17,43.3,3.2,7.5,2.6,6.1,43.4,0.5,2.1,22.6,1.8,2.4,74.6,0.9,2.4,3.3,1.3,1.1,0.3,0.4,0.4,2.2,1.7,-1.3
2019-20,regular-season,PHX,37,16,21,43.2,3.5,8.9,2.6,6.1,43.8,0.6,2.3,27.1,3.0,3.5,86.2,0.8,2.6,3.4,1.5,0.9,0.6,0.3,0.6,2.5,2.3,-0.3
2019-20,regular-season,DAL,41,17,24,41.5,4.0,8.6,2.7,7.0,38.2,0.9,3.6,25.7,2.3,3.3,70.9,1.0,3.0,3.9,1.4,1.0,0.3,0.4,0.5,2.3,2.6,-0.4
2019-20,regular-season,NYK,34,14,20,41.2,4.0,8.7,3.0,7.1,42.0,0.6,2.1,30.1,2.1,2.8,72.9,1.4,2.8,4.2,1.5,1.0,0.7,0.5,0.6,2.6,2.1,-0.3
2019-20,regular-season,ORL,34,14,20,41.2,3.6,7.5,2.5,6.4,39.8,0.8,2.7,29.7,1.6,2.2,74.3,0.7,2.8,3.5,1.6,1.2,0.5,0.4,0.4,2.1,1.7,-0.7
2019-20,regular-season,SAS,45,18,27,40.0,3.9,8.9,3.1,7.1,43.6,0.8,2.4,34.6,1.9,2.7,71.7,0.7,2.6,3.3,1.5,0.8,0.4,0.4,0.5,2.3,2.1,-0.5
2019-20,regular-season,WAS,35,14,21,40.0,3.0,6.3,1.9,5.2,35.7,0.6,2.0,30.0,2.0,2.3,84.1,0.8,1.8,2.7,1.1,0.6,0.4,0.2,0.5,1.9,1.8,-1.5
2019-20,regular-season,ATL,34,13,21,38.2,3.8,7.6,2.4,6.7,36.4,0.7,2.7,25.0,2.1,2.7,77.2,1.1,2.6,3.7,1.1,1.0,0.6,0.4,0.8,2.1,1.8,-0.9
2019-20,regular-season,CHI,38,13,25,34.2,3.1,6.7,2.0,5.1,39.6,0.9,2.4,35.9,1.9,2.2,85.5,0.7,1.7,2.3,1.1,0.8,0.4,0.2,0.5,2.1,1.7,-1.7
