SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2016-17,regular-season,IND,38,22,16,57.9,4.3,8.9,2.9,6.9,41.4,0.7,2.4,27.2,2.5,3.2,77.0,0.7,2.7,3.4,1.3,0.9,0.7,0.7,0.6,2.1,2.3,-0.5
2016-17,regular-season,HOU,41,23,18,56.1,3.3,7.4,2.1,5.1,40.9,0.8,2.7,30.0,2.4,3.2,76.3,0.7,2.6,3.2,1.1,1.0,0.5,0.3,0.4,2.0,1.9,-0.7
2016-17,regular-season,CHI,42,23,19,54.8,3.8,8.7,2.7,7.0,38.5,0.6,2.3,27.8,2.6,2.9,91.7,1.2,2.4,3.5,1.2,0.6,0.6,0.5,0.5,2.0,2.1,1.0
2016-17,regular-season,MIL,39,21,18,53.8,3.8,7.1,2.5,6.2,39.7,0.4,1.9,21.9,1.8,2.6,68.6,0.6,2.6,3.2,1.2,1.2,0.5,0.6,0.5,1.9,1.8,-1.3
2016-17,regular-season,MEM,46,24,22,52.2,4.1,9.0,2.9,7.0,42.1,0.9,2.5,35.7,2.2,3.0,75.7,1.2,2.8,4.0,1.6,1.1,0.7,0.3,0.4,2.3,2.2,1.0
2016-17,regular-season,TOR,49,25,24,51.0,3.6,8.4,3.0,6.6,45.7,0.6,2.0,27.8,1.8,2.5,73.8,0.9,2.8,3.6,1.2,0.7,0.4,0.3,0.4,1.9,2.0,1.3
2016-17,regular-season,SAC,49,24,25,49.0,4.3,8.8,2.8,6.8,41.0,0.7,2.2,31.8,2.5,3.3,75.6,0.9,2.7,3.6,1.7,1.3,0.6,0.4,0.6,2.6,2.3,-1.0
2016-17,regular-season,POR,47,23,24,48.9,4.9,11.4,3.6,8.4,43.0,0.8,2.6,31.7,3.3,4.1,81.8,1.2,3.9,5.1,1.4,1.5,0.5,0.6,0.4,2.3,2.8,0.4
2016-17,regular-season,MIA,44,21,23,47.7,3.7,7.6,2.6,6.5,39.7,0.7,2.2,32.3,1.7,2.3,72.8,1.0,2.4,3.4,1.2,1.2,0.5,0.3,0.4,2.4,1.7,-0.7
2016-17,regular-season,PHI,44,21,23,47.7,3.9,8.3,2.5,6.0,41.0,0.7,2.1,35.2,2.7,3.2,83.6,0.7,2.9,3.6,1.3,1.6,0.4,0.6,0.7,2.5,2.1,-1.1
2016-17,regular-season,DAL,41,19,22,46.3,3.6,7.6,2.6,5.6,45.9,0.7,2.3,28.7,1.8,2.4,77.3,0.3,1.9,2.3,1.1,1.0,0.7,0.1,0.1,1.6,1.8,-0.5
2016-17,regular-season,ORL,39,18,21,46.2,3.9,8.1,2.6,6.6,39.1,0.7,2.2,31.0,2.3,2.9,77.2,0.9,2.6,3.5,1.3,0.8,0.3,0.5,0.6,2.2,2.1,-0.9
2016-17,regular-season,NYK,43,19,24,44.2,4.1,8.7,3.1,7.2,43.2,0.8,2.0,42.9,1.7,2.2,76.3,1.2,2.5,3.7,1.4,1.0,0.5,0.7,0.5,2.2,1.9,-0.1
2016-17,regular-season,CHA,51,22,29,43.1,3.6,8.8,2.9,6.5,44.4,1.1,2.9,37.6,2.0,2.5,80.2,0.8,2.4,3.2,1.6,0.8,0.3,0.6,0.5,1.8,2.0,-0.6
2016-17,regular-season,DET,37,15,22,40.5,3.9,8.2,3.0,7.4,40.5,0.9,2.8,31.4,1.3,2.2,61.3,1.2,2.4,3.6,1.2,0.8,0.5,0.4,0.4,2.2,1.7,-1.0
2016-17,regular-season,DEN,40,16,24,40.0,3.2,7.1,2.2,5.9,36.7,0.5,2.1,22.9,2.3,3.1,73.4,1.1,2.4,3.5,1.3,0.9,0.4,0.3,0.5,2.0,2.1,-0.5
2016-17,regular-season,NOP,44,17,27,38.6,4.2,8.2,2.6,7.0,37.0,0.6,2.1,26.9,2.5,3.4,73.6,1.0,3.2,4.2,1.4,1.1,0.8,0.5,0.4,2.3,2.3,-0.5
2016-17,regular-season,PHX,50,17,33,34.0,3.6,7.8,2.6,6.0,42.4,0.4,1.6,27.5,2.3,2.9,78.6,0.9,2.2,3.1,0.6,0.9,0.4,0.3,0.5,2.4,2.0,-2.0
2016-17,regular-season,MIN,45,15,30,33.3,3.8,7.4,2.5,6.3,39.4,0.5,1.7,28.9,1.9,2.7,71.9,1.0,2.5,3.5,1.5,1.1,0.5,0.4,0.4,2.3,1.8,-1.2
2016-17,regular-season,LAL,43,14,29,32.6,3.0,6.4,2.0,4.9,42.1,0.5,2.1,25.8,1.8,2.4,74.8,0.6,1.9,2.5,0.8,0.6,0.4,0.3,0.3,1.9,1.5,-1.5
2016-17,regular-season,BKN,41,13,28,31.7,3.4,7.3,2.3,6.0,39.0,0.8,2.6,31.1,1.8,2.2,83.1,0.8,2.0,2.8,1.1,0.9,0.5,0.3,0.5,2.3,1.5,-1.8
2016-17,playoffs,CHI,1,1,0,100,3.6,10.0,2.0,4.0,50.0,1.0,1.0,100,5.0,5.0,100,0.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,5.0,6.0
2016-17,playoffs,GSW,4,4,0,100,3.4,12.3,4.3,6.5,65.4,1.5,3.0,50.0,2.3,2.5,90.0,1.0,2.5,3.5,1.8,0.5,0.3,0.8,0.0,1.8,2.0,6.0
2016-17,playoffs,TOR,4,3,1,75.0,2.7,6.0,2.0,3.8,53.3,0.3,1.0,25.0,1.8,2.5,70.0,0.0,2.0,2.0,1.0,0.3,0.5,0.3,0.3,1.3,1.8,-0.3
2016-17,playoffs,CLE,7,5,2,71.4,3.8,7.4,2.0,6.3,31.8,0.9,3.0,28.6,2.6,3.7,69.2,1.4,2.4,3.9,1.1,1.0,0.9,0.1,0.6,1.1,2.1,1.1
2016-17,playoffs,WAS,7,5,2,71.4,3.3,7.7,2.9,6.0,47.6,0.9,1.7,50.0,1.1,1.7,66.7,0.6,2.1,2.7,1.6,0.4,0.4,1.1,0.3,1.3,1.4,1.3
2016-17,playoffs,HOU,5,3,2,60.0,4.6,12.0,3.2,6.6,48.5,1.4,4.8,29.2,4.2,5.0,84.0,0.6,3.0,3.6,1.8,1.8,1.0,0.2,0.2,4.2,2.6,1.8
2016-17,playoffs,SAS,5,3,2,60.0,6.0,14.8,5.0,11.0,45.5,1.4,4.0,35.0,3.4,4.4,77.3,2.2,1.8,4.0,2.4,0.8,1.6,0.2,0.6,2.8,3.8,2.6
2016-17,playoffs,BOS,4,2,2,50.0,5.6,12.5,4.5,10.8,41.9,1.3,4.5,27.8,2.3,2.5,90.0,1.8,2.8,4.5,2.8,1.0,1.0,0.5,1.5,2.3,3.0,0.3
2016-17,playoffs,UTA,6,3,3,50.0,3.4,9.7,3.0,5.7,52.9,1.2,2.7,43.8,2.5,3.3,75.0,0.7,1.8,2.5,1.8,0.7,0.3,0.0,0.0,2.5,1.8,1.2
2016-17,playoffs,LAC,5,2,3,40.0,3.6,8.6,2.0,4.8,41.7,0.6,1.8,33.3,4.0,4.8,83.3,0.8,1.6,2.4,0.2,0.4,0.6,0.0,0.0,1.8,3.0,-2.0
2016-17,playoffs,MEM,3,1,2,33.3,4.8,10.7,2.7,4.7,57.1,0.3,1.7,20.0,5.0,5.7,88.2,0.3,1.7,2.0,0.7,2.3,0.3,0.3,0.0,2.7,3.3,-3.3
2016-17,playoffs,OKC,4,1,3,25.0,3.2,8.0,2.3,5.5,40.9,0.5,2.5,20.0,3.0,5.8,52.2,1.5,1.5,3.0,0.5,1.0,0.5,0.0,0.3,2.8,3.5,-3.8
2016-17,playoffs,ATL,5,1,4,20.0,1.9,2.6,1.2,3.2,37.5,0.2,0.6,33.3,0.0,0.0,0.0,0.4,1.2,1.6,0.6,0.6,0.0,0.0,0.6,1.4,0.0,-2.4
2016-17,playoffs,IND,4,0,4,0.0,4.2,4.5,1.8,5.8,30.4,0.8,2.8,27.3,0.3,0.5,50.0,0.5,3.5,4.0,1.0,1.8,0.5,0.8,0.3,2.8,0.8,-4.0
2016-17,playoffs,MIL,3,0,3,0.0,3.3,7.3,2.7,6.3,42.1,1.3,3.0,44.4,0.7,1.3,50.0,1.3,2.3,3.7,2.0,1.0,0.3,0.3,0.3,2.3,1.0,-0.7
2016-17,playoffs,POR,1,0,1,0.0,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-11.0
2017-18,pre-season,BOS,2,2,0,100,2.6,6.0,2.5,5.5,45.5,0.5,2.5,20.0,0.5,0.5,100,2.0,1.0,3.0,1.5,1.0,0.5,0.5,0.0,1.5,0.5,3.5
2017-18,pre-season,BKN,1,1,0,100,2.2,4.0,1.0,5.0,20.0,1.0,1.0,100,1.0,1.0,100,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0
2017-18,pre-season,CHI,1,1,0,100,5.2,11.0,5.0,9.0,55.6,1.0,1.0,100,0.0,2.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,-1.0
2017-18,pre-season,DAL,2,2,0,100,3.4,7.0,2.0,6.5,30.8,0.5,2.0,25.0,2.5,4.0,62.5,1.0,2.5,3.5,1.0,1.5,0.5,0.5,0.5,1.0,2.5,-2.0
2017-18,pre-season,DEN,2,2,0,100,0.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5
2017-18,pre-season,MEM,1,1,0,100,0.8,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2017-18,pre-season,MIN,1,1,0,100,3.1,7.0,3.0,4.0,75.0,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0
2017-18,pre-season,OKC,1,1,0,100,4.8,6.0,2.0,7.0,28.6,0.0,3.0,0.0,2.0,2.0,100,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0
2017-18,pre-season,UTA,2,2,0,100,2.6,8.0,3.0,6.0,50.0,0.5,2.0,25.0,1.5,2.0,75.0,1.5,2.0,3.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0,6.0
2017-18,pre-season,MIA,3,2,1,66.7,4.8,12.3,4.0,8.7,46.2,2.0,3.3,60.0,2.3,3.7,63.6,0.7,3.0,3.7,2.7,1.7,2.7,1.0,1.0,2.7,2.0,1.7
2017-18,pre-season,WAS,3,2,1,66.7,2.7,6.3,2.3,6.3,36.8,0.3,2.0,16.7,1.3,2.0,66.7,2.0,2.0,4.0,1.3,1.3,0.0,0.0,0.0,1.0,2.7,-1.0
2017-18,pre-season,IND,2,1,1,50.0,4.1,7.0,2.0,5.0,40.0,1.0,2.0,50.0,2.0,2.0,100,0.0,3.5,3.5,1.5,2.0,0.5,0.0,0.0,2.5,1.5,0.0
2017-18,pre-season,LAL,4,2,2,50.0,3.6,7.0,2.5,5.8,43.5,0.3,1.3,20.0,1.8,2.0,87.5,0.3,2.5,2.8,1.5,2.0,0.8,0.0,1.0,0.8,1.3,0.8
2017-18,pre-season,MIL,2,1,1,50.0,4.2,10.5,3.5,7.5,46.7,0.5,2.0,25.0,3.0,3.0,100,0.0,2.0,2.0,3.5,1.5,1.5,0.5,0.5,2.0,3.0,1.5
2017-18,pre-season,ORL,4,2,2,50.0,2.9,7.5,3.0,5.3,57.1,0.8,1.8,42.9,0.8,1.3,60.0,0.5,3.5,4.0,2.0,1.8,0.5,1.3,0.8,1.8,1.3,3.8
2017-18,pre-season,PHX,2,1,1,50.0,2.3,10.5,3.0,4.5,66.7,1.0,1.5,66.7,3.5,4.5,77.8,0.5,2.0,2.5,1.5,0.0,0.5,1.0,0.0,2.0,2.5,3.0
2017-18,pre-season,POR,2,1,1,50.0,2.6,5.5,1.0,5.0,20.0,0.5,3.0,16.7,3.0,3.5,85.7,0.5,1.0,1.5,0.0,0.5,0.0,0.0,1.0,2.5,1.5,-4.0
2017-18,pre-season,SAS,2,1,1,50.0,2.8,2.5,1.0,4.5,22.2,0.5,1.5,33.3,0.0,1.5,0.0,1.0,2.5,3.5,0.5,2.0,0.5,1.5,0.5,1.5,1.0,-3.5
2017-18,pre-season,CHA,3,1,2,33.3,5.0,8.3,3.3,10.0,33.3,0.3,3.7,9.1,1.3,2.3,57.1,2.3,4.0,6.3,1.7,2.7,1.0,0.7,1.3,1.3,2.3,-1.3
2017-18,pre-season,DET,3,1,2,33.3,3.9,8.7,3.7,7.7,47.8,0.3,1.7,20.0,1.0,1.7,60.0,1.3,3.7,5.0,2.0,2.0,0.7,0.0,0.7,2.3,1.7,1.0
2017-18,pre-season,GSW,3,1,2,33.3,1.2,1.3,0.7,2.7,25.0,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.3,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.3,-1.3
2017-18,pre-season,CLE,1,0,1,0.0,5.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,6.0,50.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,-9.0
2017-18,pre-season,HOU,1,0,1,0.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0
2017-18,pre-season,LAC,1,0,1,0.0,4.3,6.0,2.0,7.0,28.6,0.0,1.0,0.0,2.0,2.0,100,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,-7.0
2017-18,pre-season,-,1,0,1,0.0,4.8,5.0,2.0,14.0,14.3,1.0,6.0,16.7,0.0,0.0,0.0,7.0,5.0,12.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,-1.0
2017-18,pre-season,NOP,1,0,1,0.0,5.2,12.0,5.0,11.0,45.5,0.0,4.0,0.0,2.0,2.0,100,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0
2017-18,pre-season,NYK,3,0,3,0.0,1.7,1.0,0.3,2.7,12.5,0.0,0.7,0.0,0.3,0.7,50.0,0.3,2.0,2.3,0.0,0.3,0.3,0.0,0.0,2.0,0.3,-2.7
2017-18,pre-season,PHI,1,0,1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
2017-18,pre-season,SAC,2,0,2,0.0,2.6,1.5,0.5,3.0,16.7,0.5,2.5,20.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,-5.0
2017-18,pre-season,TOR,1,0,1,0.0,0.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,regular-season,HOU,35,25,10,71.4,3.1,8.2,2.3,5.2,45.3,0.9,2.4,36.1,2.6,3.5,75.4,0.8,2.0,2.7,1.0,0.5,0.5,0.4,0.3,1.7,2.3,2.0
2017-18,regular-season,CLE,45,30,15,66.7,3.4,8.8,2.8,6.1,45.3,0.8,2.8,28.9,2.4,3.2,74.8,1.0,2.5,3.5,1.2,0.7,0.4,0.5,0.2,1.8,2.2,1.7
2017-18,regular-season,GSW,29,19,10,65.5,3.8,9.5,3.0,6.2,48.3,1.0,3.0,32.6,2.6,3.1,81.3,0.6,2.9,3.4,2.0,1.1,0.5,0.8,0.3,2.2,2.2,1.1
2017-18,regular-season,BOS,46,29,17,63.0,3.9,9.2,3.2,6.6,48.2,1.0,2.6,38.1,1.8,2.4,75.2,0.6,2.6,3.2,1.9,1.0,0.5,0.3,0.5,2.0,1.8,0.1
2017-18,regular-season,NOP,50,30,20,60.0,4.5,10.4,3.8,7.8,48.3,0.7,2.1,32.4,2.2,3.0,73.6,0.8,3.2,4.0,2.1,1.0,0.7,0.7,0.4,1.8,2.4,1.2
2017-18,regular-season,IND,44,26,18,59.1,3.5,8.4,2.6,6.2,42.3,0.7,2.3,31.0,2.4,3.0,81.1,1.2,2.4,3.6,0.8,1.0,0.7,0.4,0.4,1.8,2.0,1.5
2017-18,regular-season,PHI,45,26,19,57.8,3.3,8.4,2.5,5.0,49.3,0.7,2.0,37.1,2.7,3.7,71.4,0.8,2.7,3.4,1.8,1.2,0.5,0.5,0.3,1.7,2.6,1.2
2017-18,regular-season,TOR,44,25,19,56.8,3.7,8.7,2.7,6.3,42.6,0.6,1.9,30.6,2.8,3.5,78.2,0.7,2.5,3.1,1.1,1.1,0.6,0.3,0.3,1.8,2.6,0.5
2017-18,regular-season,POR,45,25,20,55.6,3.9,8.6,2.8,6.6,41.9,0.7,2.1,33.7,2.4,3.2,74.1,0.8,2.8,3.6,1.1,1.0,0.6,0.5,0.6,2.0,2.4,0.2
2017-18,regular-season,MIL,47,26,21,55.3,3.8,8.6,2.8,6.1,45.8,0.5,1.9,26.7,2.4,3.0,81.6,0.7,2.8,3.4,1.4,1.1,0.7,0.6,0.4,2.3,2.2,0.4
2017-18,regular-season,UTA,29,16,13,55.2,3.7,9.0,2.9,6.6,43.5,0.7,2.7,26.9,2.6,3.2,81.5,0.7,2.6,3.3,1.5,1.1,0.6,0.6,0.6,2.0,2.2,1.0
2017-18,regular-season,MIA,53,29,24,54.7,4.3,9.6,3.3,6.8,47.8,0.9,2.3,39.2,2.2,2.8,79.7,0.8,3.2,4.0,1.8,1.3,0.5,0.4,0.5,2.4,2.2,0.8
2017-18,regular-season,SAS,37,20,17,54.1,3.7,8.7,2.6,6.3,42.1,0.7,2.5,26.9,2.7,3.4,79.5,0.9,2.4,3.3,1.3,1.1,0.5,0.5,0.2,1.8,2.4,0.5
2017-18,regular-season,MIN,42,22,20,52.4,4.2,9.3,3.0,6.9,42.8,0.7,2.0,33.7,2.7,3.5,77.4,1.0,2.5,3.6,1.4,1.1,0.3,0.5,0.3,2.3,2.5,-0.1
2017-18,regular-season,SAC,42,22,20,52.4,3.6,8.2,2.8,6.5,43.4,0.6,1.9,34.6,1.9,2.6,73.1,0.9,2.4,3.3,1.3,0.7,0.5,0.3,0.5,2.1,2.2,0.4
2017-18,regular-season,OKC,46,24,22,52.2,4.1,9.0,3.1,7.6,40.7,0.9,3.0,29.2,1.9,2.9,65.7,1.6,2.8,4.4,1.3,0.9,0.6,0.4,0.4,2.5,2.0,-0.3
2017-18,regular-season,CHI,41,21,20,51.2,4.4,9.4,3.1,7.6,41.0,0.8,2.6,31.5,2.4,3.0,79.8,0.7,3.5,4.2,1.7,1.3,0.6,0.5,0.7,2.6,2.1,-0.2
2017-18,regular-season,LAC,41,21,20,51.2,3.2,7.4,2.2,5.4,41.4,0.7,2.2,33.0,2.2,2.8,79.1,0.8,1.8,2.6,1.0,0.7,0.6,0.3,0.3,1.8,1.9,-0.9
2017-18,regular-season,DEN,43,22,21,51.2,4.2,8.9,2.7,6.4,42.6,0.7,2.2,30.5,2.7,3.2,85.5,0.9,2.9,3.8,1.6,1.5,0.6,0.3,0.4,2.5,2.5,0.0
2017-18,regular-season,LAL,42,20,22,47.6,4.4,9.3,3.0,7.3,41.8,1.0,2.9,33.1,2.2,3.4,66.7,0.9,3.2,4.1,1.7,1.0,0.4,0.5,0.8,2.9,2.3,-0.6
2017-18,regular-season,WAS,45,21,24,46.7,4.1,9.0,2.8,7.5,37.6,0.7,2.4,29.6,2.6,3.5,75.0,0.8,2.9,3.7,1.7,0.9,0.7,0.3,0.6,2.4,2.5,-0.4
2017-18,regular-season,DET,41,19,22,46.3,3.6,7.3,2.5,6.3,40.1,0.6,2.1,30.2,1.7,2.0,82.1,1.0,2.4,3.4,1.2,1.0,0.4,0.5,0.6,2.1,1.4,-0.7
2017-18,regular-season,PHX,38,16,22,42.1,3.0,6.2,1.8,4.8,38.7,0.5,1.5,32.1,2.1,2.8,74.5,0.9,2.2,3.1,1.0,1.1,0.4,0.5,0.4,1.8,1.8,-1.0
2017-18,regular-season,CHA,41,16,25,39.0,3.7,8.0,2.5,6.7,37.0,0.6,2.5,25.0,2.5,3.4,72.9,0.8,3.0,3.8,1.1,0.8,0.6,0.4,0.5,2.0,2.3,-0.1
2017-18,regular-season,ATL,44,17,27,38.6,3.4,8.0,2.5,6.2,40.8,0.8,2.1,35.9,2.3,2.8,79.2,0.8,2.2,3.0,1.4,0.8,0.5,0.3,0.5,2.3,2.0,-0.9
2017-18,regular-season,BKN,50,19,31,38.0,3.9,8.3,2.6,6.9,38.2,0.8,2.9,29.2,2.2,2.9,75.5,1.3,2.7,3.9,1.3,1.3,0.5,0.4,0.7,2.6,2.1,-0.9
2017-18,regular-season,NYK,35,12,23,34.3,4.0,8.1,2.7,7.1,38.9,0.6,2.0,30.4,2.0,2.7,73.4,1.0,2.8,3.7,1.5,0.9,0.5,0.6,0.5,2.5,2.1,-1.1
2017-18,regular-season,ORL,41,14,27,34.1,3.1,6.4,2.0,4.8,42.1,0.7,2.3,29.5,1.7,2.0,81.9,0.6,2.2,2.8,1.1,1.1,0.4,0.4,0.3,2.0,1.7,-1.0
2017-18,regular-season,MEM,41,12,29,29.3,3.6,6.6,1.9,6.0,32.0,0.6,2.4,24.7,2.2,2.8,78.3,0.9,2.3,3.2,1.0,0.8,0.7,0.3,0.3,2.1,2.0,-1.0
2017-18,regular-season,DAL,50,12,38,24.0,3.4,6.3,2.1,5.7,37.8,0.7,2.6,25.4,1.4,1.9,73.4,0.6,1.9,2.5,0.9,1.1,0.5,0.4,0.4,2.2,1.6,-2.6
2017-18,playoffs,HOU,4,4,0,100,3.2,7.0,2.0,5.8,34.8,1.0,3.3,30.8,2.0,2.5,80.0,0.5,2.8,3.3,0.5,0.8,0.5,0.3,0.5,1.0,1.3,2.0
2017-18,playoffs,NOP,4,3,1,75.0,2.8,9.0,2.8,5.8,47.8,1.5,2.8,54.5,2.0,3.0,66.7,1.5,1.3,2.8,1.5,0.5,0.5,0.3,0.3,0.8,2.5,3.0
2017-18,playoffs,CLE,10,7,3,70.0,4.1,9.0,2.7,7.0,38.6,1.1,3.4,32.4,2.5,3.5,71.4,1.0,2.9,3.9,1.2,0.7,0.4,0.5,0.3,1.8,2.3,2.1
2017-18,playoffs,BOS,8,5,3,62.5,4.9,12.6,3.6,7.8,46.8,0.8,2.6,28.6,4.6,6.3,74.0,1.3,3.3,4.5,2.3,0.9,0.8,0.3,0.5,2.1,4.0,1.8
2017-18,playoffs,GSW,7,4,3,57.1,3.1,7.1,2.3,4.9,47.1,0.7,1.7,41.7,1.9,2.1,86.7,0.3,1.9,2.1,1.1,0.7,0.1,0.4,0.0,1.6,1.3,1.0
2017-18,playoffs,MIA,2,1,1,50.0,2.5,5.0,2.0,4.5,44.4,0.0,0.0,0.0,1.0,2.5,40.0,1.5,1.0,2.5,1.5,0.0,1.0,0.0,0.5,1.5,1.5,-1.5
2017-18,playoffs,MIL,4,2,2,50.0,4.1,10.8,3.8,7.3,51.7,1.0,2.5,40.0,2.3,3.3,69.2,1.0,1.5,2.5,2.3,0.8,1.0,0.5,0.3,4.8,2.3,-1.5
2017-18,playoffs,SAS,2,1,1,50.0,1.2,4.5,1.0,1.5,66.7,1.0,1.0,100,1.5,1.5,100,0.5,1.5,2.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.5
2017-18,playoffs,UTA,4,2,2,50.0,2.9,6.3,1.8,4.0,43.8,0.5,1.8,28.6,2.3,2.5,90.0,0.5,2.3,2.8,1.0,0.5,0.0,0.3,0.3,1.0,1.8,0.0
2017-18,playoffs,TOR,5,2,3,40.0,4.1,6.6,2.2,7.2,30.6,0.4,2.2,18.2,1.8,2.0,90.0,2.0,2.6,4.6,1.4,0.6,0.0,0.4,0.4,1.4,1.8,-1.8
2017-18,playoffs,OKC,3,1,2,33.3,3.3,6.7,2.7,8.7,30.8,0.7,3.7,18.2,0.7,0.7,100,2.0,2.7,4.7,1.3,0.0,0.3,0.3,0.3,2.3,1.3,-0.7
2017-18,playoffs,WAS,3,1,2,33.3,2.1,4.0,1.7,3.3,50.0,0.0,0.7,0.0,0.7,1.3,50.0,0.3,1.7,2.0,1.0,0.0,0.3,0.3,0.0,0.7,0.7,-0.3
2017-18,playoffs,IND,5,1,4,20.0,2.6,3.2,1.2,4.4,27.3,0.2,2.0,10.0,0.6,1.2,50.0,0.6,2.0,2.6,1.0,0.8,0.0,0.0,0.6,1.8,1.0,-4.2
2017-18,playoffs,PHI,5,1,4,20.0,4.9,10.4,3.8,9.0,42.2,0.6,2.6,23.1,2.2,2.2,100,2.0,2.8,4.8,2.2,1.8,0.0,0.4,0.2,2.8,1.4,-1.6
2017-18,playoffs,MIN,1,0,1,0.0,2.1,4.0,1.0,5.0,20.0,0.0,0.0,0.0,2.0,2.0,100,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-3.0
2017-18,playoffs,POR,3,0,3,0.0,3.7,8.0,2.7,5.7,47.1,1.0,2.0,50.0,1.7,1.7,100,1.0,2.0,3.0,0.7,1.0,0.7,0.3,0.3,3.3,1.0,-4.0
2017-18,all-star,-,1,1,0,100,4.8,17.0,7.0,11.0,63.6,1.0,2.0,50.0,2.0,3.0,66.7,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0
2017-18,all-star,-,1,0,1,0.0,4.8,9.0,4.0,10.0,40.0,0.0,3.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,-8.0
2018-19,pre-season,CLE,1,1,0,100,0.4,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-19,pre-season,LAC,1,1,0,100,2.3,9.0,4.0,7.0,57.1,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0
2018-19,pre-season,MEM,1,1,0,100,9.9,20.0,6.0,16.0,37.5,1.0,4.0,25.0,7.0,8.0,87.5,0.0,8.0,8.0,2.0,2.0,4.0,2.0,4.0,3.0,6.0,7.0
2018-19,pre-season,MIN,1,1,0,100,5.0,7.0,3.0,12.0,25.0,0.0,4.0,0.0,1.0,3.0,33.3,3.0,6.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0
2018-19,pre-season,UTA,1,1,0,100,1.8,13.0,4.0,5.0,80.0,3.0,4.0,75.0,2.0,2.0,100,1.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0
2018-19,pre-season,CHA,4,3,1,75.0,3.6,11.0,3.0,7.0,42.9,1.0,3.3,30.8,4.0,5.0,80.0,0.8,2.5,3.3,1.5,1.3,0.3,0.0,0.8,2.3,3.0,2.3
2018-19,pre-season,NYK,4,3,1,75.0,4.2,10.3,3.3,6.5,50.0,0.8,1.3,60.0,3.0,4.3,70.6,0.5,2.5,3.0,2.3,1.5,1.8,0.3,0.3,4.0,3.0,-1.0
2018-19,pre-season,BKN,3,2,1,66.7,5.1,12.7,4.0,7.7,52.2,1.0,3.0,33.3,3.7,4.3,84.6,1.7,3.0,4.7,2.0,3.0,1.0,0.0,0.7,1.7,4.0,2.3
2018-19,pre-season,DEN,3,2,1,66.7,3.8,8.7,2.3,6.0,38.9,1.3,3.7,36.4,2.7,3.3,80.0,1.0,2.7,3.7,1.7,1.7,0.7,0.7,0.3,1.7,2.0,-0.7
