SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2018-19,Regular+Season,PHX,1610612756,Phoenix Suns,T.J. Warren,203933,43,10,33,31.6,12423.4,2.40,1.30,1.10,4.18,4.45,3.91
2018-19,Regular+Season,BKN,1610612751,Brooklyn Nets,Tahjere McCall,1628769,1,0,1,8.0,3121.0,0.60,0.30,0.30,3.90,4.45,3.46
2018-19,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Taj Gibson,201959,70,32,38,24.1,9542.3,1.80,1.00,0.80,4.20,4.42,3.97
2018-19,Regular+Season,ATL,1610612737,Atlanta Hawks,Taurean Prince,1627752,55,19,36,28.2,11005.8,2.10,1.10,1.00,4.13,4.43,3.83
2018-19,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Terrance Ferguson,1628390,73,43,30,26.1,10550.2,2.00,1.00,1.00,4.33,4.55,4.14
2018-19,Regular+Season,HOU,1610612745,Houston Rockets,Terrence Jones,203093,2,2,0,2.6,1081.5,0.20,0.10,0.10,4.47,3.59,5.93
2018-19,Regular+Season,ORL,1610612753,Orlando Magic,Terrence Ross,203082,79,40,39,26.6,10833.5,2.10,1.10,0.90,4.31,4.73,3.88
2018-19,Regular+Season,BOS,1610612738,Boston Celtics,Terry Rozier,1626179,79,47,32,22.7,9386.9,1.80,1.00,0.80,4.41,4.74,4.08
2018-19,Regular+Season,UTA,1610612762,Utah Jazz,Thabo Sefolosha,200757,49,28,21,12.2,4976.6,0.90,0.50,0.40,4.38,4.87,3.90
2018-19,Regular+Season,IND,1610612754,Indiana Pacers,Thaddeus Young,201152,81,47,34,30.7,12133.4,2.30,1.20,1.10,4.20,4.43,3.97
2018-19,Regular+Season,BKN,1610612751,Brooklyn Nets,Theo Pinson,1629033,18,7,11,11.7,4592.0,0.90,0.50,0.40,4.13,4.52,3.75
2018-19,Regular+Season,WAS,1610612764,Washington Wizards,Thomas Bryant,1628418,71,28,43,20.9,8239.6,1.60,0.80,0.70,4.22,4.53,3.92
2018-19,Regular+Season,DEN,1610612743,Denver Nuggets,Thomas Welsh,1629118,11,8,3,3.3,1317.6,0.20,0.10,0.10,4.07,4.28,4.16
2018-19,Regular+Season,DET,1610612765,Detroit Pistons,Thon Maker,1627748,64,44,20,15.2,6291.3,1.20,0.60,0.60,4.45,4.76,4.15
2018-19,Regular+Season,MIL,1610612749,Milwaukee Bucks,Tim Frazier,204025,59,27,32,19.0,7825.8,1.50,0.80,0.70,4.37,4.77,3.98
2018-19,Regular+Season,DAL,1610612742,Dallas Mavericks,Tim Hardaway Jr.,203501,64,14,50,31.8,12208.8,2.30,1.30,1.00,4.10,4.49,3.70
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Timothe Luwawu-Cabarrot,1627789,50,25,25,13.4,5648.8,1.10,0.60,0.50,4.48,4.77,4.18
2018-19,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,82,46,36,34.7,13779.8,2.60,1.40,1.20,4.22,4.64,3.81
2018-19,Regular+Season,WAS,1610612764,Washington Wizards,Tomas Satoransky,203107,79,31,48,27.0,11416.1,2.20,1.20,1.00,4.50,4.93,4.10
2018-19,Regular+Season,UTA,1610612762,Utah Jazz,Tony Bradley,1628396,3,2,1,12.0,4911.7,0.90,0.50,0.40,4.34,4.60,4.08
2018-19,Regular+Season,CHA,1610612766,Charlotte Hornets,Tony Parker,2225,56,30,26,17.9,7326.2,1.40,0.80,0.60,4.35,4.87,3.81
2018-19,Regular+Season,MIL,1610612749,Milwaukee Bucks,Tony Snell,203503,74,55,19,17.6,6991.8,1.30,0.70,0.60,4.20,4.50,3.91
2018-19,Regular+Season,DEN,1610612743,Denver Nuggets,Torrey Craig,1628470,75,50,25,20.0,8316.1,1.60,0.80,0.80,4.42,4.47,4.36
2018-19,Regular+Season,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,81,29,52,30.9,12751.7,2.40,1.40,1.00,4.37,4.98,3.76
2018-19,Regular+Season,BKN,1610612751,Brooklyn Nets,Treveon Graham,1626203,35,19,16,20.4,8524.4,1.60,0.90,0.70,4.45,4.81,4.08
2018-19,Regular+Season,HOU,1610612745,Houston Rockets,Trevon Duval,1628979,3,2,1,1.9,805.7,0.20,0.10,0.10,4.77,3.93,3.71
2018-19,Regular+Season,WAS,1610612764,Washington Wizards,Trevor Ariza,2772,68,21,47,34.0,12687.6,2.40,1.30,1.10,3.99,4.16,3.81
2018-19,Regular+Season,DAL,1610612742,Dallas Mavericks,Trey Burke,203504,58,16,42,19.4,8034.0,1.50,0.80,0.70,4.40,4.70,4.09
2018-19,Regular+Season,DEN,1610612743,Denver Nuggets,Trey Lyles,1626168,64,42,22,17.5,6733.2,1.30,0.70,0.60,4.08,4.41,3.73
2018-19,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Tristan Thompson,202684,43,8,35,27.9,10613.5,2.00,1.10,0.90,4.15,4.31,3.96
2018-19,Regular+Season,WAS,1610612764,Washington Wizards,Troy Brown Jr.,1628972,51,19,32,14.1,5743.7,1.10,0.60,0.50,4.32,4.75,3.90
2018-19,Regular+Season,ORL,1610612753,Orlando Magic,Troy Caupain,1628505,4,3,1,3.9,1579.0,0.30,0.20,0.10,4.24,4.67,3.75
2018-19,Regular+Season,PHX,1610612756,Phoenix Suns,Troy Daniels,203584,51,13,38,14.9,6150.2,1.20,0.60,0.50,4.36,4.81,3.91
2018-19,Regular+Season,SAC,1610612758,Sacramento Kings,Troy Williams,1627786,21,7,14,14.9,6325.2,1.20,0.60,0.60,4.49,4.92,4.06
2018-19,Regular+Season,UTA,1610612762,Utah Jazz,Tyler Cavanaugh,1628463,11,7,4,3.6,1591.2,0.30,0.20,0.10,4.59,5.24,3.93
2018-19,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Tyler Davis,1629093,1,1,0,0.9,297.0,0.10,0.00,0.00,6.28,0.00,0.00
2018-19,Regular+Season,MEM,1610612763,Memphis Grizzlies,Tyler Dorsey,1628416,48,11,37,14.5,6091.8,1.20,0.60,0.50,4.44,4.77,4.12
2018-19,Regular+Season,PHX,1610612756,Phoenix Suns,Tyler Johnson,204020,57,26,31,26.8,11040.5,2.10,1.20,0.90,4.36,4.77,3.93
2018-19,Regular+Season,DEN,1610612743,Denver Nuggets,Tyler Lydon,1628399,25,20,5,3.7,1556.6,0.30,0.20,0.10,4.45,4.52,4.37
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Tyler Ulis,1627755,1,0,1,0.8,-,0.00,0.00,0.00,0.00,0.00,0.00
2018-19,Regular+Season,MEM,1610612763,Memphis Grizzlies,Tyler Zeller,203092,6,3,3,15.5,6075.3,1.20,0.60,0.50,4.17,4.48,3.87
2018-19,Regular+Season,IND,1610612754,Indiana Pacers,Tyreke Evans,201936,69,41,28,20.3,7547.2,1.40,0.80,0.70,3.93,4.19,3.68
2018-19,Regular+Season,LAC,1610612746,Los Angeles Clippers,Tyrone Wallace,1627820,62,34,28,10.1,4467.3,0.80,0.50,0.40,4.61,5.21,4.07
2018-19,Regular+Season,LAL,1610612747,Los Angeles Lakers,Tyson Chandler,2199,55,26,29,15.9,5852.8,1.10,0.60,0.50,3.90,4.10,3.71
2018-19,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Tyus Jones,1626145,68,29,39,22.9,9252.5,1.80,1.00,0.80,4.28,4.64,3.90
2018-19,Regular+Season,MIA,1610612748,Miami Heat,Udonis Haslem,2617,10,8,2,7.5,2676.8,0.50,0.30,0.20,3.82,4.08,3.57
2018-19,Regular+Season,IND,1610612754,Indiana Pacers,Victor Oladipo,203506,36,25,11,31.9,12788.6,2.40,1.30,1.10,4.28,4.58,3.99
2018-19,Regular+Season,ATL,1610612737,Atlanta Hawks,Vince Carter,1713,76,25,51,17.5,6696.8,1.30,0.70,0.60,4.02,4.46,3.62
2018-19,Regular+Season,HOU,1610612745,Houston Rockets,Vincent Edwards,1629053,2,1,1,7.9,3044.5,0.60,0.30,0.30,4.27,4.63,3.30
2018-19,Regular+Season,POR,1610612757,Portland Trail Blazers,Wade Baldwin IV,1627735,16,10,6,5.9,2594.2,0.50,0.30,0.20,4.69,5.00,4.35
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Walt Lemon Jr.,1627215,6,1,5,27.9,11309.0,2.10,1.10,1.00,4.37,4.70,3.98
2018-19,Regular+Season,DET,1610612765,Detroit Pistons,Wayne Ellington,201961,53,26,27,24.5,9688.0,1.80,1.00,0.80,4.28,4.69,3.85
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Wayne Selden,1627782,75,27,48,19.2,7142.5,1.40,0.70,0.60,3.96,4.17,3.73
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Wendell Carter Jr.,1628976,43,10,33,25.4,10073.0,1.90,1.00,0.90,4.25,4.60,3.92
2018-19,Regular+Season,ORL,1610612753,Orlando Magic,Wes Iwundu,1628411,68,36,32,18.1,7522.5,1.40,0.80,0.70,4.43,4.70,4.15
2018-19,Regular+Season,WAS,1610612764,Washington Wizards,Wesley Johnson,202325,38,17,21,14.1,5664.4,1.10,0.60,0.50,4.28,4.65,3.94
2018-19,Regular+Season,IND,1610612754,Indiana Pacers,Wesley Matthews,202083,69,27,42,30.3,11804.6,2.20,1.20,1.00,4.14,4.41,3.85
2018-19,Regular+Season,DEN,1610612743,Denver Nuggets,Will Barton,203115,43,27,16,27.7,10792.7,2.00,1.10,0.90,4.17,4.48,3.86
2018-19,Regular+Season,SAC,1610612758,Sacramento Kings,Willie Cauley-Stein,1626161,81,39,42,27.3,10642.4,2.00,1.00,1.00,4.16,4.49,3.86
2018-19,Regular+Season,CHA,1610612766,Charlotte Hornets,Willy Hernangomez,1626195,58,31,27,14.0,5757.4,1.10,0.60,0.50,4.38,4.81,3.94
2018-19,Regular+Season,LAC,1610612746,Los Angeles Clippers,Wilson Chandler,201163,50,35,15,22.8,9053.5,1.70,0.90,0.80,4.21,4.57,3.86
2018-19,Regular+Season,MIA,1610612748,Miami Heat,Yante Maten,1628999,2,1,1,6.5,2578.5,0.50,0.30,0.20,4.27,4.69,3.92
2018-19,Regular+Season,SAC,1610612758,Sacramento Kings,Yogi Ferrell,1627812,71,33,38,15.0,6302.4,1.20,0.70,0.50,4.43,4.91,3.95
2018-19,Regular+Season,MEM,1610612763,Memphis Grizzlies,Yuta Watanabe,1629139,15,5,10,11.6,4913.3,0.90,0.50,0.40,4.47,4.89,3.99
2018-19,Regular+Season,POR,1610612757,Portland Trail Blazers,Zach Collins,1628380,77,51,26,17.6,6958.8,1.30,0.70,0.60,4.18,4.42,3.91
2018-19,Regular+Season,CHI,1610612741,Chicago Bulls,Zach LaVine,203897,62,16,46,34.4,14219.0,2.70,1.50,1.20,4.43,4.87,3.99
2018-19,Regular+Season,DET,1610612765,Detroit Pistons,Zach Lofton,1629155,1,1,0,3.8,1474.0,0.30,0.10,0.10,4.50,3.07,2.94
2018-19,Regular+Season,DET,1610612765,Detroit Pistons,Zaza Pachulia,2585,68,35,33,12.9,4927.6,0.90,0.50,0.40,4.07,4.27,3.83
2018-19,Regular+Season,PHI,1610612755,Philadelphia 76ers,Zhaire Smith,1629015,6,2,4,18.4,7941.8,1.50,0.80,0.70,4.58,5.06,4.09
2018-19,Regular+Season,HOU,1610612745,Houston Rockets,Zhou Qi,1627753,1,0,1,1.0,385.0,0.10,0.00,0.00,5.01,0.00,0.00
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Aaron Gordon,203932,5,1,4,32.8,13238.4,2.50,1.40,1.10,4.27,4.70,3.86
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Aaron Holiday,1628988,3,0,3,4.5,1790.3,0.30,0.20,0.20,4.08,4.44,4.53
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Abdel Nader,1627846,3,1,2,1.6,622.3,0.10,0.00,0.10,4.52,3.23,3.46
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Al Horford,201143,9,5,4,34.5,12902.9,2.40,1.30,1.10,3.98,4.26,3.67
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Al-Farouq Aminu,202329,16,8,8,24.9,9956.9,1.90,1.00,0.80,4.27,4.50,4.01
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Alfonzo McKinnie,1628035,22,14,8,10.7,4766.9,0.90,0.50,0.40,4.69,5.05,4.36
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Amir Johnson,101161,4,3,1,4.9,1783.3,0.30,0.20,0.20,3.90,3.74,3.49
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Andre Drummond,203083,4,0,4,31.8,11779.8,2.20,1.20,1.10,3.92,3.86,4.10
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Andre Iguodala,2738,21,13,8,30.0,11345.6,2.10,1.10,1.10,3.98,4.30,3.70
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Andrew Bogut,101106,19,13,6,9.4,3421.3,0.60,0.30,0.30,3.87,4.21,3.56
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,5,2,3,2.4,984.2,0.20,0.10,0.10,4.01,4.98,3.85
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Aron Baynes,203382,9,5,4,12.8,4848.7,0.90,0.50,0.40,4.11,4.26,3.96
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Austin Rivers,203085,10,6,4,21.5,8100.0,1.50,0.80,0.70,3.95,4.01,3.89
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Ben Simmons,1627732,12,7,5,35.1,13746.3,2.60,1.40,1.20,4.13,4.48,3.78
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Blake Griffin,201933,2,0,2,29.0,9951.0,1.90,1.10,0.80,3.67,3.90,3.42
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Boban Marjanovic,1626246,11,7,4,9.5,3637.8,0.70,0.40,0.30,4.07,4.20,3.93
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Bojan Bogdanovic,202711,4,0,4,36.9,14328.8,2.70,1.40,1.30,4.14,4.41,3.87
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Brad Wanamaker,202954,4,2,2,4.3,1705.5,0.30,0.20,0.20,4.12,4.57,3.70
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,15,10,5,29.2,10828.5,2.10,1.10,1.00,3.97,4.39,3.59
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Bruce Brown,1628971,4,0,4,14.2,5994.8,1.10,0.60,0.50,4.46,4.65,4.24
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Bryn Forbes,1627854,7,3,4,30.3,11667.0,2.20,1.20,1.00,4.14,4.53,3.71
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,CJ McCollum,203468,16,8,8,39.7,15669.2,3.00,1.70,1.30,4.22,4.59,3.81
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Caris LeVert,1627747,5,1,4,28.9,11849.6,2.20,1.20,1.00,4.30,4.64,3.97
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,2,1,1,2.0,976.0,0.20,0.10,0.10,5.29,4.12,3.69
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Chris Paul,101108,11,6,5,36.1,12374.1,2.30,1.30,1.00,3.64,3.94,3.30
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Clint Capela,203991,11,6,5,30.1,11472.3,2.20,1.20,1.00,4.10,4.38,3.83
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Cory Joseph,202709,4,0,4,21.2,8847.3,1.70,0.90,0.80,4.41,4.51,4.30
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,D'Angelo Russell,1626156,5,1,4,29.6,11568.0,2.20,1.20,1.00,4.20,4.55,3.76
2018-19,Playoffs,ORL,1610612753,Orlando Magic,D.J. Augustin,201571,5,1,4,28.2,10951.8,2.10,1.20,0.90,4.13,4.68,3.58
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,D.J. Wilson,1628391,8,6,2,5.3,2288.3,0.40,0.20,0.20,4.52,4.60,4.15
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Damian Jones,1627745,4,3,1,2.0,874.5,0.20,0.10,0.10,4.70,4.52,3.63
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,16,8,8,40.6,14720.1,2.80,1.60,1.20,3.85,4.17,3.51
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,7,5,2,6.0,2384.3,0.50,0.20,0.20,4.27,4.43,4.14
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Danilo Gallinari,201568,6,2,4,33.6,13731.0,2.60,1.50,1.10,4.31,4.76,3.80
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Danny Green,201980,24,16,8,28.5,11872.3,2.20,1.20,1.10,4.42,4.61,4.22
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Dante Cunningham,201967,5,2,3,2.6,993.0,0.20,0.10,0.10,3.79,4.90,3.70
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Danuel House Jr.,1627863,7,4,3,20.1,7911.6,1.50,0.80,0.70,4.16,4.35,3.99
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Darren Collison,201954,4,0,4,29.2,11177.8,2.10,1.20,1.00,4.09,4.34,3.73
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Davis Bertans,202722,5,2,3,15.8,6514.2,1.20,0.70,0.50,4.43,5.09,3.75
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,DeMar DeRozan,201942,7,3,4,35.8,13652.4,2.60,1.50,1.10,4.07,4.60,3.54
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,DeMarcus Cousins,202326,8,3,5,16.6,5696.6,1.10,0.50,0.50,3.62,3.74,3.50
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,DeMarre Carroll,201960,5,1,4,23.9,9269.6,1.80,1.00,0.80,4.10,4.35,3.74
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Dennis Schröder,203471,5,1,4,30.1,11561.2,2.20,1.00,1.10,4.03,4.17,3.91
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Deonte Burton,1629126,3,1,2,1.5,558.7,0.10,0.10,0.10,3.60,6.48,3.81
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Derrick Favors,202324,5,1,4,20.6,8405.0,1.60,0.90,0.70,4.38,4.64,4.10
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Derrick White,1628401,7,3,4,27.2,11096.1,2.10,1.20,1.00,4.33,4.85,3.88
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Domantas Sabonis,1627734,4,0,4,24.0,9259.0,1.80,0.90,0.80,4.07,4.32,3.94
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Donatas Motiejunas,202700,5,2,3,3.7,1342.0,0.30,0.10,0.10,3.85,3.93,3.24
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Donovan Mitchell,1628378,5,1,4,38.6,14259.4,2.70,1.60,1.10,3.95,4.47,3.40
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Doug McDermott,203926,3,0,3,9.7,4063.0,0.80,0.40,0.40,4.44,4.60,4.29
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Draymond Green,203110,22,14,8,38.7,14086.5,2.70,1.40,1.30,3.85,4.27,3.47
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Dzanan Musa,1629058,2,0,2,7.3,2999.5,0.60,0.30,0.30,4.23,4.70,3.92
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Ed Davis,202334,3,1,2,13.6,5327.0,1.00,0.60,0.40,4.08,4.37,3.74
2018-19,Playoffs,IND,1610612754,Indiana Pacers,Edmond Sumner,1628410,1,0,1,1.6,543.0,0.10,0.00,0.10,3.39,0.00,5.21
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Ekpe Udoh,202327,2,0,2,3.1,1269.0,0.20,0.10,0.10,4.28,5.17,3.40
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Enes Freedom,202683,16,8,8,28.8,10597.6,2.00,1.10,1.00,3.94,3.94,3.93
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Eric Bledsoe,202339,15,10,5,28.2,11557.2,2.20,1.10,1.10,4.35,4.72,4.02
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Eric Gordon,201569,11,6,5,37.2,13036.8,2.50,1.30,1.20,3.73,3.86,3.59
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Eric Moreland,203961,8,6,2,3.5,1422.4,0.30,0.20,0.10,4.34,4.37,3.88
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Ersan Ilyasova,101141,15,10,5,18.2,7325.4,1.40,0.70,0.70,4.30,4.67,3.95
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Evan Fournier,203095,5,1,4,35.0,13933.2,2.60,1.40,1.20,4.24,4.52,3.97
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Evan Turner,202323,16,8,8,15.3,5731.0,1.10,0.60,0.50,3.98,4.06,3.85
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Fred VanVleet,1627832,24,16,8,24.7,10041.6,1.90,1.00,0.90,4.28,4.56,4.00
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Furkan Korkmaz,1627788,4,3,1,8.9,3868.0,0.70,0.40,0.30,4.48,4.59,4.33
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Garrett Temple,202066,6,2,4,10.5,4558.0,0.90,0.40,0.40,4.51,4.64,4.40
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Gary Clark,1629109,2,1,1,1.9,772.5,0.10,0.10,0.10,4.20,2.78,2.83
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Gary Harris,203914,14,7,7,37.0,14209.6,2.70,1.40,1.30,4.11,4.21,4.01
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,George Hill,201588,15,10,5,26.3,10452.4,2.00,1.00,1.00,4.21,4.47,3.96
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Georges Niang,1627777,5,1,4,11.0,4557.8,0.90,0.50,0.40,4.34,4.69,3.99
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Gerald Green,101123,11,6,5,8.8,3535.5,0.70,0.40,0.30,4.24,4.52,3.98
2018-19,Playoffs,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,15,10,5,34.3,13175.5,2.50,1.40,1.10,4.08,4.74,3.49
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Glenn Robinson III,203922,3,0,3,11.9,5354.3,1.00,0.60,0.40,4.73,5.33,4.37
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Gordon Hayward,202330,9,5,4,29.6,12022.4,2.30,1.30,1.00,4.32,4.76,3.89
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Grayson Allen,1628960,2,0,2,7.0,3006.0,0.60,0.30,0.20,4.23,5.46,3.79
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Greg Monroe,202328,10,6,4,9.0,3556.4,0.70,0.40,0.30,4.18,4.24,4.25
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Guerschon Yabusele,1627824,4,2,2,3.5,1419.0,0.30,0.10,0.10,4.25,4.14,3.62
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Iman Shumpert,202697,8,4,4,13.7,5468.6,1.00,0.60,0.50,4.20,4.23,4.05
2018-19,Playoffs,HOU,1610612745,Houston Rockets,Isaiah Hartenstein,1628392,2,1,1,1.1,518.0,0.10,0.10,0.00,4.50,4.02,5.09
2018-19,Playoffs,DET,1610612765,Detroit Pistons,Ish Smith,202397,4,0,4,20.2,9147.0,1.70,1.00,0.70,4.76,5.57,4.03
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,4,1,3,9.7,3831.3,0.70,0.40,0.30,4.26,4.56,3.94
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,JJ Redick,200755,12,7,5,31.3,12939.5,2.50,1.40,1.10,4.37,4.77,3.95
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,JaMychal Green,203210,6,2,4,23.5,9525.0,1.80,1.00,0.80,4.21,4.45,3.97
2018-19,Playoffs,GSW,1610612744,Golden State Warriors,Jacob Evans,1628980,7,5,2,2.5,1047.4,0.20,0.10,0.10,4.50,4.40,3.95
2018-19,Playoffs,UTA,1610612762,Utah Jazz,Jae Crowder,203109,5,1,4,26.0,9719.6,1.80,1.10,0.80,4.01,4.44,3.54
2018-19,Playoffs,POR,1610612757,Portland Trail Blazers,Jake Layman,1627774,6,3,3,3.4,1441.8,0.30,0.20,0.10,4.32,4.46,4.14
2018-19,Playoffs,SAS,1610612759,San Antonio Spurs,Jakob Poeltl,1627751,7,3,4,25.3,10341.1,2.00,1.00,0.90,4.37,4.64,4.10
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,14,7,7,36.3,14383.4,2.70,1.50,1.20,4.23,4.73,3.71
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,James Ennis III,203516,11,7,4,21.1,8641.6,1.60,0.90,0.80,4.30,4.39,4.20
2018-19,Playoffs,HOU,1610612745,Houston Rockets,James Harden,201935,11,6,5,38.6,12820.0,2.40,1.30,1.10,3.55,3.77,3.32
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Jared Dudley,201162,4,1,3,20.6,7756.3,1.50,0.80,0.60,4.00,4.47,3.54
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Jarell Martin,1626185,3,0,3,6.1,2604.3,0.50,0.30,0.20,4.61,4.98,4.24
2018-19,Playoffs,DEN,1610612743,Denver Nuggets,Jarred Vanderbilt,1629020,3,1,2,1.6,629.7,0.10,0.10,0.10,4.34,5.10,3.78
2018-19,Playoffs,BKN,1610612751,Brooklyn Nets,Jarrett Allen,1628386,5,1,4,22.0,8612.0,1.60,0.90,0.70,4.18,4.59,3.77
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,9,5,4,30.4,12122.4,2.30,1.20,1.10,4.26,4.43,4.09
2018-19,Playoffs,BOS,1610612738,Boston Celtics,Jayson Tatum,1628369,9,5,4,32.8,12493.9,2.40,1.30,1.10,4.05,4.38,3.72
2018-19,Playoffs,OKC,1610612760,Oklahoma City Thunder,Jerami Grant,203924,5,1,4,35.2,13905.8,2.60,1.40,1.20,4.22,5.04,3.55
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Jeremy Lin,202391,8,7,1,3.4,1368.0,0.30,0.10,0.10,4.35,4.52,4.15
2018-19,Playoffs,ORL,1610612753,Orlando Magic,Jerian Grant,1626170,3,0,3,4.7,1810.3,0.30,0.20,0.10,3.99,4.73,3.23
2018-19,Playoffs,LAC,1610612746,Los Angeles Clippers,Jerome Robinson,1629010,5,1,4,9.2,3926.6,0.70,0.40,0.40,4.47,5.02,4.01
2018-19,Playoffs,PHI,1610612755,Philadelphia 76ers,Jimmy Butler III,202710,12,7,5,35.1,14028.3,2.70,1.40,1.20,4.24,4.51,3.96
2018-19,Playoffs,TOR,1610612761,Toronto Raptors,Jodie Meeks,201975,14,9,5,4.8,1998.5,0.40,0.20,0.20,4.38,4.59,4.14
