SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST
2023-24,IST,HOU,,4,2,2,27.4,0.5,0.0,0.0,1.3,40.0,0.0,40.0,14.5,0,0
2023-24,IST,SAC,,5,4,1,37.2,4.0,2.6,65.0,8.6,46.5,0.0,46.5,4.1,0,0
2023-24,IST,SAS,,1,0,1,5.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CLE,,2,1,1,35.8,1.5,0.5,33.3,2.5,60.0,0.0,60.0,5.5,0,0
2023-24,IST,NYK,,5,3,2,19.0,0.8,0.2,25.0,1.6,50.0,0.0,50.0,7.6,0,0
2023-24,IST,BKN,,4,3,1,27.6,2.8,1.8,63.6,4.8,57.9,0.0,57.9,6.1,0,0
2023-24,IST,IND,,2,0,2,18.7,0.5,0.0,0.0,0.5,100,0.0,100,31.5,0,0
2023-24,IST,GSW,,3,1,2,21.3,0.7,0.7,100,3.3,20.0,0.0,20.0,4.2,0,0
2023-24,IST,PHX,,4,2,2,16.5,1.5,1.3,83.3,4.0,37.5,0.3,40.0,3.3,0,0
2023-24,IST,MIA,,3,2,1,32.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2023-24,IST,POR,,3,0,3,10.9,1.0,0.3,33.3,3.0,33.3,0.7,42.9,8.1,0,0
2023-24,IST,DAL,,3,1,2,16.4,2.7,2.3,87.5,5.0,53.3,0.0,53.3,3.1,0,0
2023-24,IST,NOP,,5,4,1,28.9,1.4,0.6,42.9,3.2,43.8,0.2,46.7,3.4,0,0
2023-24,IST,PHX,,5,3,2,33.2,0.2,0.2,100,1.2,16.7,0.4,25.0,2.4,0,0
2023-24,IST,DET,,1,1,0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CLE,,4,3,1,35.9,2.8,2.0,72.7,5.3,52.4,0.3,55.0,6.1,0,0
2023-24,IST,ORL,,4,3,1,34.4,1.3,0.5,40.0,3.8,33.3,0.0,33.3,9.5,0,0
2023-24,IST,HOU,,4,2,2,40.3,0.5,0.3,50.0,1.8,28.6,0.3,33.3,11.0,0,0
2023-24,IST,ATL,,2,1,1,2.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,ORL,,3,3,0,23.6,1.3,0.3,25.0,2.0,66.7,0.0,66.7,10.5,0,0
2023-24,IST,GSW,,4,2,2,18.2,0.5,0.3,50.0,2.3,22.2,0.3,25.0,9.6,0,0
2023-24,IST,TOR,,3,1,2,25.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CLE,,4,3,1,24.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MIL,,6,5,1,35.8,1.7,0.8,50.0,4.8,34.5,0.0,34.5,3.7,0,0
2023-24,IST,ORL,,4,3,1,23.8,1.5,1.3,83.3,6.3,24.0,0.8,27.3,4.3,0,0
2023-24,IST,OKC,,3,1,2,30.9,0.7,0.0,0.0,2.7,25.0,0.3,28.6,12.8,0,0
2023-24,IST,TOR,,3,1,2,10.2,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0,0
2023-24,IST,CHA,,4,2,2,22.6,0.5,0.3,50.0,2.0,25.0,0.5,33.3,11.1,0,0
2023-24,IST,PHX,,5,3,2,34.5,0.4,0.0,0.0,1.4,28.6,0.0,28.6,20.7,0,0
2023-24,IST,SAC,,5,4,1,29.0,0.6,0.0,0.0,1.0,60.0,0.0,60.0,11.9,0,0
2023-24,IST,LAL,,1,0,1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MIA,,2,1,1,28.3,0.5,0.0,0.0,1.0,50.0,0.0,50.0,5.9,0,0
2023-24,IST,NOP,,4,4,0,31.6,1.5,0.8,50.0,2.3,66.7,0.0,66.7,8.7,0,0
2023-24,IST,TOR,,5,3,2,25.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CLE,,2,1,1,19.7,0.5,0.5,100,2.0,25.0,0.0,25.0,1.8,0,0
2023-24,IST,NYK,,5,3,2,19.4,2.4,2.4,100,5.2,46.2,0.0,46.2,2.5,0,0
2023-24,IST,IND,,4,4,0,16.1,2.8,1.5,54.5,6.3,44.0,0.3,45.8,5.6,0,0
2023-24,IST,OKC,,3,1,2,19.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2023-24,IST,DET,,1,0,1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,DET,,4,0,4,27.2,2.0,1.5,75.0,4.5,44.4,0.5,50.0,5.0,0,0
2023-24,IST,CHA,,3,0,3,18.6,0.3,0.0,0.0,1.0,33.3,0.0,33.3,9.1,0,0
2023-24,IST,LAC,,4,1,3,26.2,4.5,3.5,77.8,8.5,52.9,0.3,54.5,3.4,0,0
2023-24,IST,CHA,,4,1,3,16.6,1.0,0.8,75.0,2.0,50.0,0.0,50.0,8.8,0,0
2023-24,IST,SAC,,3,2,1,5.8,1.0,0.7,66.7,1.7,60.0,0.0,60.0,5.6,0,0
2023-24,IST,HOU,,4,2,2,32.6,1.8,1.0,57.1,4.3,41.2,0.3,43.8,4.5,0,0
2023-24,IST,POR,,4,1,3,15.8,1.3,0.5,40.0,3.0,41.7,0.3,45.5,7.6,0,0
2023-24,IST,BKN,,2,0,2,27.4,1.5,0.0,0.0,1.5,100,0.0,100,12.5,0,0
2023-24,IST,DAL,,3,1,2,14.9,0.3,0.0,0.0,0.7,50.0,0.0,50.0,17.4,0,0
2023-24,IST,DET,,3,0,3,27.3,2.0,1.7,83.3,3.3,60.0,0.0,60.0,6.6,0,0
2023-24,IST,MIN,,1,1,0,26.1,2.0,0.0,0.0,2.0,100,0.0,100,16.3,0,0
2023-24,IST,BOS,,2,1,1,14.6,2.0,0.5,25.0,3.0,66.7,0.0,66.7,8.9,0,0
2023-24,IST,MIL,,1,1,0,23.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,HOU,,4,2,2,15.0,1.0,0.5,50.0,3.8,26.7,0.0,26.7,18.2,0,0
2023-24,IST,MIA,,4,2,2,30.6,2.8,1.8,63.6,4.0,68.8,0.3,73.3,9.0,0,0
2023-24,IST,TOR,,4,1,3,28.0,2.5,1.8,70.0,5.8,43.5,0.0,43.5,6.3,0,0
2023-24,IST,NYK,,5,3,2,35.5,1.2,0.0,0.0,2.6,46.2,0.0,46.2,17.8,0,0
2023-24,IST,DET,,2,0,2,25.8,2.5,1.5,60.0,5.5,45.5,0.0,45.5,4.5,0,0
2023-24,IST,HOU,,4,2,2,34.4,0.3,0.3,100,1.5,16.7,0.3,20.0,3.2,0,0
2023-24,IST,ATL,,3,1,2,35.0,1.0,0.3,33.3,4.3,23.1,0.0,23.1,14.9,0,0
2023-24,IST,TOR,,2,0,2,10.0,1.0,1.0,100,1.5,66.7,0.0,66.7,6.3,0,0
2023-24,IST,DEN,,2,1,1,13.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,IND,,3,3,0,14.7,1.7,1.3,80.0,2.3,71.4,0.0,71.4,5.7,0,0
2023-24,IST,ORL,,3,2,1,27.0,0.3,0.0,0.0,2.7,12.5,0.0,12.5,22.5,0,0
2023-24,IST,OKC,,4,1,3,31.0,0.3,0.0,0.0,2.3,11.1,0.0,11.1,6.5,0,0
2023-24,IST,DEN,,1,1,0,39.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,SAS,,2,0,2,9.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CHA,,1,0,1,4.9,1.0,0.0,0.0,1.0,100,0.0,100,18.4,0,0
2023-24,IST,LAC,,4,1,3,34.1,0.3,0.0,0.0,2.5,10.0,0.3,11.1,8.9,0,0
2023-24,IST,DET,,3,0,3,8.2,1.3,0.7,50.0,2.7,50.0,0.0,50.0,3.4,0,0
2023-24,IST,MEM,,4,0,4,28.0,2.5,1.0,40.0,5.0,50.0,0.0,50.0,3.8,0,0
2023-24,IST,LAL,,1,1,0,14.9,4.0,0.0,0.0,7.0,57.1,0.0,57.1,6.6,0,0
2023-24,IST,CLE,,4,3,1,29.7,2.5,1.5,60.0,6.5,38.5,0.0,38.5,4.5,0,0
2023-24,IST,LAL,,4,4,0,10.3,0.3,0.3,100,1.5,16.7,0.0,16.7,2.9,0,0
2023-24,IST,BOS,,5,3,2,34.1,0.8,0.0,0.0,2.6,30.8,0.0,30.8,25.6,0,0
2023-24,IST,OKC,,4,1,3,15.8,0.3,0.0,0.0,1.3,20.0,0.0,20.0,4.5,0,0
2023-24,IST,BOS,,5,3,2,36.5,0.8,0.4,50.0,2.0,40.0,0.0,40.0,7.8,0,0
2023-24,IST,HOU,,2,1,1,18.7,1.0,0.5,50.0,1.5,66.7,0.0,66.7,7.4,0,0
2023-24,IST,POR,,4,1,3,36.8,0.8,0.5,66.7,3.0,25.0,0.0,25.0,17.6,0,0
2023-24,IST,NOP,,1,1,0,13.2,1.0,1.0,100,4.0,25.0,0.0,25.0,4.4,0,0
2023-24,IST,SAS,,4,0,4,31.8,2.0,0.8,37.5,3.3,61.5,0.0,61.5,16.4,0,0
2023-24,IST,NYK,,1,1,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CHI,,4,0,4,13.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MIA,,3,2,1,34.0,1.0,0.3,33.3,2.7,37.5,0.0,37.5,12.9,0,0
2023-24,IST,HOU,,2,1,1,7.1,0.5,0.5,100,2.5,20.0,0.5,25.0,3.4,0,0
2023-24,IST,ORL,,4,3,1,20.1,0.8,0.5,66.7,1.0,75.0,0.0,75.0,6.3,0,0
2023-24,IST,PHI,,4,2,2,37.8,3.8,2.3,60.0,7.3,51.7,0.0,51.7,5.3,0,0
2023-24,IST,UTA,,4,2,2,32.5,2.5,1.8,70.0,5.8,43.5,0.0,43.5,3.6,0,0
2023-24,IST,MEM,,4,0,4,17.0,0.3,0.3,100,3.0,8.3,0.0,8.3,3.7,0,0
2023-24,IST,WAS,,2,0,2,12.8,1.5,1.0,66.7,5.0,30.0,0.0,30.0,16.8,0,0
2023-24,IST,NOP,,5,4,1,28.7,2.2,1.8,81.8,5.2,42.3,0.2,44.0,3.9,0,0
2023-24,IST,ORL,,4,3,1,15.0,1.8,1.5,85.7,2.3,77.8,0.0,77.8,2.4,0,0
2023-24,IST,GSW,,4,2,2,16.9,0.5,0.0,0.0,1.3,40.0,0.0,40.0,10.0,0,0
2023-24,IST,UTA,,3,2,1,34.9,1.0,0.7,66.7,2.7,37.5,0.7,50.0,6.2,0,0
2023-24,IST,MEM,,4,2,2,14.0,1.3,0.3,20.0,3.0,41.7,0.3,45.5,6.8,0,0
2023-24,IST,NOP,,4,3,1,30.0,0.5,0.3,50.0,2.0,25.0,0.0,25.0,14.6,0,0
2023-24,IST,WAS,,4,0,4,30.5,0.3,0.0,0.0,0.5,50.0,0.0,50.0,4.7,0,0
2023-24,IST,NOP,,2,2,0,16.6,0.5,0.0,0.0,2.5,20.0,0.0,20.0,6.7,0,0
2023-24,IST,OKC,,4,1,3,27.5,1.3,0.8,60.0,2.5,50.0,0.3,55.6,9.8,0,0
2023-24,IST,DAL,,3,1,2,28.4,1.0,0.0,0.0,2.3,42.9,0.0,42.9,18.9,0,0
2023-24,IST,NYK,,5,3,2,29.8,1.2,0.4,33.3,2.2,54.5,0.0,54.5,11.1,0,0
2023-24,IST,PHX,,5,3,2,15.0,1.0,0.6,60.0,2.4,41.7,0.0,41.7,6.6,0,0
2023-24,IST,MIA,,4,2,2,32.4,0.8,0.0,0.0,1.3,60.0,0.0,60.0,16.0,0,0
2023-24,IST,BOS,,4,3,1,34.7,1.8,0.5,28.6,3.8,46.7,0.5,53.8,12.3,0,0
2023-24,IST,SAS,,2,0,2,28.0,1.0,0.0,0.0,1.0,100,0.0,100,12.9,0,0
2023-24,IST,CHI,,1,0,1,9.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
2023-24,IST,NYK,,5,3,2,36.0,2.4,1.4,58.3,5.2,46.2,0.2,48.0,7.9,0,0
2023-24,IST,POR,,1,0,1,2.6,1.0,1.0,100,1.0,100,0.0,100,4.1,0,0
2023-24,IST,PHX,,5,3,2,29.3,2.6,1.8,69.2,6.0,43.3,0.4,46.4,6.6,0,0
2023-24,IST,MIN,,4,3,1,36.5,0.8,0.8,100,3.3,23.1,0.0,23.1,5.4,0,0
2023-24,IST,LAC,,4,1,3,34.5,0.8,0.0,0.0,2.8,27.3,0.0,27.3,14.7,0,0
2023-24,IST,SAC,,3,2,1,36.6,1.7,0.3,20.0,3.7,45.5,0.0,45.5,10.5,0,0
2023-24,IST,BKN,,5,3,2,17.8,1.0,0.4,40.0,3.0,33.3,0.2,35.7,12.3,0,0
2023-24,IST,SAS,,3,0,3,34.4,1.3,0.7,50.0,3.3,40.0,0.3,44.4,3.4,0,0
2023-24,IST,TOR,,4,2,2,22.2,2.8,1.3,45.5,3.8,73.3,0.0,73.3,6.8,0,0
2023-24,IST,PHI,,1,1,0,26.4,2.0,1.0,50.0,1.0,200.0,0.0,200.0,5.8,0,0
2023-24,IST,UTA,,1,0,1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,OKC,,1,0,1,15.3,1.0,1.0,100,1.0,100,0.0,100,1.5,0,0
2023-24,IST,DEN,,4,2,2,37.5,0.8,0.3,33.3,1.3,60.0,0.0,60.0,8.3,0,0
2023-24,IST,SAC,,1,1,0,30.7,1.0,1.0,100,2.0,50.0,0.0,50.0,2.3,0,0
2023-24,IST,SAC,,2,2,0,11.5,0.5,0.0,0.0,1.0,50.0,0.0,50.0,3.5,0,0
2023-24,IST,PHX,,4,2,2,37.0,0.3,0.0,0.0,1.0,25.0,0.0,25.0,9.7,0,0
2023-24,IST,SAC,,5,4,1,29.6,1.0,0.6,60.0,2.0,50.0,0.4,62.5,13.6,0,0
2023-24,IST,POR,,2,0,2,29.6,2.0,2.0,100,2.0,100,0.0,100,9.7,0,0
2023-24,IST,MIA,,3,1,2,19.4,1.7,1.3,80.0,3.0,55.6,0.0,55.6,4.7,0,0
2023-24,IST,GSW,,4,2,2,24.0,2.3,1.3,55.6,4.3,52.9,0.3,56.3,5.8,0,0
2023-24,IST,UTA,,4,2,2,26.5,0.3,0.0,0.0,0.8,33.3,0.0,33.3,2.3,0,0
2023-24,IST,MIL,,6,5,1,22.5,1.3,0.7,50.0,2.5,53.3,0.0,53.3,12.8,0,0
2023-24,IST,DET,,3,0,3,26.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
2023-24,IST,GSW,,3,2,1,32.4,0.3,0.0,0.0,1.3,25.0,0.0,25.0,20.0,0,0
2023-24,IST,LAC,,1,0,1,12.8,1.0,1.0,100,2.0,50.0,0.0,50.0,3.9,0,0
2023-24,IST,POR,,1,0,1,5.5,1.0,0.0,0.0,1.0,100,0.0,100,10.7,0,0
2023-24,IST,BOS,,3,2,1,27.3,1.0,0.3,33.3,3.3,30.0,0.0,30.0,16.0,0,0
2023-24,IST,MIN,,4,3,1,23.7,0.8,0.8,100,2.3,33.3,0.0,33.3,6.0,0,0
2023-24,IST,WAS,,4,0,4,30.8,0.8,0.3,33.3,2.8,27.3,0.5,33.3,22.5,0,0
2023-24,IST,PHI,,4,2,2,26.8,1.3,0.5,40.0,3.3,38.5,0.0,38.5,9.6,0,0
2023-24,IST,DAL,,4,2,2,31.2,1.3,0.5,40.0,3.0,41.7,0.3,45.5,4.5,0,0
2023-24,IST,CHA,,3,1,2,37.3,1.7,0.7,40.0,2.3,71.4,0.0,71.4,9.5,0,0
2023-24,IST,WAS,,2,0,2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,NOP,,2,1,1,17.4,1.0,0.0,0.0,2.5,40.0,0.0,40.0,5.6,0,0
2023-24,IST,UTA,,4,2,2,32.8,0.5,0.5,100,1.0,50.0,0.0,50.0,3.0,0,0
2023-24,IST,LAL,,5,5,0,31.6,1.0,0.6,60.0,2.0,50.0,0.2,55.6,6.7,0,0
2023-24,IST,BKN,,4,3,1,19.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,OKC,,4,1,3,26.1,1.3,0.5,40.0,4.3,29.4,0.5,33.3,23.2,0,0
2023-24,IST,DAL,,4,2,2,33.5,1.0,0.5,50.0,2.3,44.4,0.0,44.4,5.0,0,0
2023-24,IST,UTA,,1,0,1,8.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MEM,,3,0,3,17.8,0.7,0.0,0.0,1.7,40.0,0.0,40.0,22.5,0,0
2023-24,IST,BOS,,4,2,2,19.7,3.5,2.5,71.4,6.5,53.8,0.0,53.8,4.2,0,0
2023-24,IST,DET,,3,1,2,17.4,0.3,0.0,0.0,1.0,33.3,0.3,50.0,23.6,0,0
2023-24,IST,SAS,,2,0,2,21.0,0.5,0.0,0.0,2.0,25.0,0.0,25.0,17.5,0,0
2023-24,IST,POR,,2,1,1,34.6,0.5,0.0,0.0,2.0,25.0,0.0,25.0,3.6,0,0
2023-24,IST,MIL,,6,5,1,31.0,0.8,0.2,20.0,1.8,45.5,0.3,55.6,4.9,0,0
2023-24,IST,SAC,,5,4,1,28.4,0.6,0.2,33.3,2.4,25.0,0.0,25.0,22.3,0,0
2023-24,IST,MIL,,5,4,1,14.0,1.0,0.8,80.0,1.6,62.5,0.0,62.5,11.0,0,0
2023-24,IST,CLE,,3,2,1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,DET,,2,0,2,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MEM,,3,0,3,24.3,0.3,0.3,100,2.0,16.7,0.0,16.7,2.5,0,0
2023-24,IST,CHA,,4,1,3,27.4,7.8,5.5,71.0,13.0,59.6,0.0,59.6,4.8,0,0
2023-24,IST,CHA,,1,1,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,WAS,,4,0,4,18.4,3.0,2.5,83.3,4.0,75.0,0.3,80.0,2.6,0,0
2023-24,IST,POR,,3,0,3,22.6,0.7,0.3,50.0,1.7,40.0,0.0,40.0,13.5,0,0
2023-24,IST,NOP,,2,1,1,18.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,LAL,,3,3,0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CLE,,4,3,1,36.6,1.3,0.8,60.0,2.3,55.6,0.0,55.6,2.8,0,0
2023-24,IST,DEN,,4,2,2,34.7,2.5,1.3,50.0,3.8,66.7,0.0,66.7,6.7,0,0
2023-24,IST,BKN,,4,3,1,32.9,0.5,0.3,50.0,2.3,22.2,0.0,22.2,8.2,0,0
2023-24,IST,MIN,,4,3,1,32.4,0.8,0.0,0.0,1.8,42.9,0.0,42.9,15.2,0,0
2023-24,IST,OKC,,1,0,1,12.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,CHA,,2,0,2,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,NYK,,1,1,0,14.1,1.0,0.0,0.0,1.0,100,0.0,100,15.5,0,0
2023-24,IST,NYK,,5,3,2,27.3,3.6,2.6,72.2,8.0,45.0,0.4,47.4,2.5,0,0
2023-24,IST,ORL,,4,3,1,21.0,1.3,1.3,100,5.0,25.0,0.5,27.8,3.9,0,0
2023-24,IST,POR,,1,0,1,1.7,1.0,1.0,100,1.0,100,0.0,100,4.2,0,0
2023-24,IST,GSW,,4,2,2,15.3,1.3,0.3,20.0,2.3,55.6,0.0,55.6,9.7,0,0
2023-24,IST,LAC,,1,0,1,15.8,6.0,4.0,66.7,8.0,75.0,1.0,85.7,3.1,0,0
2023-24,IST,IND,,6,6,0,28.1,1.7,1.0,60.0,3.8,43.5,0.2,45.5,3.8,0,0
2023-24,IST,NOP,,4,4,0,19.9,1.5,0.8,50.0,2.3,66.7,0.0,66.7,17.2,0,0
2023-24,IST,PHX,,4,3,1,15.8,0.8,0.3,33.3,1.5,50.0,0.3,60.0,5.6,0,0
2023-24,IST,MIN,,4,3,1,19.4,0.5,0.3,50.0,1.0,50.0,0.0,50.0,7.8,0,0
2023-24,IST,BKN,,2,2,0,26.2,2.0,0.5,25.0,6.0,33.3,0.0,33.3,5.2,0,0
2023-24,IST,CHA,,3,1,2,16.6,1.3,1.0,75.0,3.0,44.4,0.0,44.4,3.7,0,0
2023-24,IST,CHA,,2,0,2,12.3,0.5,0.0,0.0,1.0,50.0,0.0,50.0,6.0,0,0
2023-24,IST,MIN,,3,2,1,22.3,0.7,0.7,100,1.0,66.7,0.0,66.7,6.2,0,0
2023-24,IST,PHI,,2,1,1,26.7,0.5,0.0,0.0,2.5,20.0,0.0,20.0,0.0,0,0
2023-24,IST,DEN,,4,2,2,37.4,4.5,3.3,72.2,8.0,56.3,0.3,58.1,5.5,0,0
2023-24,IST,CHI,,4,0,4,31.8,2.3,2.0,88.9,6.3,36.0,0.0,36.0,3.2,0,0
2023-24,IST,LAC,,3,1,2,27.9,0.3,0.0,0.0,1.0,33.3,0.0,33.3,9.4,0,0
2023-24,IST,NYK,,3,1,2,33.6,1.0,1.0,100,2.3,42.9,0.0,42.9,4.1,0,0
2023-24,IST,IND,,6,6,0,27.1,1.0,0.2,16.7,3.3,30.0,0.0,30.0,11.9,0,0
2023-24,IST,TOR,,4,2,2,24.7,2.0,0.3,12.5,3.5,57.1,0.3,61.5,6.3,0,0
2023-24,IST,DAL,,2,1,1,7.0,1.0,0.5,50.0,1.0,100,0.0,100,4.3,0,0
2023-24,IST,UTA,,1,0,1,16.8,4.0,3.0,75.0,6.0,66.7,0.0,66.7,3.5,0,0
2023-24,IST,ATL,,4,1,3,21.2,2.8,1.8,63.6,4.8,57.9,0.0,57.9,5.6,0,0
2023-24,IST,BOS,,1,1,0,7.8,1.0,1.0,100,2.0,50.0,0.0,50.0,2.1,0,0
2023-24,IST,TOR,,1,0,1,4.5,1.0,0.0,0.0,1.0,100,0.0,100,13.4,0,0
2023-24,IST,OKC,,3,0,3,4.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2023-24,IST,LAC,,3,0,3,16.6,1.3,0.0,0.0,2.3,57.1,0.0,57.1,8.6,0,0
2023-24,IST,DAL,,4,1,3,31.9,2.0,1.3,62.5,4.8,42.1,0.8,50.0,8.2,0,0
2023-24,IST,ORL,,4,3,1,33.3,1.3,0.3,20.0,2.8,45.5,0.0,45.5,12.4,0,0
2023-24,IST,IND,,4,1,3,32.9,0.8,0.3,33.3,2.3,33.3,0.0,33.3,11.8,0,0
2023-24,IST,MIL,,4,4,0,24.2,0.8,0.5,66.7,1.5,50.0,0.0,50.0,8.6,0,0
2023-24,IST,MIL,,3,1,2,20.8,0.3,0.3,100,2.0,16.7,0.0,16.7,4.3,0,0
2023-24,IST,CHI,,4,0,4,21.0,1.5,0.8,50.0,3.3,46.2,0.0,46.2,8.6,0,0
2023-24,IST,LAC,,4,1,3,35.4,0.5,0.3,50.0,3.0,16.7,0.0,16.7,14.3,0,0
2023-24,IST,PHI,,4,2,2,10.8,1.0,0.8,75.0,2.5,40.0,0.0,40.0,4.3,0,0
2023-24,IST,BOS,,5,3,2,19.8,1.2,0.4,33.3,3.4,35.3,0.0,35.3,7.7,0,0
2023-24,IST,DEN,,3,1,2,9.9,1.7,0.7,40.0,3.0,55.6,0.3,62.5,10.3,0,0
2023-24,IST,NYK,,4,1,3,16.7,1.5,1.3,83.3,3.0,50.0,0.0,50.0,4.9,0,0
2023-24,IST,DET,,3,1,2,23.5,0.3,0.0,0.0,1.0,33.3,0.0,33.3,24.3,0,0
2023-24,IST,TOR,,3,2,1,31.4,1.0,0.3,33.3,1.7,60.0,0.0,60.0,11.8,0,0
2023-24,IST,DEN,,4,2,2,27.0,0.8,0.0,0.0,0.8,100,0.0,100,19.3,0,0
2023-24,IST,WAS,,2,1,1,12.4,1.5,0.5,33.3,4.0,37.5,0.0,37.5,7.9,0,0
2023-24,IST,PHI,,3,1,2,17.0,2.3,1.7,71.4,5.7,41.2,0.0,41.2,6.8,0,0
2023-24,IST,POR,,1,1,0,19.8,4.0,3.0,75.0,6.0,66.7,0.0,66.7,2.5,0,0
2023-24,IST,PHX,,4,3,1,30.8,0.5,0.0,0.0,0.8,66.7,0.0,66.7,14.8,0,0
2023-24,IST,MIN,,4,3,1,35.2,4.8,4.3,89.5,8.8,54.3,0.0,54.3,3.2,0,0
2023-24,IST,LAL,,5,5,0,24.4,0.6,0.6,100,2.2,27.3,0.0,27.3,3.0,0,0
2023-24,IST,LAC,,4,1,3,19.0,1.0,0.5,50.0,4.0,25.0,0.0,25.0,8.0,0,0
2023-24,IST,NYK,,1,0,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,MIL,,1,0,1,7.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,ATL,,4,1,3,30.4,1.5,0.5,33.3,3.0,50.0,0.3,54.5,7.2,0,0
2023-24,IST,BOS,,5,3,2,23.2,1.8,0.8,44.4,2.6,69.2,0.0,69.2,12.3,0,0
2023-24,IST,SAS,,1,0,1,12.2,1.0,0.0,0.0,2.0,50.0,0.0,50.0,1.2,0,0
2023-24,IST,MEM,,3,0,3,24.7,0.3,0.0,0.0,1.7,20.0,0.0,20.0,3.8,0,0
2023-24,IST,SAC,,4,3,1,11.8,0.8,0.5,66.7,1.8,42.9,0.0,42.9,3.3,0,0
2023-24,IST,TOR,,4,1,3,32.8,2.3,1.5,66.7,3.8,60.0,0.3,64.3,6.6,0,0
2023-24,IST,CHA,,2,0,2,9.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0
2023-24,IST,POR,,4,1,3,39.4,1.5,1.3,83.3,4.8,31.6,1.0,40.0,3.1,0,0
2023-24,IST,OKC,,3,1,2,33.2,0.7,0.3,50.0,3.0,22.2,0.0,22.2,20.5,0,0
2023-24,IST,NYK,,4,3,1,13.7,0.5,0.3,50.0,0.8,66.7,0.0,66.7,4.9,0,0
2023-24,IST,DET,,4,2,2,17.7,0.8,0.0,0.0,2.3,33.3,0.0,33.3,7.8,0,0
2023-24,IST,LAL,,4,1,3,23.3,0.8,0.0,0.0,2.0,37.5,0.3,42.9,18.0,0,0
2023-24,IST,LAL,,4,3,1,31.6,0.5,0.5,100,0.8,66.7,0.0,66.7,12.4,0,0
2023-24,IST,DET,,3,0,3,14.3,0.7,0.0,0.0,1.3,50.0,0.0,50.0,17.9,0,0
2023-24,IST,GSW,,3,2,1,34.4,2.0,0.7,33.3,1.7,120.0,0.0,120.0,19.8,0,0
2023-24,IST,BOS,,1,1,0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2023-24,IST,IND,,3,3,0,11.2,0.7,0.0,0.0,1.3,50.0,0.0,50.0,3.0,0,0
2023-24,IST,UTA,,4,2,2,20.4,0.5,0.0,0.0,0.8,66.7,0.0,66.7,28.1,0,0
