SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST
2017-18,Regular+Season,BKN,,3,0,3,9.1,0.7,0.3,50.0,1.7,40.0,0.0,40.0,4.0,0,0
2017-18,Regular+Season,UTA,,76,48,28,26.5,0.8,0.4,49.2,2.3,33.1,0.1,34.9,9.6,0,0
2017-18,Regular+Season,BKN,,24,5,19,13.5,0.9,0.6,66.7,2.9,30.4,0.1,31.3,4.8,0,0
2017-18,Regular+Season,POR,,10,2,8,7.6,0.4,0.1,25.0,1.2,33.3,0.0,33.3,5.7,0,0
2017-18,Regular+Season,TOR,,80,57,23,18.7,2.1,1.5,72.7,4.9,42.4,0.1,43.0,6.0,0,0
2017-18,Regular+Season,DAL,,10,1,9,16.6,1.3,0.6,46.2,3.6,36.1,0.3,39.4,8.9,0,0
2017-18,Regular+Season,MIN,,60,35,25,21.2,0.3,0.1,25.0,0.9,39.2,0.0,40.8,17.9,0,0
2017-18,Regular+Season,DEN,,77,44,33,31.8,1.1,0.5,43.9,3.4,31.8,0.1,32.9,10.4,0,0
2017-18,Regular+Season,DAL,,3,1,2,9.0,1.3,1.3,100,4.3,30.8,0.0,30.8,2.6,0,0
2017-18,Regular+Season,DET,,42,21,21,20.8,0.3,0.1,23.1,1.3,23.6,0.0,24.1,16.7,0,0
2017-18,Regular+Season,ORL,,12,3,9,18.4,0.3,0.2,50.0,1.7,20.0,0.1,21.1,8.6,0,0
2017-18,Regular+Season,DET,,67,23,44,22.7,1.1,0.6,50.7,3.0,36.3,0.1,37.1,10.9,0,0
2017-18,Regular+Season,HOU,,71,59,12,35.5,0.6,0.3,47.5,3.6,15.7,0.1,16.2,9.0,0,0
2017-18,Regular+Season,MIA,,71,35,36,26.5,0.8,0.3,38.3,2.9,29.0,0.1,29.9,11.5,0,0
2017-18,Regular+Season,PHI,,1,1,0,7.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,BKN,,7,0,7,13.8,1.1,0.4,37.5,2.3,50.0,0.1,53.3,7.8,0,0
2017-18,Regular+Season,PHI,,2,1,1,16.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,LAC,,15,6,9,18.3,0.2,0.1,66.7,1.0,20.0,0.0,20.0,15.4,0,0
2017-18,Regular+Season,PHX,,38,5,33,15.4,0.2,0.1,62.5,1.1,19.0,0.1,20.5,7.5,0,0
2017-18,Regular+Season,CHI,,1,0,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MEM,,68,21,47,23.6,1.4,1.0,67.0,4.5,31.4,0.1,31.9,7.1,0,0
2017-18,Regular+Season,BKN,,70,24,46,20.0,2.0,1.3,65.5,4.9,41.6,0.1,42.6,5.7,0,0
2017-18,Regular+Season,NYK,,58,23,35,25.4,0.3,0.0,10.0,1.1,30.8,0.0,31.3,15.7,0,0
2017-18,Regular+Season,WAS,,23,8,15,10.0,0.7,0.2,23.5,1.9,39.5,0.0,39.5,8.1,0,0
2017-18,Regular+Season,MIL,,34,19,15,19.2,0.1,0.0,0.0,0.6,25.0,0.0,25.0,19.4,0,0
2017-18,Regular+Season,LAC,,36,18,18,19.0,0.3,0.1,33.3,1.5,17.0,0.1,17.6,13.2,0,0
2017-18,Regular+Season,BOS,,66,43,23,30.6,0.9,0.5,50.0,3.5,25.8,0.1,26.4,9.0,0,0
2017-18,Regular+Season,ATL,,6,2,4,16.4,0.3,0.0,0.0,2.3,14.3,0.0,14.3,4.2,0,0
2017-18,Regular+Season,BOS,,77,50,27,30.7,0.6,0.3,51.0,2.5,25.0,0.1,25.8,9.5,0,0
2017-18,Regular+Season,CLE,,72,44,28,23.7,0.8,0.5,60.0,2.3,36.4,0.1,37.5,8.4,0,0
2017-18,Regular+Season,MIN,,66,38,28,33.0,0.4,0.0,12.5,2.0,17.8,0.0,18.2,16.1,0,0
2017-18,Regular+Season,DAL,,7,1,6,4.9,0.1,0.1,100,0.7,20.0,0.0,20.0,2.5,0,0
2017-18,Regular+Season,OKC,,77,46,31,20.5,1.1,0.6,56.6,3.1,34.6,0.1,35.8,7.5,0,0
2017-18,Regular+Season,ATL,,1,0,1,5.4,1.0,0.0,0.0,1.0,100,0.0,100,5.6,0,0
2017-18,Regular+Season,CHA,,77,34,43,24.8,0.6,0.3,44.9,2.1,30.8,0.1,32.0,12.5,0,0
2017-18,Regular+Season,CHI,,61,21,40,24.5,0.5,0.2,36.7,2.2,22.4,0.0,22.7,14.7,0,0
2017-18,Regular+Season,PHI,,34,18,16,24.7,0.4,0.1,20.0,2.0,21.7,0.2,23.8,17.7,0,0
2017-18,Regular+Season,MIN,,59,37,22,36.7,1.3,0.6,43.0,4.0,33.5,0.2,35.3,10.1,0,0
2017-18,Regular+Season,NYK,,6,1,5,6.3,1.0,0.7,66.7,1.7,60.0,0.0,60.0,3.8,0,0
2017-18,Regular+Season,WAS,,53,30,23,16.4,0.3,0.1,40.0,0.8,36.6,0.0,37.5,15.2,0,0
2017-18,Regular+Season,BKN,,69,23,46,25.9,0.7,0.4,50.0,2.8,25.9,0.1,26.9,11.8,0,0
2017-18,Regular+Season,UTA,,80,47,33,31.6,0.3,0.1,29.2,1.2,25.3,0.0,25.5,12.2,0,0
2017-18,Regular+Season,HOU,,54,34,20,22.1,0.3,0.1,57.1,1.0,25.9,0.0,25.9,10.0,0,0
2017-18,Regular+Season,IND,,32,14,18,13.5,0.4,0.1,16.7,1.3,29.3,0.1,30.8,15.0,0,0
2017-18,Regular+Season,MIL,,5,2,3,7.4,1.2,0.8,66.7,1.8,66.7,0.0,66.7,6.5,0,0
2017-18,Regular+Season,PHI,,62,41,21,30.3,2.3,1.6,68.5,6.3,36.5,0.1,37.3,6.3,0,0
2017-18,Regular+Season,SAS,,46,24,22,11.1,1.4,0.9,66.7,3.6,38.2,0.1,38.9,5.3,0,0
2017-18,Regular+Season,ATL,,73,21,52,24.1,2.4,1.5,65.3,7.0,34.1,0.1,34.6,6.1,0,0
2017-18,Regular+Season,MIL,,75,39,36,26.0,2.0,1.4,68.0,4.7,42.7,0.1,43.5,4.9,0,0
2017-18,Regular+Season,CLE,,11,7,4,13.7,0.5,0.3,50.0,1.1,50.0,0.0,50.0,14.0,0,0
2017-18,Regular+Season,WAS,,41,23,18,34.4,0.5,0.0,4.5,3.1,17.5,0.2,18.8,22.8,0,0
2017-18,Regular+Season,DAL,,11,1,10,16.0,1.3,0.9,71.4,3.5,35.9,0.1,36.8,6.8,0,0
2017-18,Regular+Season,CHA,,31,12,19,11.4,0.9,0.7,75.9,2.7,34.9,0.0,35.4,4.9,0,0
2017-18,Regular+Season,DET,,8,5,3,17.1,0.9,0.4,42.9,2.0,43.8,0.0,43.8,6.6,0,0
2017-18,Regular+Season,UTA,,67,41,26,16.1,0.8,0.4,45.3,2.2,35.8,0.1,37.1,8.9,0,0
2017-18,Regular+Season,TOR,,77,56,21,22.4,2.4,1.7,71.0,6.2,38.6,0.1,39.4,5.2,0,0
2017-18,Regular+Season,BOS,,2,2,0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,ORL,,26,11,15,20.1,0.6,0.4,68.8,2.2,28.1,0.0,28.6,5.4,0,0
2017-18,Regular+Season,ORL,,64,19,45,29.5,0.9,0.6,61.7,2.9,32.3,0.1,33.9,9.8,0,0
2017-18,Regular+Season,GSW,,54,40,14,14.8,1.1,0.6,58.3,2.8,40.0,0.1,40.8,7.2,0,0
2017-18,Regular+Season,CLE,,71,35,36,23.6,0.8,0.4,43.9,2.5,32.6,0.1,33.9,9.1,0,0
2017-18,Regular+Season,NOP,,3,1,2,13.6,0.7,0.3,50.0,0.7,100,0.0,100,17.8,0,0
2017-18,Regular+Season,MIA,,21,13,8,13.1,0.9,0.5,61.1,3.1,27.7,0.1,28.6,8.1,0,0
2017-18,Regular+Season,CLE,,37,23,14,20.6,0.4,0.2,42.9,1.1,35.0,0.0,35.0,13.2,0,0
2017-18,Regular+Season,PHX,,4,0,4,17.4,0.5,0.0,0.0,1.5,33.3,0.3,40.0,17.6,0,0
2017-18,Regular+Season,LAL,,58,24,34,24.2,0.7,0.4,54.8,2.2,32.6,0.1,34.1,10.2,0,0
2017-18,Regular+Season,OKC,,57,36,21,15.6,0.7,0.3,36.6,1.7,41.8,0.0,42.7,9.4,0,0
2017-18,Regular+Season,PHX,,76,19,57,25.5,1.3,0.6,51.6,4.0,31.4,0.1,32.1,9.4,0,0
2017-18,Regular+Season,ATL,,11,2,9,16.4,0.2,0.0,0.0,0.3,66.7,0.0,66.7,28.2,0,0
2017-18,Regular+Season,MIA,,77,42,35,33.1,0.9,0.4,42.6,3.0,29.2,0.1,30.2,11.6,0,0
2017-18,Regular+Season,NOP,,1,1,0,7.0,3.0,0.0,0.0,4.0,75.0,0.0,75.0,2.7,0,0
2017-18,Regular+Season,NOP,,79,46,33,36.3,0.8,0.3,43.5,3.0,25.9,0.1,27.0,10.0,0,0
2017-18,Regular+Season,DEN,,16,8,8,14.5,1.1,0.7,64.7,2.1,50.0,0.0,50.0,7.9,0,0
2017-18,Regular+Season,LAL,,81,35,46,26.7,2.2,1.6,70.6,6.4,34.6,0.2,35.5,5.8,0,0
2017-18,Regular+Season,CHA,,14,7,7,9.8,0.1,0.0,0.0,0.4,16.7,0.0,16.7,22.3,0,0
2017-18,Regular+Season,PHI,,32,23,9,15.3,0.8,0.4,56.0,2.1,37.3,0.0,37.9,7.2,0,0
2017-18,Regular+Season,CHI,,71,23,48,31.7,0.4,0.2,48.4,1.5,28.4,0.0,29.2,10.2,0,0
2017-18,Regular+Season,SAC,,61,19,42,23.1,0.4,0.2,44.4,1.7,26.7,0.0,27.6,8.7,0,0
2017-18,Regular+Season,MIA,,66,32,34,25.0,1.0,0.5,57.1,3.7,25.8,0.1,26.4,8.7,0,0
2017-18,Regular+Season,POR,,79,48,31,26.4,2.4,1.8,75.1,6.7,35.7,0.1,36.1,5.4,0,0
2017-18,Regular+Season,BOS,,7,2,5,12.0,0.6,0.3,50.0,1.6,36.4,0.0,36.4,4.6,0,0
2017-18,Regular+Season,MIN,,82,47,35,35.6,2.9,1.9,64.7,7.4,39.3,0.2,40.3,6.2,0,0
2017-18,Regular+Season,SAS,,9,5,4,23.3,0.7,0.6,83.3,2.4,27.3,0.1,28.6,2.5,0,0
2017-18,Regular+Season,DET,,11,2,9,10.7,0.3,0.1,33.3,1.1,25.0,0.0,25.0,10.1,0,0
2017-18,Regular+Season,MIA,,74,41,33,23.6,1.2,0.8,66.7,3.6,32.2,0.1,33.0,6.1,0,0
2017-18,Regular+Season,WAS,,79,43,36,27.7,0.7,0.4,55.9,3.4,21.7,0.2,22.9,8.1,0,0
2017-18,Regular+Season,CHA,,75,34,41,34.5,0.4,0.1,32.3,2.8,15.0,0.2,15.9,10.5,0,0
2017-18,Regular+Season,CLE,,1,0,1,14.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,DEN,,31,15,16,14.5,2.2,1.6,72.1,5.3,41.7,0.0,42.0,4.8,0,0
2017-18,Regular+Season,ATL,,59,18,41,28.1,0.4,0.1,32.0,2.7,15.7,0.0,15.9,13.2,0,0
2017-18,Regular+Season,LAL,,70,29,41,33.9,0.8,0.4,51.7,2.5,33.0,0.1,33.7,8.1,0,0
2017-18,Regular+Season,GSW,,68,49,19,34.2,0.5,0.2,45.2,2.3,20.0,0.1,20.9,11.9,0,0
2017-18,Regular+Season,CLE,,57,37,20,28.8,1.8,1.3,71.3,5.2,34.4,0.1,35.2,6.2,0,0
2017-18,Regular+Season,GSW,,58,43,15,15.1,1.4,1.0,69.9,3.2,44.1,0.0,44.4,6.1,0,0
2017-18,Regular+Season,ORL,,32,12,20,16.6,2.2,1.4,66.7,4.5,47.6,0.1,48.6,5.4,0,0
2017-18,Regular+Season,MIL,,80,44,36,36.4,0.6,0.3,45.5,2.5,22.3,0.1,23.0,12.1,0,0
2017-18,Regular+Season,GSW,,70,52,18,34.5,0.4,0.3,58.1,1.6,28.4,0.0,29.2,10.9,0,0
2017-18,Regular+Season,MEM,,23,4,19,23.2,0.6,0.3,50.0,2.2,28.0,0.0,28.6,11.4,0,0
2017-18,Regular+Season,SAC,,70,21,49,19.7,2.1,1.2,54.4,4.5,47.3,0.0,47.8,6.3,0,0
2017-18,Regular+Season,CHI,,50,18,32,29.5,0.5,0.0,8.3,2.6,18.2,0.1,18.8,13.7,0,0
2017-18,Regular+Season,NYK,,47,21,26,33.0,1.3,0.8,59.7,3.8,34.4,0.1,35.0,9.2,0,0
2017-18,Regular+Season,SAS,,72,40,32,26.9,1.2,0.7,63.1,3.1,37.7,0.1,38.9,6.5,0,0
2017-18,Regular+Season,DAL,,28,7,21,16.3,1.1,0.6,56.3,3.1,36.8,0.2,39.0,6.4,0,0
2017-18,Regular+Season,CLE,,65,39,26,21.9,0.1,0.0,22.2,0.6,21.4,0.0,23.1,17.8,0,0
2017-18,Regular+Season,LAL,,75,33,42,31.4,1.1,0.7,61.6,3.8,30.4,0.1,31.3,8.2,0,0
2017-18,Regular+Season,TOR,,78,57,21,32.2,0.8,0.4,51.5,3.6,23.7,0.2,24.9,11.7,0,0
2017-18,Regular+Season,NYK,,75,27,48,18.0,1.6,1.1,65.8,4.4,36.3,0.1,36.9,5.6,0,0
2017-18,Regular+Season,OKC,,6,2,4,3.7,0.2,0.2,100,0.8,20.0,0.2,25.0,7.1,0,0
2017-18,Regular+Season,BOS,,52,34,18,33.2,0.6,0.3,46.9,2.6,23.7,0.1,24.8,9.1,0,0
2017-18,Regular+Season,SAS,,75,45,30,33.4,3.3,2.2,67.9,7.2,45.7,0.1,46.3,5.3,0,0
2017-18,Regular+Season,IND,,82,48,34,22.6,0.8,0.4,53.2,3.1,24.2,0.1,25.0,8.7,0,0
2017-18,Regular+Season,NYK,,62,20,42,19.6,0.7,0.4,52.3,2.1,33.1,0.0,33.8,7.2,0,0
2017-18,Regular+Season,DET,,45,21,24,15.8,0.3,0.0,15.4,1.1,25.5,0.0,26.0,14.0,0,0
2017-18,Regular+Season,NOP,,3,2,1,11.7,1.0,0.3,33.3,2.0,50.0,0.3,60.0,9.2,0,0
2017-18,Regular+Season,CLE,,66,32,34,21.5,2.4,1.5,62.7,5.3,46.0,0.2,47.5,6.0,0,0
2017-18,Regular+Season,CHI,,68,23,45,29.7,1.2,0.6,54.4,3.3,35.7,0.1,36.6,5.7,0,0
2017-18,Regular+Season,CLE,,82,50,32,36.9,1.2,0.6,47.4,4.1,29.0,0.2,30.1,7.9,0,0
2017-18,Regular+Season,CLE,,3,2,1,14.0,0.3,0.3,100,1.7,20.0,0.3,25.0,5.6,0,0
2017-18,Regular+Season,LAL,,51,24,27,34.2,1.3,0.7,53.0,4.5,28.7,0.2,29.7,8.1,0,0
2017-18,Regular+Season,TOR,,6,5,1,12.9,0.2,0.0,0.0,0.5,33.3,0.0,33.3,10.1,0,0
2017-18,Regular+Season,LAC,,74,39,35,32.9,0.5,0.2,45.0,2.6,20.7,0.1,21.4,10.7,0,0
2017-18,Regular+Season,HOU,,60,51,9,25.8,0.4,0.1,13.6,2.0,18.8,0.1,20.0,13.5,0,0
2017-18,Regular+Season,TOR,,34,27,7,10.1,0.5,0.4,83.3,1.3,40.9,0.0,41.9,4.2,0,0
2017-18,Regular+Season,DET,,2,1,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIA,,36,11,25,16.8,0.2,0.0,0.0,0.9,21.9,0.0,22.6,18.5,0,0
2017-18,Regular+Season,DET,,64,31,33,21.1,0.3,0.1,38.1,1.1,30.0,0.0,30.4,12.8,0,0
2017-18,Regular+Season,NYK,,19,6,13,17.0,0.6,0.4,72.7,2.1,27.5,0.0,27.5,3.5,0,0
2017-18,Regular+Season,TOR,,18,6,12,14.5,0.3,0.1,40.0,1.1,25.0,0.0,25.0,17.8,0,0
2017-18,Regular+Season,MIL,,45,25,20,30.2,0.5,0.2,34.8,2.2,23.7,0.1,24.7,12.3,0,0
2017-18,Regular+Season,ATL,,45,15,30,19.6,0.2,0.1,44.4,1.2,16.4,0.1,18.4,11.8,0,0
2017-18,Regular+Season,TOR,,7,7,0,12.0,0.6,0.3,50.0,2.1,26.7,0.3,30.8,12.9,0,0
2017-18,Regular+Season,DEN,,30,12,18,14.3,0.5,0.2,42.9,1.0,45.2,0.0,45.2,12.7,0,0
2017-18,Regular+Season,CHA,,31,12,19,18.5,0.3,0.1,25.0,1.0,25.0,0.0,25.0,13.0,0,0
2017-18,Regular+Season,CHA,,4,3,1,5.0,0.8,0.5,66.7,2.8,27.3,0.0,27.3,12.9,0,0
2017-18,Regular+Season,SAS,,59,38,21,20.9,0.3,0.1,42.1,1.7,19.4,0.1,20.4,8.5,0,0
2017-18,Regular+Season,MEM,,7,2,5,27.5,1.1,0.3,25.0,4.0,28.6,0.3,30.8,20.0,0,0
2017-18,Regular+Season,MEM,,73,21,52,33.0,1.1,0.6,52.6,3.5,30.4,0.1,31.3,10.0,0,0
2017-18,Regular+Season,WAS,,82,43,39,25.3,2.2,1.3,59.1,6.0,36.5,0.2,37.6,6.6,0,0
2017-18,Regular+Season,PHI,,66,34,32,24.7,0.3,0.0,15.0,2.0,15.5,0.0,15.9,18.4,0,0
2017-18,Regular+Season,MIN,,10,7,3,11.2,0.7,0.2,28.6,1.2,58.3,0.0,58.3,11.5,0,0
2017-18,Regular+Season,BOS,,52,32,20,26.8,0.7,0.5,63.2,2.9,25.2,0.1,26.2,9.3,0,0
2017-18,Regular+Season,CHA,,3,2,1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,BOS,,50,35,15,30.3,0.8,0.4,50.0,3.3,25.8,0.1,26.6,10.1,0,0
2017-18,Regular+Season,MEM,,59,20,39,22.3,0.2,0.1,38.5,2.0,11.0,0.0,11.2,15.0,0,0
2017-18,Regular+Season,ORL,,69,18,51,23.5,0.6,0.2,41.5,2.4,25.0,0.1,25.9,13.0,0,0
2017-18,Regular+Season,HOU,,3,3,0,10.1,0.3,0.0,0.0,1.7,20.0,0.0,20.0,21.1,0,0
2017-18,Regular+Season,PHI,,14,11,3,18.1,0.8,0.4,45.5,2.9,27.5,0.1,28.2,7.5,0,0
2017-18,Regular+Season,WAS,,73,37,36,27.0,1.0,0.6,61.3,3.3,31.4,0.1,32.6,6.8,0,0
2017-18,Regular+Season,PHX,,71,18,53,21.4,1.1,0.7,61.8,3.4,31.1,0.0,31.5,6.2,0,0
2017-18,Regular+Season,MEM,,3,0,3,24.6,0.3,0.0,0.0,1.0,33.3,0.0,33.3,25.2,0,0
2017-18,Regular+Season,ORL,,44,13,31,14.3,0.5,0.3,66.7,1.7,28.8,0.0,28.8,7.0,0,0
2017-18,Regular+Season,MIL,,6,4,2,8.5,0.7,0.5,75.0,2.8,23.5,0.3,26.7,5.2,0,0
2017-18,Regular+Season,CHA,,77,33,44,25.7,1.0,0.6,67.6,2.4,40.4,0.1,43.0,8.3,0,0
2017-18,Regular+Season,DEN,,71,39,32,19.8,1.8,1.2,67.4,5.2,35.1,0.1,35.9,5.4,0,0
2017-18,Regular+Season,SAS,,3,1,2,9.2,0.3,0.3,100,1.3,25.0,0.0,25.0,2.1,0,0
2017-18,Regular+Season,MIA,,1,0,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,MIL,,30,16,14,19.7,0.5,0.1,14.3,1.4,32.6,0.1,35.0,14.8,0,0
2017-18,Regular+Season,POR,,49,33,16,23.5,0.9,0.6,63.0,3.1,30.3,0.1,31.1,6.4,0,0
2017-18,Regular+Season,DAL,,63,19,44,18.4,1.1,0.6,52.9,2.8,39.3,0.1,40.2,7.8,0,0
2017-18,Regular+Season,POR,,29,15,14,8.4,0.4,0.3,83.3,1.1,37.5,0.0,38.7,6.3,0,0
2017-18,Regular+Season,NYK,,70,21,49,23.0,1.4,0.8,60.8,3.3,41.6,0.1,43.3,6.1,0,0
2017-18,Regular+Season,CHA,,49,21,28,16.1,0.8,0.3,40.5,2.3,33.3,0.0,33.9,11.1,0,0
2017-18,Regular+Season,CHA,,71,32,39,25.6,1.2,0.6,53.6,3.4,34.4,0.1,35.7,8.0,0,0
2017-18,Regular+Season,MEM,,9,6,3,31.3,0.0,0.0,0.0,1.4,0.0,0.1,0.0,0.0,0,0
2017-18,Regular+Season,NOP,,31,11,20,20.5,0.4,0.1,30.8,1.9,22.4,0.1,23.2,8.9,0,0
2017-18,Regular+Season,ATL,,51,13,38,20.5,1.1,0.6,58.9,2.7,40.3,0.0,40.6,7.1,0,0
2017-18,Regular+Season,WAS,,72,37,35,18.7,0.7,0.3,44.0,2.1,32.5,0.1,33.8,5.9,0,0
2017-18,Regular+Season,ATL,,51,18,33,17.3,1.5,0.9,57.1,4.1,36.5,0.2,38.1,7.2,0,0
2017-18,Regular+Season,LAC,,41,27,14,26.0,0.4,0.1,25.0,1.7,22.5,0.1,23.5,14.1,0,0
2017-18,Regular+Season,BKN,,8,2,6,14.6,0.4,0.1,33.3,1.5,25.0,0.0,25.0,18.5,0,0
2017-18,Regular+Season,MIL,,8,4,4,16.7,0.4,0.1,33.3,0.9,42.9,0.0,42.9,8.1,0,0
2017-18,Regular+Season,DEN,,1,0,1,21.7,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0
2017-18,Regular+Season,LAC,,70,36,34,17.7,1.5,1.0,70.9,3.6,40.6,0.1,41.5,6.3,0,0
2017-18,Regular+Season,MEM,,17,2,15,19.3,0.6,0.2,40.0,2.2,26.3,0.1,27.0,15.4,0,0
2017-18,Regular+Season,IND,,64,39,25,28.4,1.5,1.0,66.7,3.8,38.4,0.1,39.9,6.2,0,0
2017-18,Regular+Season,UTA,,1,1,0,2.7,1.0,0.0,0.0,1.0,100,0.0,100,13.4,0,0
2017-18,Regular+Season,MIN,,62,36,26,21.3,0.9,0.5,64.2,2.3,37.6,0.0,38.1,6.2,0,0
2017-18,Regular+Season,HOU,,51,41,10,14.8,1.1,0.7,66.7,3.1,34.2,0.0,34.6,5.8,0,0
2017-18,Regular+Season,DAL,,27,5,22,17.2,1.8,1.4,79.2,4.7,37.8,0.1,38.7,4.9,0,0
2017-18,Regular+Season,OKC,,9,6,3,5.3,0.6,0.3,60.0,1.8,31.3,0.1,33.3,4.1,0,0
2017-18,Regular+Season,GSW,,55,35,20,19.8,0.4,0.1,25.0,1.1,34.5,0.0,35.7,14.5,0,0
2017-18,Regular+Season,CHA,,63,27,36,31.0,0.9,0.5,50.9,2.6,35.2,0.1,36.1,8.6,0,0
2017-18,Regular+Season,ATL,,3,0,3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,SAC,,5,3,2,21.1,0.8,0.4,50.0,2.8,28.6,0.0,28.6,11.1,0,0
2017-18,Regular+Season,BKN,,25,8,17,16.3,0.2,0.0,25.0,1.0,16.7,0.0,16.7,8.9,0,0
2017-18,Regular+Season,DEN,,74,42,32,32.6,2.6,2.0,75.5,5.9,43.8,0.1,44.7,5.5,0,0
2017-18,Regular+Season,NOP,,55,34,21,27.2,1.1,0.7,62.7,3.2,33.3,0.1,34.5,6.2,0,0
2017-18,Regular+Season,ORL,,56,17,39,30.0,1.8,1.1,63.4,4.4,41.4,0.0,41.7,7.1,0,0
2017-18,Regular+Season,CHI,,50,22,28,16.6,1.3,1.0,71.6,3.5,38.3,0.1,39.0,6.1,0,0
2017-18,Regular+Season,TOR,,55,42,13,17.0,0.2,0.1,46.2,1.2,19.7,0.1,21.7,16.2,0,0
2017-18,Regular+Season,TOR,,65,45,20,20.1,0.7,0.3,47.7,1.9,36.4,0.0,37.3,9.1,0,0
2017-18,Regular+Season,CLE,,5,2,3,15.9,0.6,0.4,66.7,1.8,33.3,0.2,37.5,6.8,0,0
2017-18,Regular+Season,MEM,,4,1,3,18.8,1.0,0.8,75.0,2.0,50.0,0.3,57.1,6.0,0,0
2017-18,Regular+Season,CHI,,16,5,11,11.1,0.6,0.3,55.6,1.2,47.4,0.0,47.4,5.8,0,0
2017-18,Regular+Season,GSW,,49,37,12,14.8,0.6,0.4,70.0,2.2,28.3,0.1,29.4,3.8,0,0
2017-18,Regular+Season,WAS,,77,42,35,31.6,1.3,0.8,59.2,4.2,31.9,0.2,33.4,8.8,0,0
2017-18,Regular+Season,HOU,,81,64,17,27.9,1.1,0.7,57.0,3.4,33.7,0.0,34.2,8.4,0,0
2017-18,Regular+Season,OKC,,1,0,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,TOR,,80,58,22,20.9,1.0,0.5,49.4,2.9,33.8,0.1,35.0,8.3,0,0
2017-18,Regular+Season,POR,,66,38,28,19.0,0.5,0.2,41.7,1.6,33.6,0.1,35.6,12.8,0,0
2017-18,Regular+Season,LAC,,11,5,6,30.3,1.5,0.4,25.0,4.4,33.3,0.3,35.6,11.6,0,0
2017-18,Regular+Season,GSW,,39,28,11,19.6,0.4,0.1,18.8,1.6,25.4,0.1,26.2,13.2,0,0
2017-18,Regular+Season,OKC,,70,47,23,16.0,0.4,0.2,54.8,1.3,34.1,0.0,35.2,9.7,0,0
2017-18,Regular+Season,SAS,,69,38,31,26.2,0.4,0.1,26.9,1.5,25.0,0.1,26.0,15.8,0,0
2017-18,Regular+Season,SAS,,77,45,32,23.5,1.7,1.1,66.7,4.5,37.6,0.1,38.5,6.3,0,0
2017-18,Regular+Season,OKC,,78,47,31,36.6,0.9,0.3,33.8,3.6,24.0,0.1,24.7,14.6,0,0
2017-18,Regular+Season,DEN,,36,21,15,30.5,1.8,1.1,58.5,4.0,44.8,0.1,45.5,7.6,0,0
2017-18,Regular+Season,CHI,,46,13,33,16.8,0.3,0.2,53.8,1.5,18.3,0.0,18.8,9.4,0,0
2017-18,Regular+Season,BKN,,62,23,39,20.6,0.6,0.1,23.1,2.0,31.7,0.0,32.5,11.2,0,0
2017-18,Regular+Season,CHI,,17,3,14,9.9,0.5,0.4,75.0,1.2,38.1,0.0,38.1,7.2,0,0
2017-18,Regular+Season,GSW,,27,17,10,26.5,0.4,0.1,20.0,2.1,17.9,0.0,18.2,25.1,0,0
2017-18,Regular+Season,HOU,,2,0,2,15.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2017-18,Regular+Season,NOP,,63,39,24,26.7,0.5,0.2,38.7,2.6,18.7,0.1,19.3,11.0,0,0
2017-18,Regular+Season,WAS,,19,5,14,17.5,0.3,0.1,16.7,0.8,37.5,0.0,37.5,14.8,0,0
2017-18,Regular+Season,ORL,,10,5,5,13.3,0.3,0.1,33.3,0.5,60.0,0.0,60.0,18.4,0,0
2017-18,Regular+Season,UTA,,27,19,8,13.6,0.3,0.0,14.3,1.4,18.4,0.0,18.4,14.4,0,0
2017-18,Regular+Season,OKC,,65,37,28,17.0,0.4,0.1,30.4,1.5,24.2,0.1,25.6,11.5,0,0
2017-18,Regular+Season,DET,,51,27,24,28.7,0.5,0.3,51.9,1.8,28.7,0.1,29.7,11.1,0,0
2017-18,Regular+Season,DET,,39,22,17,26.7,0.7,0.3,37.9,2.9,25.4,0.2,26.9,12.9,0,0
2017-18,Regular+Season,DEN,,10,5,5,11.9,0.2,0.1,50.0,1.4,14.3,0.0,14.3,2.1,0,0
